"Nr","Lat","Long","Municipio","CodIbge","Estado","Bioma","AreaKm2","Desmatamento2000","incremento2001","incremento2002","incremento2003","incremento2004","incremento2005","incremento2006","incremento2007","incremento2008","incremento2009","incremento2010","incremento2011","incremento2012","incremento2013","incremento2014","incremento2015","incremento2016","incremento2017","incremento2018","incremento2019","incremento2020","incremento2021","incremento2022","Floresta2022","NaoFloresta","Hidrografia"
6118,-9.46242854149997,-58.6354261982671,"Cotriguaçu",5103379,"MT","Amazônia",9483.19267,595.3,95.5,128.3,256.6,199.2,291.5,61.2,126.1,77.1,35.9,26.4,21.4,44.1,42.6,45.9,58.2,50.7,45.1,22.1,32.9,49.8,30.4,40.5,6843.2,136.6,121.3
6119,-15.419018262,-56.0544869674661,"Cuiabá",5103403,"MT","Cerrado",3270.03225,1060.4,39.4,39.4,34.6,34.6,28.8,28.8,24.3,24.3,11.3,11.3,12.4,12.4,20.2,10.6,22.7,9.5,9.1,9.9,10.1,7.1,11,7.3,1780.9,0,9.8
6120,-15.609005253,-57.8888106309464,"Curvelândia",5103437,"MT","Amazônia",325.79833,265.1,2.7,1.1,0.5,0.5,2.2,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0,0.1,0.3,0.1,0,22.8,26.8,0
6121,-15.7175606449999,-57.8484622015816,"Curvelândia",5103437,"MT","Pantanal",32.99235,25.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0.4
6122,-14.723057733,-56.9553917661268,"Denise",5103452,"MT","Amazônia",1277.6113,1064.9,20.5,5,1.3,1.5,3.9,0.5,1.1,0.9,0.4,0.3,0,0,0,0,0,0.1,0.6,0,0.1,0.3,0.1,0.3,160.6,16.2,0
6123,-14.6914587374999,-56.7392505957406,"Denise",5103452,"MT","Cerrado",0.49159,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,0
6124,-13.862502712,-56.782971454505,"Diamantino",5103502,"MT","Amazônia",957.79971,120.4,2.5,9.6,14.7,24.9,22,1.2,4.2,3.2,0.2,0.1,0,0,0.6,1.5,4.2,3.4,6.4,3.5,0.3,5.6,5.4,0.2,587,135.4,1.2
6125,-14.1662151639999,-56.4656939545696,"Diamantino",5103502,"MT","Cerrado",7356.82429,3913,98.1,98.1,189.7,189.7,38.4,38.4,30.1,30.1,9.7,9.7,8.1,8.1,26.5,34.5,17.1,26.2,5.3,9.3,4.3,7.9,8.3,6.3,2543.3,0.3,5.4
6126,-15.668114945,-54.7956749331381,"Dom Aquino",5103601,"MT","Cerrado",2195.90917,1446.7,21.9,21.9,11.3,11.3,11.7,11.7,9.6,9.6,3.1,3.1,2.8,2.8,2.3,1,4.9,0.6,6.7,6.8,2.1,3.8,3.3,0.4,591.5,0,4
6127,-11.818919769,-53.9123658704194,"Feliz Natal",5103700,"MT","Amazônia",11450.58691,1019.8,19.3,82.6,167.4,225.1,163.2,49.8,21.7,223.9,3.6,27.9,27.5,20.1,21.9,49.5,84.1,79.3,40.5,63.1,47.4,63.5,42.7,49.1,8076.7,740.5,41.5
6128,-15.494458813,-58.7311222507474,"Figueirópolis D'Oeste",5103809,"MT","Amazônia",885.88088,716,1,0.4,0.7,0,1.6,1.7,0.1,0.9,0.2,0.1,0.3,0,0,0,0.1,0,0,0,0,0.3,0,0,26.4,130.2,0
6129,-12.83034356,-53.352362473117,"Gaúcha do Norte",5103858,"MT","Amazônia",15309.99975,2019.1,105.9,261,310.5,259.5,166.4,59.9,68.2,195.9,9.3,3,9.7,10.3,25.2,32.4,10.8,58.1,48.3,7.9,15.6,52.6,21.7,18.5,8307.3,3188.3,40.4
6130,-13.5946646444999,-53.3403947703136,"Gaúcha do Norte",5103858,"MT","Cerrado",1588.69546,467.9,21.8,21.8,23.2,23.2,12.5,12.5,6.5,6.5,6.4,6.4,4.9,4.9,7.5,10.8,11.3,1.1,11.6,7.2,11.2,1,1.3,4.5,898.2,0.2,3.6
6131,-15.5927305334999,-53.0047273567358,"General Carneiro",5103908,"MT","Cerrado",3718.76064,1503.6,40.4,40.4,48.8,48.8,20.1,20.1,7.9,7.9,10.9,10.9,7.7,7.7,12.1,1.9,8.7,3.3,7.5,5.1,9.1,5.7,8.5,5.6,1866.3,0,9.1
6132,-15.8703475489999,-58.26339345144,"Glória D'Oeste",5103957,"MT","Amazônia",836.72299,278.8,1.1,0.6,1.1,0.5,1.1,0.6,0.1,0.5,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0,27,520.5,0
6133,-15.9888138269999,-58.2793266857822,"Glória D'Oeste",5103957,"MT","Pantanal",15.36697,2.5,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1.3
6134,-9.78076428799994,-54.5745241542475,"Guarantã do Norte",5104104,"MT","Amazônia",4740.38757,1762,83.8,171.2,76.9,72.3,53.9,65.9,61.6,39.5,9.1,4.8,9.2,4,8,7.4,11.5,14.7,7.3,4.1,13,8,11.6,10.7,1618.3,735.4,0.1
6135,-16.3770962414999,-53.6654146133549,"Guiratinga",5104203,"MT","Cerrado",5037.0386,1703,55.7,55.7,58.9,58.9,35.3,35.3,20.7,20.7,18.4,18.4,12.6,12.6,19.8,9.5,36.5,10.9,16.8,19.1,10.3,12.2,10.8,5.4,2773.7,0,6.1
6136,-15.3335209774999,-58.6069348200967,"Indiavaí",5104500,"MT","Amazônia",581.32959,536.6,0.9,3.8,0.2,0.5,0.6,0.3,0,1,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,36.8,0,0
6137,-15.177253217,-58.656393158927,"Indiavaí",5104500,"MT","Cerrado",23.45973,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0
6138,-11.9319002724999,-56.0462773953545,"Ipiranga do Norte",5104526,"MT","Amazônia",3109.94465,984.5,218.3,142.1,157.4,154.3,69.8,2.3,8.2,3.9,7.5,42.2,11.3,1.1,2.7,3.7,5.2,3.8,1.2,0.9,4.3,0.4,3.9,7,950.6,303,5.1
6139,-12.2711783775,-56.1860367046962,"Ipiranga do Norte",5104526,"MT","Cerrado",327.18381,253.3,14.6,14.6,4.3,4.3,0.7,0.7,0.5,0.5,0.2,0.2,0.4,0.4,0.2,0,0.2,0,0.1,0,0.1,0,0,0,31.2,0.2,0.2
6140,-12.1457192625,-56.740871066637,"Itanhangá",5104542,"MT","Amazônia",2938.7113,470.1,152.9,236,148.3,185.8,145.6,22.9,16.1,90.8,9,37.1,46.8,25,24.4,19.4,32.9,5.3,5.6,12.2,1.9,32,10.4,8.2,1202.3,0,2.4
6141,-11.1241984899999,-55.5814436248108,"Itaúba",5104559,"MT","Amazônia",4632.0151,1163.7,86.3,60.5,92.5,122,64.9,33.1,21.5,42.2,1.8,2.8,8.6,2,5,24.9,65.1,19.9,18.4,21.7,27.1,13.5,14.3,7.3,2242.8,434.9,36.5
6142,-17.3244279705,-54.3860934664241,"Itiquira",5104609,"MT","Cerrado",6977.44055,4609.6,60.3,60.3,61.3,61.3,34.8,34.8,8.8,8.8,4.7,4.7,2.4,2.4,3.3,3.4,12.8,2.4,3.3,4.5,4.6,2.5,1.1,1.2,1965.1,0,18.5
6143,-17.3751430494999,-55.4173795197312,"Itiquira",5104609,"MT","Pantanal",1726.7635,138.7,17,17,17,17,4.4,4.4,1.3,1.3,5,5,4.2,15,15,7,17.5,17.5,27.5,13.7,8.6,3,3.1,0.3,1338.6,0,26.5
6144,-15.9668198895,-55.1740151525866,"Jaciara",5104807,"MT","Cerrado",2408.09555,1903.7,12.4,12.4,8.5,8.5,9.1,9.1,6.8,6.8,1.6,1.6,1.9,1.9,1.3,0.4,1.5,0,0.1,0.3,0.3,0.1,1.5,0,417.5,0,1.2
6145,-15.3292154223738,-56.5864901559,"Jangada",5104906,"MT","Cerrado",1295.97242,328.6,28.3,28.3,61.8,61.8,27.8,27.8,14.4,14.4,4.7,4.7,2.7,2.7,12.8,8.9,19.2,5.5,4.6,5.8,5.3,7.1,2.5,3.5,608.6,0,2.9
6146,-15.315104998,-58.8586885379718,"Jauru",5105002,"MT","Amazônia",1185.36486,1036.2,4.7,2.3,1.5,0.7,1.3,1.4,0,1.6,0.2,0,0,0,0,0.2,0.1,0.4,0,0,0.1,0.1,0.3,0,9.7,122.2,0.1
6147,-15.0663182904999,-58.8572278921126,"Jauru",5105002,"MT","Cerrado",123.67569,35.3,0.3,0.3,1.1,1.1,1.9,1.9,0.4,0.4,0.4,0.4,0.1,0.1,0.1,0.5,0.5,0,0.7,0.5,0.2,0.9,2.1,0.1,73.4,0,0.2
6148,-11.2286349495,-57.6507377220136,"Juara",5105101,"MT","Amazônia",22750.78884,5535.3,233.8,429.3,353.7,361.8,418.1,209.6,116.9,124.3,30.8,15.1,57,15.8,15.9,28,46,38.6,21.5,25.8,85.4,52.6,88.2,80.5,12659.3,1579.7,138.2
6149,-11.4014477604999,-59.1313849754356,"Juína",5105150,"MT","Amazônia",21933.29398,3267.8,95.8,231.5,142.1,209.5,171.6,39.3,42.5,51.5,20.6,9.4,7,14.1,26.3,33.2,51.7,50.4,32.1,21.8,41.6,19.8,48.1,27.9,16851.8,393.2,35.1
6150,-12.08463421,-59.3970023671174,"Juína",5105150,"MT","Cerrado",4263.13926,11.7,2.6,2.6,15.7,15.7,3.3,3.3,3.2,3.2,0.5,0.5,0.3,0.3,1.4,1.4,0.7,15.8,0.9,1,2.8,0.7,1.6,2.3,4168.8,0.1,2.7
6151,-10.3939104919999,-58.6102783569978,"Juruena",5105176,"MT","Amazônia",2818.03539,594,38.4,65.8,139.9,83.7,121.9,20.7,52.2,40.5,15.4,14.9,6.2,10.2,12.1,6.2,7.1,11.2,16.9,4.4,3.9,5.4,3.3,4.3,1457.1,48.2,33.6
6152,-16.210157018,-55.0359842139714,"Juscimeira",5105200,"MT","Cerrado",2688.0043,1973.8,30.9,30.9,42.3,42.3,7.9,7.9,4.2,4.2,3.4,3.4,1.8,1.8,3.3,0.9,2.3,0.7,1.7,1.6,0.2,1,0.9,0.4,516.2,0,3.7
6153,-16.4914021519999,-54.9956965920595,"Juscimeira",5105200,"MT","Pantanal",6.99926,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.8
6154,-15.429312814,-57.7387746370616,"Lambari D'Oeste",5105234,"MT","Amazônia",1734.13731,1073.6,12.5,30.4,8.5,3.8,24.1,4.2,1.3,1.5,1,0.8,1.2,0.7,0,0.5,2.1,1.4,1.1,0.5,0.5,0.4,0.7,0.6,375.6,171.8,5.1
6155,-15.7068809764999,-57.7915963378911,"Lambari D'Oeste",5105234,"MT","Pantanal",35.75365,6,0.1,0.1,0.1,0.1,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.7
6156,-13.056182309,-56.3209629200124,"Lucas do Rio Verde",5105259,"MT","Amazônia",715.88328,170.3,2,3,25.9,24,10.6,0,1.5,7.1,0.6,4.2,0.6,4.8,3.1,1.1,3.6,0.4,0.9,1.4,0.2,6.1,0.1,0,301,142.3,0.6
6157,-13.048471991,-56.0549875302697,"Lucas do Rio Verde",5105259,"MT","Cerrado",2939.75651,2167.5,33.3,33.3,33.5,33.5,5.9,5.9,14,14,2.5,2.5,3.8,3.8,7.5,5.8,5.6,0.6,0.9,1.2,0.9,0.2,0.9,0.2,551.3,0.2,10.2
6158,-10.7057580644999,-50.8604507578985,"Luciara",5105309,"MT","Amazônia",0.05514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6159,-10.9787310979999,-50.9341261655842,"Luciara",5105309,"MT","Cerrado",4148.70568,185.8,19,19,10.6,10.6,6.3,6.3,12.3,12.3,3.5,3.5,0.8,0.8,5.6,2.8,8.3,3.6,2.6,9.4,2.9,10.1,10.5,11.5,3692.3,0,97.8
6160,-15.1355150155,-60.0184262503171,"Vila Bela da Santíssima Trindade",5105507,"MT","Amazônia",13481.36455,3769.4,198.4,169,149.8,74,71.2,21.4,19.4,36.5,24.4,26,17.8,11.3,10,12.9,7.7,14.2,17.1,9.8,8.7,11.2,5.3,4.7,1882,6820,74.3
6161,-10.9260957835,-54.0768734779323,"Marcelândia",5105580,"MT","Amazônia",12267.61848,2263.8,64.8,157,163.2,281.8,143.8,62,79.2,176.9,3.4,5.8,20.7,12.4,36.6,35.1,44.8,55.2,48,22.1,96,112.1,133.1,70.4,7923.2,226.1,22.6
6162,-9.98071203949993,-54.1648336195016,"Matupá",5105606,"MT","Amazônia",5160.38035,1188,91.3,202.5,82.6,65.5,70.3,29.3,73.4,75.2,9.1,9.2,28.9,13.7,17.1,19,15.1,17.6,8.4,5.2,21.1,18.4,8.3,11.1,2854.8,223.8,0
6163,-15.6051545775,-58.052223827373,"Mirassol d'Oeste",5105622,"MT","Amazônia",1042.66955,817.9,16.8,13.4,21.1,9.4,9.4,5.5,0.5,6.3,1.8,1.7,0.8,1,1,0.1,0.5,1.1,1.1,0.5,1.6,2.2,0.7,0.5,90.4,37.2,0
6164,-15.7862491135,-57.9727509790486,"Mirassol d'Oeste",5105622,"MT","Pantanal",33.7456,31.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.1
6165,-14.398760739,-55.7900575016891,"Nobres",5105903,"MT","Cerrado",3770.52642,989.3,59.6,59.6,44.3,44.3,43.5,43.5,30.2,30.2,16.8,16.8,29.5,29.5,29.9,78.5,44.4,15.3,26.4,23.1,14.4,16,10.2,6.4,2058.2,0,9.9
6166,-14.4001407965,-56.6999481652892,"Nortelândia",5106000,"MT","Amazônia",1081.71004,717.8,30.4,5.1,3.6,4.7,2.9,1.4,5.1,0.5,0.7,1,0.6,0.3,0.1,0.3,0.7,0.2,0.6,0.5,0.7,1.1,2.4,0.4,259.5,41.1,0.3
6167,-14.1993975704999,-56.7721632539231,"Nortelândia",5106000,"MT","Cerrado",271.12205,193.6,0.6,0.6,0.3,0.3,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,74.2,0.1,0.2
6168,-15.770780042,-56.7486113824972,"Nossa Senhora do Livramento",5106109,"MT","Cerrado",4005.53132,980.4,74.8,74.8,101,101,57.4,57.4,33.3,33.3,25.7,25.7,8.2,8.2,55.7,20.4,29.1,38.5,10.2,41.2,20.1,26.5,21,15.5,2137,0,8.7
6169,-16.1169284815,-56.1728198291085,"Nossa Senhora do Livramento",5106109,"MT","Pantanal",1424.96059,139.9,3.4,3.4,3.4,3.4,12.3,12.3,14.1,14.1,5.8,5.8,6.1,4.3,4.3,11,14,14,28.8,13.6,4.9,7.4,6.1,2.7,1070.7,0,17.8
6170,-9.69626465899995,-57.9689968195379,"Nova Bandeirantes",5106158,"MT","Amazônia",9546.42875,1404.7,74.1,188.3,229.9,375.8,293,128.2,140.9,125.1,52.5,17.1,48.4,33.9,63.1,70.3,36.4,81.9,48.9,59.6,124,50.8,124,178.7,5359.5,95.1,145.8
6171,-14.1465649719999,-51.7982579321926,"Nova Nazaré",5106174,"MT","Cerrado",4027.82764,526.3,73.3,73.3,47.6,47.6,20.2,20.2,31.8,31.8,6,6,9.1,9.1,6.5,6,17.3,12.4,71,24.2,33.8,8,11.3,8.4,2888.3,0,37.3
6172,-14.41521676,-59.7551662723567,"Nova Lacerda",5106182,"MT","Amazônia",3707.49452,1418.9,47.7,111.1,24.1,41,71.5,9.8,7.4,18.9,9.1,6.7,14.9,6,13.8,18,12.6,17.5,14.8,5.9,4.9,2.1,2.2,0.8,1314.9,519.3,0
6173,-14.2617202665,-59.4885218071245,"Nova Lacerda",5106182,"MT","Cerrado",1015.56076,21.2,16.1,16.1,22.4,22.4,12.4,12.4,4,4,6.8,6.8,0.1,0.1,8.8,5,4.5,13.9,5,6,1.3,6.5,15.2,11.9,791.9,0.1,0
6174,-10.914086449,-55.0319650502288,"Nova Santa Helena",5106190,"MT","Amazônia",2337.52289,1096.1,20.6,86.2,27.9,23.1,22.6,6.8,16.2,16.9,3.7,1.1,4,3.2,5.2,4.2,1.9,2.2,3.5,2.7,5.5,10.5,8.8,11.2,949.7,1.5,0
6175,-14.7451878525,-55.2307117863999,"Nova Brasilândia",5106208,"MT","Cerrado",3290.52793,1506.5,56.7,56.7,36.3,36.3,24.7,24.7,37.8,37.8,17.5,17.5,27,27,31.7,11.9,25.5,8.1,9.8,12.6,10.9,10.1,14.2,13.6,1194.7,0,40.5
6176,-10.6671678799999,-56.034403786475,"Nova Canaã do Norte",5106216,"MT","Amazônia",5960.61802,2450.7,111.8,69,77.1,95.7,72.6,30.7,34.3,20.7,4.9,3.4,4.1,0.7,2.1,12.4,19.1,9.7,12.5,15.8,16,9.2,14.2,4.3,1750.5,1082.6,35.7
6177,-13.3401905165,-56.5495114970529,"Nova Mutum",5106224,"MT","Amazônia",2973.47874,1091.9,31.6,27.8,85.2,101.1,21.5,13,0.5,1.1,0.2,2.3,4,5.3,0.6,0.9,9.7,2.7,0.3,1.5,5.2,0,1,0.4,1373.5,182.5,11.7
6178,-13.705452418,-55.8086247970422,"Nova Mutum",5106224,"MT","Cerrado",6575.76509,3440.2,93.8,93.8,119.7,119.7,41,41,56.3,56.3,8.5,8.5,16.2,16.2,10.5,7.6,7.1,1.9,3.2,6.2,26.1,4.7,4.4,10.8,2374.1,0.4,6.4
6179,-14.782466947,-57.4400661740677,"Nova Olímpia",5106232,"MT","Amazônia",1362.37565,779.3,26.4,11.6,4.6,1.7,4.1,0.7,0.7,4.3,0.5,0.5,0.2,0.1,0,0.4,0.2,0.9,0.3,0.1,0.8,1.6,1.7,0.3,209.8,311.5,0
6180,-12.7260947935,-54.8332532202911,"Nova Ubiratã",5106240,"MT","Amazônia",9527.05974,2003.3,125.3,302,326,347.7,246,71.8,19.6,139,30.5,13.5,70.2,18.2,9.6,15.4,26.7,21.7,43.6,23.4,19.1,29.9,59.2,55.8,5084,420.7,1.8
6181,-13.4169157895,-54.8904936372783,"Nova Ubiratã",5106240,"MT","Cerrado",3153.69027,1396.3,162.9,162.9,155.1,155.1,22,22,19.1,19.1,7.4,7.4,20,20,53.2,10.6,6.4,11.5,10.8,0.7,5.6,5.2,3.3,5.6,869.8,0.1,0.9
6182,-14.674846405,-52.4468826706541,"Nova Xavantina",5106257,"MT","Cerrado",5521.2615,2209.7,155.1,155.1,137.5,137.5,57.9,57.9,62.5,62.5,25,25,18.2,18.2,35.8,18.1,49.2,26.8,21.9,19,13.5,16,23.6,14.7,2131,0,29.4
6183,-9.81615715449996,-55.3567126426418,"Novo Mundo",5106265,"MT","Amazônia",5783.74584,1356.7,259.8,180,300.4,88.8,133.4,34.8,52.1,42,12.3,13.4,15.2,4.2,14.1,15.2,22.4,20.1,19.6,13.7,21.8,19.6,17.9,14.5,2561.8,545.3,20.6
6184,-11.3941192779999,-57.2696244762658,"Novo Horizonte do Norte",5106273,"MT","Amazônia",890.44969,591.1,26.8,42.8,7.1,6.9,13.8,0.7,2.4,2.6,0.2,0.1,0.4,0.1,0.1,1.2,0.4,1,0.3,0,0.5,0.5,0.5,0,186.2,0,3.3
6185,-15.0623540924999,-53.1951097220466,"Novo São Joaquim",5106281,"MT","Cerrado",5023.52056,2178.2,104.4,104.4,172.9,172.9,48.7,48.7,44.5,44.5,26.1,26.1,23.5,23.5,40.2,29.7,44.9,24.4,30.2,13,14.4,8.7,12.4,6.6,1754.5,0,25.4
6186,-9.56507555449997,-56.6449391168662,"Paranaíta",5106299,"MT","Amazônia",4798.89,1317.2,115.4,133.1,121.5,209.3,153.7,55.3,61.5,41.2,7.7,9.8,16.1,6.1,13,39.5,23.4,50.5,41,41.7,55,23.1,20.1,30.9,2149.3,31.9,52.5
6187,-12.830305953,-54.101982188709,"Paranatinga",5106307,"MT","Amazônia",8178.27363,1636.6,40,52.5,320.6,106,152,26.2,33.5,80.1,3.9,19.2,4.2,5.9,15.6,4.2,19,12.8,8.5,30.4,16.7,64.6,28.6,89.3,4514.8,893.9,4.6
6188,-14.0378052715,-54.1433837087486,"Paranatinga",5106307,"MT","Cerrado",16005.09939,3927.8,161.7,161.7,338.1,338.1,168.6,168.6,104.9,104.9,90.7,90.7,115,115,276.5,70.5,109.6,61,39.4,70.1,47,32.9,41.7,56.4,9285,0,29.1
6189,-12.338133307,-51.2270175014669,"Novo Santo Antônio",5106315,"MT","Amazônia",317.17021,47.5,11.7,4.8,8.4,4.3,15.2,4.8,4.5,7.9,4.8,2,10.9,2.5,4.6,3.8,6.4,4.6,5.1,3.3,2.2,0.4,9.6,2.3,105.6,39.8,0
6190,-12.3270057649999,-50.8927675397361,"Novo Santo Antônio",5106315,"MT","Cerrado",4055.90484,116.5,11.2,11.2,22.3,22.3,13.2,13.2,14.2,14.2,7.7,7.7,3.9,3.9,9.6,2.3,4.1,10.4,8.2,7,10.1,13,25.9,9.7,3547.4,0.1,145.8
6191,-16.79025865,-54.2357457276866,"Pedra Preta",5106372,"MT","Cerrado",4009.85086,2302.8,30.4,30.4,28.3,28.3,20.3,20.3,7.4,7.4,9.4,9.4,9.9,9.9,7.1,3.4,7.2,1.6,6.1,13.2,3.9,6.6,1.9,0.3,1437.5,0,6
6192,-10.194070298,-53.5632867020122,"Peixoto de Azevedo",5106422,"MT","Amazônia",14411.64886,2115.1,99.8,297,117.4,145.3,246.5,67.3,109.4,69.2,24.4,22.4,56.8,38.9,51.6,23.5,37.5,36.2,39.7,23.5,55.3,64.8,88.4,54.9,9268.7,1166.6,90.1
6193,-14.5392268255,-54.663009064995,"Planalto da Serra",5106455,"MT","Cerrado",2453.85718,1110.3,49.7,49.7,37.3,37.3,18.9,18.9,24.3,24.3,16.1,16.1,24.6,24.6,21.9,27.6,33.3,15.4,6.1,17.7,4.8,3.4,5.8,4.1,856.9,0,3.7
6194,-16.049608737,-56.7229070018114,"Poconé",5106505,"MT","Cerrado",3287.77956,1282.3,60.4,60.4,99.4,99.4,29,29,46.7,46.7,22.5,22.5,4.3,4.3,46.7,13.5,22.9,22.7,13.3,24.6,21.8,21.4,17,8.7,1254,0,13.8
6195,-16.9245820279999,-57.0323393343254,"Poconé",5106505,"MT","Pantanal",13924.14199,581,44.8,44.8,44.8,44.8,40.9,40.9,27.1,27.1,21.3,21.3,24.5,25.4,25.4,25.3,40.3,40.3,18.2,35.9,21.9,30.8,20,18.3,11809.6,0,849.2
6196,-15.9168634645,-52.6653503444305,"Pontal do Araguaia",5106653,"MT","Cerrado",2741.37953,856.9,76.1,76.1,79.2,79.2,52.4,52.4,14.8,14.8,15.3,15.3,18.4,18.4,15.8,11.9,25.1,7.8,7,11.4,9.5,4.9,5.4,7.3,1255,0,10.7
6197,-16.6696976125,-52.9279053882006,"Ponte Branca",5106703,"MT","Cerrado",694.63236,188.5,6.1,6.1,11.4,11.4,9.8,9.8,4,4,2.4,2.4,1.2,1.2,1.6,1.4,5.6,1.7,1.6,1.9,1.9,2.2,2.3,3.2,409.6,0,2.6
6198,-15.512624281,-59.4436924284776,"Pontes e Lacerda",5106752,"MT","Amazônia",8131.00562,3416.6,119,71.1,73.1,25.1,46.1,14.8,9.9,28,5,3.7,3,1.8,2.1,2.8,2.2,2.4,3.5,2,5.8,6.3,6.1,2.2,1047.5,3219.9,0
6199,-14.8601887155,-59.1267857405503,"Pontes e Lacerda",5106752,"MT","Cerrado",491.00896,30.2,2.9,2.9,3.4,3.4,1.2,1.2,4.5,4.5,3.4,3.4,1,1,0.8,1,0,0,4.7,1.4,9.6,0.6,1.2,1.4,407.6,0,0
6200,-10.753078938,-52.024314850875,"Porto Alegre do Norte",5106778,"MT","Amazônia",2123.18159,667.6,39.2,36.2,23.6,17.7,31.4,11.4,3.8,11.9,0.9,2.5,1.3,0.9,1.5,1.5,3.4,0.9,0.4,0.9,5.2,11.9,16.2,1.8,486.3,743.3,0.1
6201,-10.8843740375,-51.5883168686006,"Porto Alegre do Norte",5106778,"MT","Cerrado",1859.24455,188.9,41,41,24.2,24.2,9.6,9.6,5.6,5.6,9.4,9.4,3.4,3.4,24.5,26.6,7,88.1,5.3,28.5,10.1,20.1,12.5,4.6,1249.3,0,7.4
6202,-11.773769729,-56.6913725789095,"Porto dos Gaúchos",5106802,"MT","Amazônia",6999.60524,1568.8,186.5,308.9,298,287.7,232.2,32.2,12.3,29.9,8.8,21.7,20.1,7.2,13.3,16.6,31.8,8.6,18.8,32.6,25.2,51.7,18.3,29.2,3685.6,49.5,10.8
6203,-15.884600325,-58.8390039356644,"Porto Esperidião",5106828,"MT","Amazônia",4970.14481,280.2,14.9,15.1,35.4,2.1,5.9,1.6,0.3,6.8,0.4,5.7,1.1,0.4,0,1.2,3.9,0.8,0.3,1.1,4.8,4.5,0.9,0.5,-20.8,4599.1,0
6204,-16.131031388,-58.8399872031909,"Porto Esperidião",5106828,"MT","Pantanal",834.35706,379.9,17.3,17.3,17.3,17.3,8,8,4.4,4.4,12.8,12.8,13,7.6,7.6,1.2,7.2,7.2,2.8,2.7,5.8,4.9,4.5,2.8,247.6,0.1,19.2
6205,-15.5610956065,-57.4041838543346,"Porto Estrela",5106851,"MT","Amazônia",225.22423,120.6,0.5,7.8,0.1,0,1.7,0.3,0,0.1,0.1,0,0,0,0.2,0.1,0,0,0.1,0.3,0,0,0,0,73.5,16.2,9
6206,-15.533238118,-57.2101864167614,"Porto Estrela",5106851,"MT","Cerrado",1835.66717,529.2,44.8,44.8,43.4,43.4,9.7,9.7,14.5,14.5,6.2,6.2,1.2,1.2,9.7,3.3,4.5,5.2,1.5,10.8,9.2,4.1,3.2,1.6,1010.8,0,2.1
6207,-15.8086446365,-54.2581293753686,"Poxoréu",5107008,"MT","Cerrado",6933.95278,3730.1,84.9,84.9,66.2,66.2,35.5,35.5,30.7,30.7,15,15,11.6,11.6,18,24.1,30.2,26.4,36.1,25.1,12.1,11.1,12.3,7.7,2502.9,0,9.3
6208,-15.1269100674999,-54.2150473525287,"Primavera do Leste",5107040,"MT","Cerrado",5464.72028,3502,129.1,129.1,105.3,105.3,22.8,22.8,20.8,20.8,15.6,15.6,19.4,19.4,15.1,7.9,6.1,1.1,2.1,3.7,1.2,11.9,8.4,3.7,1262.6,0,12.5
6209,-12.2260347384999,-52.7147027675962,"Querência",5107065,"MT","Amazônia",17639.60581,3100.9,203.6,405.6,503.9,413.8,145.8,84.5,39.8,71.4,7.3,22,14.8,38.7,14,15.4,18.6,21.5,17.4,70,17.3,22.4,25.4,46.9,10061.6,2195.4,64.6
6210,-13.1063254994999,-52.1640133193454,"Querência",5107065,"MT","Cerrado",176.47609,37.8,7.9,7.9,29.6,29.6,3.9,3.9,1.3,1.3,0.4,0.4,0,0,0.1,0,0,0.6,0,0,0,0.1,0,0,51.4,0,0
6211,-15.5328085774999,-58.3386463972073,"São José dos Quatro Marcos",5107107,"MT","Amazônia",1285.92494,1169.1,1,3.2,0.1,2,2.8,2.9,0.5,1.7,0.9,2.1,1,0.6,0.3,0.3,0.6,0.1,0,0.2,0.9,0.3,0.2,0,55.4,40.1,0
6212,-15.1180331755,-58.379761310891,"Reserva do Cabaçal",5107156,"MT","Amazônia",151.13299,150.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0
6213,-14.9103055669999,-58.4935951083531,"Reserva do Cabaçal",5107156,"MT","Cerrado",1185.7739,217.8,0.9,0.9,11.4,11.4,17.3,17.3,8.7,8.7,10.7,10.7,1.9,1.9,2.6,0.5,5.6,21.3,4.6,20.2,4.4,6.8,5.8,18.6,774.2,0,0.7
