"municipio","cod_municipio","uf","area_km2","ano","incremento","desmatamento"
"Abaetetuba",1500107,"PA",1628.5588,"2000",NA,130.6
"Abaetetuba",1500107,"PA",1628.5588,"2001",524.4,655
"Abaetetuba",1500107,"PA",1628.5588,"2002",2.6,657.6
"Abaetetuba",1500107,"PA",1628.5588,"2003",2.5,660.1
"Abaetetuba",1500107,"PA",1628.5588,"2004",11.5,671.6
"Abaetetuba",1500107,"PA",1628.5588,"2005",3.2,674.8
"Abaetetuba",1500107,"PA",1628.5588,"2006",4.5,679.3
"Abaetetuba",1500107,"PA",1628.5588,"2007",4,683.3
"Abaetetuba",1500107,"PA",1628.5588,"2008",1.2,684.5
"Abaetetuba",1500107,"PA",1628.5588,"2009",3,687.5
"Abaetetuba",1500107,"PA",1628.5588,"2010",3.8,691.3
"Abaetetuba",1500107,"PA",1628.5588,"2011",0.8,692.1
"Abaetetuba",1500107,"PA",1628.5588,"2012",2.2,694.3
"Abaetetuba",1500107,"PA",1628.5588,"2013",0.4,694.7
"Abaetetuba",1500107,"PA",1628.5588,"2014",0.2,694.9
"Abaetetuba",1500107,"PA",1628.5588,"2015",0.6,695.5
"Abaetetuba",1500107,"PA",1628.5588,"2016",0.4,695.9
"Abaetetuba",1500107,"PA",1628.5588,"2017",1.2,697.1
"Abaetetuba",1500107,"PA",1628.5588,"2018",0.6,697.7
"Abaetetuba",1500107,"PA",1628.5588,"2019",0.3,698
"Abaetetuba",1500107,"PA",1628.5588,"2020",1.2,699.2
"Abaetetuba",1500107,"PA",1628.5588,"2021",1.7,700.9
"Abaetetuba",1500107,"PA",1628.5588,"2022",0.4,701.3
"Abel Figueiredo",1500131,"PA",598.62432,"2000",NA,509.9
"Abel Figueiredo",1500131,"PA",598.62432,"2001",0.4,510.3
"Abel Figueiredo",1500131,"PA",598.62432,"2002",13.6,523.9
"Abel Figueiredo",1500131,"PA",598.62432,"2003",0.5,524.4
"Abel Figueiredo",1500131,"PA",598.62432,"2004",0.8,525.2
"Abel Figueiredo",1500131,"PA",598.62432,"2005",15.9,541.1
"Abel Figueiredo",1500131,"PA",598.62432,"2006",0.8,541.9
"Abel Figueiredo",1500131,"PA",598.62432,"2007",2,543.9
"Abel Figueiredo",1500131,"PA",598.62432,"2008",2,545.9
"Abel Figueiredo",1500131,"PA",598.62432,"2009",1,546.9
"Abel Figueiredo",1500131,"PA",598.62432,"2010",1.7,548.6
"Abel Figueiredo",1500131,"PA",598.62432,"2011",0.4,549
"Abel Figueiredo",1500131,"PA",598.62432,"2012",0,549
"Abel Figueiredo",1500131,"PA",598.62432,"2013",0.4,549.4
"Abel Figueiredo",1500131,"PA",598.62432,"2014",0.4,549.8
"Abel Figueiredo",1500131,"PA",598.62432,"2015",0.2,550
"Abel Figueiredo",1500131,"PA",598.62432,"2016",0.5,550.5
"Abel Figueiredo",1500131,"PA",598.62432,"2017",0.2,550.7
"Abel Figueiredo",1500131,"PA",598.62432,"2018",1,551.7
"Abel Figueiredo",1500131,"PA",598.62432,"2019",4.2,555.9
"Abel Figueiredo",1500131,"PA",598.62432,"2020",1.2,557.1
"Abel Figueiredo",1500131,"PA",598.62432,"2021",2.1,559.2
"Abel Figueiredo",1500131,"PA",598.62432,"2022",2.7,561.9
"Abreulândia",1700251,"TO",1902.63695,"2000",NA,121.6
"Abreulândia",1700251,"TO",1902.63695,"2001",19.6,141.2
"Abreulândia",1700251,"TO",1902.63695,"2002",19.6,160.8
"Abreulândia",1700251,"TO",1902.63695,"2003",42.1,202.9
"Abreulândia",1700251,"TO",1902.63695,"2004",42.1,245
"Abreulândia",1700251,"TO",1902.63695,"2005",47.4,292.4
"Abreulândia",1700251,"TO",1902.63695,"2006",47.4,339.8
"Abreulândia",1700251,"TO",1902.63695,"2007",19,358.8
"Abreulândia",1700251,"TO",1902.63695,"2008",19,377.8
"Abreulândia",1700251,"TO",1902.63695,"2009",36.3,414.1
"Abreulândia",1700251,"TO",1902.63695,"2010",36.3,450.4
"Abreulândia",1700251,"TO",1902.63695,"2011",15.3,465.7
"Abreulândia",1700251,"TO",1902.63695,"2012",15.3,481
"Abreulândia",1700251,"TO",1902.63695,"2013",30.2,511.2
"Abreulândia",1700251,"TO",1902.63695,"2014",27.3,538.5
"Abreulândia",1700251,"TO",1902.63695,"2015",82.6,621.1
"Abreulândia",1700251,"TO",1902.63695,"2016",30.8,651.9
"Abreulândia",1700251,"TO",1902.63695,"2017",35.4,687.3
"Abreulândia",1700251,"TO",1902.63695,"2018",30.6,717.9
"Abreulândia",1700251,"TO",1902.63695,"2019",20.3,738.2
"Abreulândia",1700251,"TO",1902.63695,"2020",39.3,777.5
"Abreulândia",1700251,"TO",1902.63695,"2021",29.9,807.4
"Abreulândia",1700251,"TO",1902.63695,"2022",33.3,840.7
"Acará",1500206,"PA",4353.10954,"2000",NA,1877.1
"Acará",1500206,"PA",4353.10954,"2001",61.8,1938.9
"Acará",1500206,"PA",4353.10954,"2002",42.5,1981.4
"Acará",1500206,"PA",4353.10954,"2003",28,2009.4
"Acará",1500206,"PA",4353.10954,"2004",72.6,2082
"Acará",1500206,"PA",4353.10954,"2005",54.2,2136.2
"Acará",1500206,"PA",4353.10954,"2006",36.1,2172.3
"Acará",1500206,"PA",4353.10954,"2007",38,2210.3
"Acará",1500206,"PA",4353.10954,"2008",47.8,2258.1
"Acará",1500206,"PA",4353.10954,"2009",11.9,2270
"Acará",1500206,"PA",4353.10954,"2010",30.2,2300.2
"Acará",1500206,"PA",4353.10954,"2011",15,2315.2
"Acará",1500206,"PA",4353.10954,"2012",4.8,2320
"Acará",1500206,"PA",4353.10954,"2013",18.3,2338.3
"Acará",1500206,"PA",4353.10954,"2014",5.8,2344.1
"Acará",1500206,"PA",4353.10954,"2015",7,2351.1
"Acará",1500206,"PA",4353.10954,"2016",7.2,2358.3
"Acará",1500206,"PA",4353.10954,"2017",18.5,2376.8
"Acará",1500206,"PA",4353.10954,"2018",16.7,2393.5
"Acará",1500206,"PA",4353.10954,"2019",18.2,2411.7
"Acará",1500206,"PA",4353.10954,"2020",15.7,2427.4
"Acará",1500206,"PA",4353.10954,"2021",10.3,2437.7
"Acará",1500206,"PA",4353.10954,"2022",5.7,2443.4
"Acorizal",5100102,"MT",1013.82825,"2000",NA,248.7
"Acorizal",5100102,"MT",1013.82825,"2001",14.6,263.3
"Acorizal",5100102,"MT",1013.82825,"2002",14.6,277.9
"Acorizal",5100102,"MT",1013.82825,"2003",14.1,292
"Acorizal",5100102,"MT",1013.82825,"2004",14.1,306.1
"Acorizal",5100102,"MT",1013.82825,"2005",17.5,323.6
"Acorizal",5100102,"MT",1013.82825,"2006",17.5,341.1
"Acorizal",5100102,"MT",1013.82825,"2007",5,346.1
"Acorizal",5100102,"MT",1013.82825,"2008",5,351.1
"Acorizal",5100102,"MT",1013.82825,"2009",4.7,355.8
"Acorizal",5100102,"MT",1013.82825,"2010",4.7,360.5
"Acorizal",5100102,"MT",1013.82825,"2011",6.7,367.2
"Acorizal",5100102,"MT",1013.82825,"2012",6.7,373.9
"Acorizal",5100102,"MT",1013.82825,"2013",9.6,383.5
"Acorizal",5100102,"MT",1013.82825,"2014",6.3,389.8
"Acorizal",5100102,"MT",1013.82825,"2015",16.2,406
"Acorizal",5100102,"MT",1013.82825,"2016",5.5,411.5
"Acorizal",5100102,"MT",1013.82825,"2017",2.6,414.1
"Acorizal",5100102,"MT",1013.82825,"2018",7.2,421.3
"Acorizal",5100102,"MT",1013.82825,"2019",5.6,426.9
"Acorizal",5100102,"MT",1013.82825,"2020",2.7,429.6
"Acorizal",5100102,"MT",1013.82825,"2021",2.2,431.8
"Acorizal",5100102,"MT",1013.82825,"2022",1.3,433.1
"Acrelândia",1200013,"AC",1819.49772,"2000",NA,619.5
"Acrelândia",1200013,"AC",1819.49772,"2001",63.1,682.6
"Acrelândia",1200013,"AC",1819.49772,"2002",105.4,788
"Acrelândia",1200013,"AC",1819.49772,"2003",56.3,844.3
"Acrelândia",1200013,"AC",1819.49772,"2004",45.7,890
"Acrelândia",1200013,"AC",1819.49772,"2005",78.4,968.4
"Acrelândia",1200013,"AC",1819.49772,"2006",20.9,989.3
"Acrelândia",1200013,"AC",1819.49772,"2007",11.6,1000.9
"Acrelândia",1200013,"AC",1819.49772,"2008",23.7,1024.6
"Acrelândia",1200013,"AC",1819.49772,"2009",12.9,1037.5
"Acrelândia",1200013,"AC",1819.49772,"2010",11.3,1048.8
"Acrelândia",1200013,"AC",1819.49772,"2011",15.9,1064.7
"Acrelândia",1200013,"AC",1819.49772,"2012",4.2,1068.9
"Acrelândia",1200013,"AC",1819.49772,"2013",9.5,1078.4
"Acrelândia",1200013,"AC",1819.49772,"2014",18.9,1097.3
"Acrelândia",1200013,"AC",1819.49772,"2015",14.8,1112.1
"Acrelândia",1200013,"AC",1819.49772,"2016",23.8,1135.9
"Acrelândia",1200013,"AC",1819.49772,"2017",5.7,1141.6
"Acrelândia",1200013,"AC",1819.49772,"2018",21.8,1163.4
"Acrelândia",1200013,"AC",1819.49772,"2019",19.9,1183.3
"Acrelândia",1200013,"AC",1819.49772,"2020",12.9,1196.2
"Acrelândia",1200013,"AC",1819.49772,"2021",38.3,1234.5
"Acrelândia",1200013,"AC",1819.49772,"2022",18.5,1253
"Afuá",1500305,"PA",8515.1183,"2000",NA,20.4
"Afuá",1500305,"PA",8515.1183,"2001",0.3,20.7
"Afuá",1500305,"PA",8515.1183,"2002",3.2,23.9
"Afuá",1500305,"PA",8515.1183,"2003",0.8,24.7
"Afuá",1500305,"PA",8515.1183,"2004",0.2,24.9
"Afuá",1500305,"PA",8515.1183,"2005",1.1,26
"Afuá",1500305,"PA",8515.1183,"2006",1,27
"Afuá",1500305,"PA",8515.1183,"2007",0.1,27.1
"Afuá",1500305,"PA",8515.1183,"2008",0.1,27.2
"Afuá",1500305,"PA",8515.1183,"2009",0,27.2
"Afuá",1500305,"PA",8515.1183,"2010",1.7,28.9
"Afuá",1500305,"PA",8515.1183,"2011",0,28.9
"Afuá",1500305,"PA",8515.1183,"2012",0.2,29.1
"Afuá",1500305,"PA",8515.1183,"2013",0.1,29.2
"Afuá",1500305,"PA",8515.1183,"2014",0.2,29.4
"Afuá",1500305,"PA",8515.1183,"2015",0,29.4
"Afuá",1500305,"PA",8515.1183,"2016",0,29.4
"Afuá",1500305,"PA",8515.1183,"2017",0.1,29.5
"Afuá",1500305,"PA",8515.1183,"2018",0,29.5
"Afuá",1500305,"PA",8515.1183,"2019",0.1,29.6
"Afuá",1500305,"PA",8515.1183,"2020",0,29.6
"Afuá",1500305,"PA",8515.1183,"2021",0,29.6
"Afuá",1500305,"PA",8515.1183,"2022",0.2,29.8
"Aguiarnópolis",1700301,"TO",234.21895,"2000",NA,121.2
"Aguiarnópolis",1700301,"TO",234.21895,"2001",2.6,123.8
"Aguiarnópolis",1700301,"TO",234.21895,"2002",2.6,126.4
"Aguiarnópolis",1700301,"TO",234.21895,"2003",2.1,128.5
"Aguiarnópolis",1700301,"TO",234.21895,"2004",2.1,130.6
"Aguiarnópolis",1700301,"TO",234.21895,"2005",3.8,134.4
"Aguiarnópolis",1700301,"TO",234.21895,"2006",3.8,138.2
"Aguiarnópolis",1700301,"TO",234.21895,"2007",2.3,140.5
"Aguiarnópolis",1700301,"TO",234.21895,"2008",2.3,142.8
"Aguiarnópolis",1700301,"TO",234.21895,"2009",1.3,144.1
"Aguiarnópolis",1700301,"TO",234.21895,"2010",1.3,145.4
"Aguiarnópolis",1700301,"TO",234.21895,"2011",0.6,146
"Aguiarnópolis",1700301,"TO",234.21895,"2012",0.6,146.6
"Aguiarnópolis",1700301,"TO",234.21895,"2013",0.3,146.9
"Aguiarnópolis",1700301,"TO",234.21895,"2014",0.8,147.7
"Aguiarnópolis",1700301,"TO",234.21895,"2015",2.1,149.8
"Aguiarnópolis",1700301,"TO",234.21895,"2016",0.6,150.4
"Aguiarnópolis",1700301,"TO",234.21895,"2017",1.6,152
"Aguiarnópolis",1700301,"TO",234.21895,"2018",0.3,152.3
"Aguiarnópolis",1700301,"TO",234.21895,"2019",2.3,154.6
"Aguiarnópolis",1700301,"TO",234.21895,"2020",0.3,154.9
"Aguiarnópolis",1700301,"TO",234.21895,"2021",0.9,155.8
"Aguiarnópolis",1700301,"TO",234.21895,"2022",1.6,157.4
"Alcântara",2100204,"MA",1194.95172,"2000",NA,45.9
"Alcântara",2100204,"MA",1194.95172,"2001",770.6,816.5
"Alcântara",2100204,"MA",1194.95172,"2002",67.7,884.2
"Alcântara",2100204,"MA",1194.95172,"2003",3.3,887.5
"Alcântara",2100204,"MA",1194.95172,"2004",0.1,887.6
"Alcântara",2100204,"MA",1194.95172,"2005",0,887.6
"Alcântara",2100204,"MA",1194.95172,"2006",0,887.6
"Alcântara",2100204,"MA",1194.95172,"2007",0.7,888.3
"Alcântara",2100204,"MA",1194.95172,"2008",1.9,890.2
"Alcântara",2100204,"MA",1194.95172,"2009",0.1,890.3
"Alcântara",2100204,"MA",1194.95172,"2010",0.1,890.4
"Alcântara",2100204,"MA",1194.95172,"2011",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2012",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2013",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2014",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2015",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2016",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2017",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2018",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2019",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2020",0,890.4
"Alcântara",2100204,"MA",1194.95172,"2021",0.2,890.6
"Alcântara",2100204,"MA",1194.95172,"2022",0,890.6
"Alenquer",1500404,"PA",23623.24261,"2000",NA,2143.2
"Alenquer",1500404,"PA",23623.24261,"2001",31.3,2174.5
"Alenquer",1500404,"PA",23623.24261,"2002",13.3,2187.8
"Alenquer",1500404,"PA",23623.24261,"2003",17.7,2205.5
"Alenquer",1500404,"PA",23623.24261,"2004",36.5,2242
"Alenquer",1500404,"PA",23623.24261,"2005",20.6,2262.6
"Alenquer",1500404,"PA",23623.24261,"2006",23.2,2285.8
"Alenquer",1500404,"PA",23623.24261,"2007",20.1,2305.9
"Alenquer",1500404,"PA",23623.24261,"2008",39.6,2345.5
"Alenquer",1500404,"PA",23623.24261,"2009",18.5,2364
"Alenquer",1500404,"PA",23623.24261,"2010",27.5,2391.5
"Alenquer",1500404,"PA",23623.24261,"2011",21.9,2413.4
"Alenquer",1500404,"PA",23623.24261,"2012",14.9,2428.3
"Alenquer",1500404,"PA",23623.24261,"2013",17.8,2446.1
"Alenquer",1500404,"PA",23623.24261,"2014",16.4,2462.5
"Alenquer",1500404,"PA",23623.24261,"2015",15.1,2477.6
"Alenquer",1500404,"PA",23623.24261,"2016",16.2,2493.8
"Alenquer",1500404,"PA",23623.24261,"2017",27.5,2521.3
"Alenquer",1500404,"PA",23623.24261,"2018",22,2543.3
"Alenquer",1500404,"PA",23623.24261,"2019",19.8,2563.1
"Alenquer",1500404,"PA",23623.24261,"2020",32.9,2596
"Alenquer",1500404,"PA",23623.24261,"2021",31.9,2627.9
"Alenquer",1500404,"PA",23623.24261,"2022",29,2656.9
"Aliança do Tocantins",1700350,"TO",1622.01753,"2000",NA,529.4
"Aliança do Tocantins",1700350,"TO",1622.01753,"2001",38,567.4
"Aliança do Tocantins",1700350,"TO",1622.01753,"2002",38,605.4
"Aliança do Tocantins",1700350,"TO",1622.01753,"2003",14.3,619.7
"Aliança do Tocantins",1700350,"TO",1622.01753,"2004",14.3,634
"Aliança do Tocantins",1700350,"TO",1622.01753,"2005",16.1,650.1
"Aliança do Tocantins",1700350,"TO",1622.01753,"2006",16.1,666.2
"Aliança do Tocantins",1700350,"TO",1622.01753,"2007",19.3,685.5
"Aliança do Tocantins",1700350,"TO",1622.01753,"2008",19.3,704.8
"Aliança do Tocantins",1700350,"TO",1622.01753,"2009",14.4,719.2
"Aliança do Tocantins",1700350,"TO",1622.01753,"2010",14.4,733.6
"Aliança do Tocantins",1700350,"TO",1622.01753,"2011",10.8,744.4
"Aliança do Tocantins",1700350,"TO",1622.01753,"2012",10.8,755.2
"Aliança do Tocantins",1700350,"TO",1622.01753,"2013",23.8,779
"Aliança do Tocantins",1700350,"TO",1622.01753,"2014",28.7,807.7
"Aliança do Tocantins",1700350,"TO",1622.01753,"2015",32.1,839.8
"Aliança do Tocantins",1700350,"TO",1622.01753,"2016",13.6,853.4
"Aliança do Tocantins",1700350,"TO",1622.01753,"2017",15.8,869.2
"Aliança do Tocantins",1700350,"TO",1622.01753,"2018",8.5,877.7
"Aliança do Tocantins",1700350,"TO",1622.01753,"2019",8,885.7
"Aliança do Tocantins",1700350,"TO",1622.01753,"2020",6.3,892
"Aliança do Tocantins",1700350,"TO",1622.01753,"2021",8.6,900.6
"Aliança do Tocantins",1700350,"TO",1622.01753,"2022",6,906.6
"Almas",1700400,"TO",4015.35906,"2000",NA,118.9
"Almas",1700400,"TO",4015.35906,"2001",14,132.9
"Almas",1700400,"TO",4015.35906,"2002",14,146.9
"Almas",1700400,"TO",4015.35906,"2003",28.5,175.4
"Almas",1700400,"TO",4015.35906,"2004",28.5,203.9
"Almas",1700400,"TO",4015.35906,"2005",28.6,232.5
"Almas",1700400,"TO",4015.35906,"2006",28.6,261.1
"Almas",1700400,"TO",4015.35906,"2007",10.3,271.4
"Almas",1700400,"TO",4015.35906,"2008",10.3,281.7
"Almas",1700400,"TO",4015.35906,"2009",15.1,296.8
"Almas",1700400,"TO",4015.35906,"2010",15.1,311.9
"Almas",1700400,"TO",4015.35906,"2011",27.4,339.3
"Almas",1700400,"TO",4015.35906,"2012",27.4,366.7
"Almas",1700400,"TO",4015.35906,"2013",72.2,438.9
"Almas",1700400,"TO",4015.35906,"2014",62.4,501.3
"Almas",1700400,"TO",4015.35906,"2015",98.7,600
"Almas",1700400,"TO",4015.35906,"2016",28.7,628.7
"Almas",1700400,"TO",4015.35906,"2017",30.4,659.1
"Almas",1700400,"TO",4015.35906,"2018",18.7,677.8
"Almas",1700400,"TO",4015.35906,"2019",18.2,696
"Almas",1700400,"TO",4015.35906,"2020",14.3,710.3
"Almas",1700400,"TO",4015.35906,"2021",40.7,751
"Almas",1700400,"TO",4015.35906,"2022",58.8,809.8
"Almeirim",1500503,"PA",72761.40228,"2000",NA,1391.4
"Almeirim",1500503,"PA",72761.40228,"2001",82.6,1474
"Almeirim",1500503,"PA",72761.40228,"2002",3.3,1477.3
"Almeirim",1500503,"PA",72761.40228,"2003",27.5,1504.8
"Almeirim",1500503,"PA",72761.40228,"2004",24.8,1529.6
"Almeirim",1500503,"PA",72761.40228,"2005",36.2,1565.8
"Almeirim",1500503,"PA",72761.40228,"2006",6.3,1572.1
"Almeirim",1500503,"PA",72761.40228,"2007",32.5,1604.6
"Almeirim",1500503,"PA",72761.40228,"2008",59,1663.6
"Almeirim",1500503,"PA",72761.40228,"2009",23.3,1686.9
"Almeirim",1500503,"PA",72761.40228,"2010",38.5,1725.4
"Almeirim",1500503,"PA",72761.40228,"2011",6.5,1731.9
"Almeirim",1500503,"PA",72761.40228,"2012",19.5,1751.4
"Almeirim",1500503,"PA",72761.40228,"2013",9.2,1760.6
"Almeirim",1500503,"PA",72761.40228,"2014",23.5,1784.1
"Almeirim",1500503,"PA",72761.40228,"2015",12.1,1796.2
"Almeirim",1500503,"PA",72761.40228,"2016",15,1811.2
"Almeirim",1500503,"PA",72761.40228,"2017",20.8,1832
"Almeirim",1500503,"PA",72761.40228,"2018",18.6,1850.6
"Almeirim",1500503,"PA",72761.40228,"2019",29.7,1880.3
"Almeirim",1500503,"PA",72761.40228,"2020",24.7,1905
"Almeirim",1500503,"PA",72761.40228,"2021",31.5,1936.5
"Almeirim",1500503,"PA",72761.40228,"2022",18.4,1954.9
"Alta Floresta",5100250,"MT",9006.11428,"2000",NA,3840.7
"Alta Floresta",5100250,"MT",9006.11428,"2001",287.5,4128.2
"Alta Floresta",5100250,"MT",9006.11428,"2002",132.9,4261.1
"Alta Floresta",5100250,"MT",9006.11428,"2003",126.8,4387.9
"Alta Floresta",5100250,"MT",9006.11428,"2004",230.3,4618.2
"Alta Floresta",5100250,"MT",9006.11428,"2005",124.4,4742.6
"Alta Floresta",5100250,"MT",9006.11428,"2006",96.6,4839.2
"Alta Floresta",5100250,"MT",9006.11428,"2007",61.6,4900.8
"Alta Floresta",5100250,"MT",9006.11428,"2008",15.3,4916.1
"Alta Floresta",5100250,"MT",9006.11428,"2009",7.1,4923.2
"Alta Floresta",5100250,"MT",9006.11428,"2010",2.8,4926
"Alta Floresta",5100250,"MT",9006.11428,"2011",5.7,4931.7
"Alta Floresta",5100250,"MT",9006.11428,"2012",1.5,4933.2
"Alta Floresta",5100250,"MT",9006.11428,"2013",7,4940.2
"Alta Floresta",5100250,"MT",9006.11428,"2014",9.8,4950
"Alta Floresta",5100250,"MT",9006.11428,"2015",9,4959
"Alta Floresta",5100250,"MT",9006.11428,"2016",8.7,4967.7
"Alta Floresta",5100250,"MT",9006.11428,"2017",11.7,4979.4
"Alta Floresta",5100250,"MT",9006.11428,"2018",8.5,4987.9
"Alta Floresta",5100250,"MT",9006.11428,"2019",15.1,5003
"Alta Floresta",5100250,"MT",9006.11428,"2020",18.5,5021.5
"Alta Floresta",5100250,"MT",9006.11428,"2021",14.6,5036.1
"Alta Floresta",5100250,"MT",9006.11428,"2022",16.3,5052.4
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2000",NA,1751.5
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2001",73.1,1824.6
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2002",112.5,1937.1
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2003",66.2,2003.3
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2004",76.5,2079.8
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2005",82,2161.8
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2006",21.5,2183.3
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2007",15.6,2198.9
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2008",26.3,2225.2
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2009",5,2230.2
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2010",1.8,2232
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2011",6.8,2238.8
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2012",5.3,2244.1
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2013",6.7,2250.8
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2014",10.3,2261.1
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2015",5.1,2266.2
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2016",15.6,2281.8
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2017",19.3,2301.1
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2018",13.8,2314.9
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2019",30,2344.9
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2020",25.4,2370.3
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2021",24.9,2395.2
"Alta Floresta D'Oeste",1100015,"RO",7074.54823,"2022",24.2,2419.4
"Altamira",1500602,"PA",159482.27399,"2000",NA,2055.1
"Altamira",1500602,"PA",159482.27399,"2001",574.5,2629.6
"Altamira",1500602,"PA",159482.27399,"2002",670.7,3300.3
"Altamira",1500602,"PA",159482.27399,"2003",610.3,3910.6
"Altamira",1500602,"PA",159482.27399,"2004",677.5,4588.1
"Altamira",1500602,"PA",159482.27399,"2005",538.4,5126.5
"Altamira",1500602,"PA",159482.27399,"2006",285.1,5411.6
"Altamira",1500602,"PA",159482.27399,"2007",367.5,5779.1
"Altamira",1500602,"PA",159482.27399,"2008",339.6,6118.7
"Altamira",1500602,"PA",159482.27399,"2009",388.9,6507.6
"Altamira",1500602,"PA",159482.27399,"2010",193.9,6701.5
"Altamira",1500602,"PA",159482.27399,"2011",249.9,6951.4
"Altamira",1500602,"PA",159482.27399,"2012",229,7180.4
"Altamira",1500602,"PA",159482.27399,"2013",296.5,7476.9
"Altamira",1500602,"PA",159482.27399,"2014",294.2,7771.1
"Altamira",1500602,"PA",159482.27399,"2015",308.2,8079.3
"Altamira",1500602,"PA",159482.27399,"2016",408.7,8488
"Altamira",1500602,"PA",159482.27399,"2017",224.2,8712.2
"Altamira",1500602,"PA",159482.27399,"2018",430,9142.2
"Altamira",1500602,"PA",159482.27399,"2019",575.1,9717.3
"Altamira",1500602,"PA",159482.27399,"2020",797.7,10515
"Altamira",1500602,"PA",159482.27399,"2021",765.5,11280.5
"Altamira",1500602,"PA",159482.27399,"2022",626,11906.5
"Altamira do Maranhão",2100402,"MA",536.43204,"2000",NA,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2001",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2002",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2003",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2004",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2005",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2006",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2007",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2008",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2009",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2010",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2011",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2012",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2013",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2014",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2015",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2016",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2017",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2018",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2019",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2020",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2021",0,536.4
"Altamira do Maranhão",2100402,"MA",536.43204,"2022",0,536.4
"Alto Alegre",1400050,"RR",25565.79257,"2000",NA,494.4
"Alto Alegre",1400050,"RR",25565.79257,"2001",81.2,971.8
"Alto Alegre",1400050,"RR",25565.79257,"2002",6.7,978.5
"Alto Alegre",1400050,"RR",25565.79257,"2003",60.1,1038.6
"Alto Alegre",1400050,"RR",25565.79257,"2004",24.5,1063.1
"Alto Alegre",1400050,"RR",25565.79257,"2005",2.7,1065.8
"Alto Alegre",1400050,"RR",25565.79257,"2006",14.7,1080.5
"Alto Alegre",1400050,"RR",25565.79257,"2007",7.4,1087.9
"Alto Alegre",1400050,"RR",25565.79257,"2008",36.4,1124.3
"Alto Alegre",1400050,"RR",25565.79257,"2009",4.3,1128.6
"Alto Alegre",1400050,"RR",25565.79257,"2010",6.6,1135.2
"Alto Alegre",1400050,"RR",25565.79257,"2011",11.3,1146.5
"Alto Alegre",1400050,"RR",25565.79257,"2012",7,1153.5
"Alto Alegre",1400050,"RR",25565.79257,"2013",15.5,1169
"Alto Alegre",1400050,"RR",25565.79257,"2014",6.6,1175.6
"Alto Alegre",1400050,"RR",25565.79257,"2015",6.9,1182.6
"Alto Alegre",1400050,"RR",25565.79257,"2016",24.5,1207.1
