"municipio","cod_municipio","uf","area_km2","ano","incremento","desmatamento"
"Apicum-Açu",2100832,"MA",341.99428,"2000",NA,0.1
"Apicum-Açu",2100832,"MA",341.99428,"2001",166.1,166.2
"Apicum-Açu",2100832,"MA",341.99428,"2002",1.8,168
"Apicum-Açu",2100832,"MA",341.99428,"2003",1,169
"Apicum-Açu",2100832,"MA",341.99428,"2004",0,169
"Apicum-Açu",2100832,"MA",341.99428,"2005",0,169
"Apicum-Açu",2100832,"MA",341.99428,"2006",0.1,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2007",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2008",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2009",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2010",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2011",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2012",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2013",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2014",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2015",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2016",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2017",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2018",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2019",0,169.1
"Apicum-Açu",2100832,"MA",341.99428,"2020",0.1,169.2
"Apicum-Açu",2100832,"MA",341.99428,"2021",0,169.2
"Apicum-Açu",2100832,"MA",341.99428,"2022",0,169.2
"Apuí",1300144,"AM",54232.34324,"2000",NA,950
"Apuí",1300144,"AM",54232.34324,"2001",56.9,1006.9
"Apuí",1300144,"AM",54232.34324,"2002",32.4,1039.3
"Apuí",1300144,"AM",54232.34324,"2003",51.4,1090.7
"Apuí",1300144,"AM",54232.34324,"2004",132.1,1222.8
"Apuí",1300144,"AM",54232.34324,"2005",145,1367.8
"Apuí",1300144,"AM",54232.34324,"2006",79.7,1447.5
"Apuí",1300144,"AM",54232.34324,"2007",94.5,1542
"Apuí",1300144,"AM",54232.34324,"2008",70.2,1612.2
"Apuí",1300144,"AM",54232.34324,"2009",64,1676.2
"Apuí",1300144,"AM",54232.34324,"2010",46.3,1722.5
"Apuí",1300144,"AM",54232.34324,"2011",48.5,1771
"Apuí",1300144,"AM",54232.34324,"2012",73.9,1844.9
"Apuí",1300144,"AM",54232.34324,"2013",86.1,1931
"Apuí",1300144,"AM",54232.34324,"2014",80,2011
"Apuí",1300144,"AM",54232.34324,"2015",107,2118
"Apuí",1300144,"AM",54232.34324,"2016",161.3,2279.3
"Apuí",1300144,"AM",54232.34324,"2017",169.5,2448.8
"Apuí",1300144,"AM",54232.34324,"2018",158.2,2607
"Apuí",1300144,"AM",54232.34324,"2019",287.7,2894.7
"Apuí",1300144,"AM",54232.34324,"2020",259.6,3154.3
"Apuí",1300144,"AM",54232.34324,"2021",329.9,3484.2
"Apuí",1300144,"AM",54232.34324,"2022",731.7,4215.9
"Aragominas",1701309,"TO",1167.24365,"2000",NA,793
"Aragominas",1701309,"TO",1167.24365,"2001",31.5,824.5
"Aragominas",1701309,"TO",1167.24365,"2002",45.3,869.8
"Aragominas",1701309,"TO",1167.24365,"2003",3.8,873.6
"Aragominas",1701309,"TO",1167.24365,"2004",17.3,890.9
"Aragominas",1701309,"TO",1167.24365,"2005",78.3,969.2
"Aragominas",1701309,"TO",1167.24365,"2006",0.6,969.8
"Aragominas",1701309,"TO",1167.24365,"2007",6.2,976
"Aragominas",1701309,"TO",1167.24365,"2008",10.8,986.8
"Aragominas",1701309,"TO",1167.24365,"2009",3.5,990.3
"Aragominas",1701309,"TO",1167.24365,"2010",5.6,995.9
"Aragominas",1701309,"TO",1167.24365,"2011",2.6,998.5
"Aragominas",1701309,"TO",1167.24365,"2012",1.8,1000.3
"Aragominas",1701309,"TO",1167.24365,"2013",3.2,1003.5
"Aragominas",1701309,"TO",1167.24365,"2014",1.3,1004.8
"Aragominas",1701309,"TO",1167.24365,"2015",1.8,1006.6
"Aragominas",1701309,"TO",1167.24365,"2016",1.3,1007.9
"Aragominas",1701309,"TO",1167.24365,"2017",1.9,1009.8
"Aragominas",1701309,"TO",1167.24365,"2018",1,1010.8
"Aragominas",1701309,"TO",1167.24365,"2019",0.3,1011.1
"Aragominas",1701309,"TO",1167.24365,"2020",1.6,1012.7
"Aragominas",1701309,"TO",1167.24365,"2021",0.9,1013.6
"Aragominas",1701309,"TO",1167.24365,"2022",1.7,1015.3
"Araguacema",1701903,"TO",2773.61558,"2000",NA,438
"Araguacema",1701903,"TO",2773.61558,"2001",21.9,459.9
"Araguacema",1701903,"TO",2773.61558,"2002",21.9,481.8
"Araguacema",1701903,"TO",2773.61558,"2003",62.5,544.3
"Araguacema",1701903,"TO",2773.61558,"2004",62.5,606.8
"Araguacema",1701903,"TO",2773.61558,"2005",70.3,677.1
"Araguacema",1701903,"TO",2773.61558,"2006",70.3,747.4
"Araguacema",1701903,"TO",2773.61558,"2007",19.8,767.2
"Araguacema",1701903,"TO",2773.61558,"2008",19.8,787
"Araguacema",1701903,"TO",2773.61558,"2009",46.3,833.3
"Araguacema",1701903,"TO",2773.61558,"2010",46.3,879.6
"Araguacema",1701903,"TO",2773.61558,"2011",6,885.6
"Araguacema",1701903,"TO",2773.61558,"2012",6,891.6
"Araguacema",1701903,"TO",2773.61558,"2013",26.5,918.1
"Araguacema",1701903,"TO",2773.61558,"2014",18.9,937
"Araguacema",1701903,"TO",2773.61558,"2015",54.9,991.9
"Araguacema",1701903,"TO",2773.61558,"2016",60.4,1052.3
"Araguacema",1701903,"TO",2773.61558,"2017",23.9,1076.2
"Araguacema",1701903,"TO",2773.61558,"2018",17.3,1093.5
"Araguacema",1701903,"TO",2773.61558,"2019",23.8,1117.3
"Araguacema",1701903,"TO",2773.61558,"2020",20.9,1138.2
"Araguacema",1701903,"TO",2773.61558,"2021",42.9,1181.1
"Araguacema",1701903,"TO",2773.61558,"2022",33.4,1214.5
"Araguaiana",5101001,"MT",6409.19522,"2000",NA,2084.6
"Araguaiana",5101001,"MT",6409.19522,"2001",157.9,2242.5
"Araguaiana",5101001,"MT",6409.19522,"2002",157.9,2400.4
"Araguaiana",5101001,"MT",6409.19522,"2003",101,2501.4
"Araguaiana",5101001,"MT",6409.19522,"2004",101,2602.4
"Araguaiana",5101001,"MT",6409.19522,"2005",82.7,2685.1
"Araguaiana",5101001,"MT",6409.19522,"2006",82.7,2767.8
"Araguaiana",5101001,"MT",6409.19522,"2007",41.4,2809.2
"Araguaiana",5101001,"MT",6409.19522,"2008",41.4,2850.6
"Araguaiana",5101001,"MT",6409.19522,"2009",31.3,2881.9
"Araguaiana",5101001,"MT",6409.19522,"2010",31.3,2913.2
"Araguaiana",5101001,"MT",6409.19522,"2011",29.6,2942.8
"Araguaiana",5101001,"MT",6409.19522,"2012",29.6,2972.4
"Araguaiana",5101001,"MT",6409.19522,"2013",59.7,3032.1
"Araguaiana",5101001,"MT",6409.19522,"2014",9.9,3042
"Araguaiana",5101001,"MT",6409.19522,"2015",17.2,3059.2
"Araguaiana",5101001,"MT",6409.19522,"2016",55.9,3115.1
"Araguaiana",5101001,"MT",6409.19522,"2017",15,3130.1
"Araguaiana",5101001,"MT",6409.19522,"2018",16.6,3146.7
"Araguaiana",5101001,"MT",6409.19522,"2019",18.3,3165
"Araguaiana",5101001,"MT",6409.19522,"2020",12.9,3177.9
"Araguaiana",5101001,"MT",6409.19522,"2021",22.7,3200.6
"Araguaiana",5101001,"MT",6409.19522,"2022",13.5,3214.1
"Araguainha",5101209,"MT",687.88847,"2000",NA,179.7
"Araguainha",5101209,"MT",687.88847,"2001",4.6,184.3
"Araguainha",5101209,"MT",687.88847,"2002",4.6,188.9
"Araguainha",5101209,"MT",687.88847,"2003",8.8,197.7
"Araguainha",5101209,"MT",687.88847,"2004",8.8,206.5
"Araguainha",5101209,"MT",687.88847,"2005",4.5,211
"Araguainha",5101209,"MT",687.88847,"2006",4.5,215.5
"Araguainha",5101209,"MT",687.88847,"2007",4.2,219.7
"Araguainha",5101209,"MT",687.88847,"2008",4.2,223.9
"Araguainha",5101209,"MT",687.88847,"2009",1.8,225.7
"Araguainha",5101209,"MT",687.88847,"2010",1.8,227.5
"Araguainha",5101209,"MT",687.88847,"2011",1,228.5
"Araguainha",5101209,"MT",687.88847,"2012",1,229.5
"Araguainha",5101209,"MT",687.88847,"2013",2.1,231.6
"Araguainha",5101209,"MT",687.88847,"2014",1.2,232.8
"Araguainha",5101209,"MT",687.88847,"2015",1.8,234.6
"Araguainha",5101209,"MT",687.88847,"2016",7,241.6
"Araguainha",5101209,"MT",687.88847,"2017",2.7,244.3
"Araguainha",5101209,"MT",687.88847,"2018",1.6,245.9
"Araguainha",5101209,"MT",687.88847,"2019",1.6,247.5
"Araguainha",5101209,"MT",687.88847,"2020",1.8,249.3
"Araguainha",5101209,"MT",687.88847,"2021",2.6,251.9
"Araguainha",5101209,"MT",687.88847,"2022",1.3,253.2
"Araguanã",1702158,"TO",842.29325,"2000",NA,716
"Araguanã",2100873,"MA",825.47581,"2000",NA,717.5
"Araguanã",1702158,"TO",842.29325,"2001",5.7,723.2
"Araguanã",2100873,"MA",825.47581,"2001",761.6,1484.8
"Araguanã",1702158,"TO",842.29325,"2002",2.5,1487.3
"Araguanã",2100873,"MA",825.47581,"2002",0,1487.3
"Araguanã",1702158,"TO",842.29325,"2003",0,1487.3
"Araguanã",2100873,"MA",825.47581,"2003",0.2,1487.5
"Araguanã",1702158,"TO",842.29325,"2004",12.3,1499.8
"Araguanã",2100873,"MA",825.47581,"2004",0.1,1499.9
"Araguanã",1702158,"TO",842.29325,"2005",5.7,1505.6
"Araguanã",2100873,"MA",825.47581,"2005",0,1505.6
"Araguanã",1702158,"TO",842.29325,"2006",0.5,1506.1
"Araguanã",2100873,"MA",825.47581,"2006",0,1506.1
"Araguanã",1702158,"TO",842.29325,"2007",1.8,1507.9
"Araguanã",2100873,"MA",825.47581,"2007",0,1507.9
"Araguanã",1702158,"TO",842.29325,"2008",0.6,1508.5
"Araguanã",2100873,"MA",825.47581,"2008",7.2,1515.7
"Araguanã",1702158,"TO",842.29325,"2009",0.2,1515.9
"Araguanã",2100873,"MA",825.47581,"2009",0.7,1516.6
"Araguanã",1702158,"TO",842.29325,"2010",0.3,1516.9
"Araguanã",2100873,"MA",825.47581,"2010",0,1516.9
"Araguanã",1702158,"TO",842.29325,"2011",0.2,1517.1
"Araguanã",2100873,"MA",825.47581,"2011",0,1517.1
"Araguanã",1702158,"TO",842.29325,"2012",0.5,1517.6
"Araguanã",2100873,"MA",825.47581,"2012",0,1517.6
"Araguanã",1702158,"TO",842.29325,"2013",0,1517.6
"Araguanã",2100873,"MA",825.47581,"2013",2.1,1519.7
"Araguanã",1702158,"TO",842.29325,"2014",0.2,1519.9
"Araguanã",2100873,"MA",825.47581,"2014",0,1519.9
"Araguanã",1702158,"TO",842.29325,"2015",0,1519.9
"Araguanã",2100873,"MA",825.47581,"2015",0,1519.9
"Araguanã",1702158,"TO",842.29325,"2016",0,1519.9
"Araguanã",2100873,"MA",825.47581,"2016",0,1519.9
"Araguanã",1702158,"TO",842.29325,"2017",0,1519.9
"Araguanã",2100873,"MA",825.47581,"2017",0.1,1520
"Araguanã",1702158,"TO",842.29325,"2018",0.2,1520.2
"Araguanã",2100873,"MA",825.47581,"2018",0,1520.2
"Araguanã",1702158,"TO",842.29325,"2019",0.1,1520.3
"Araguanã",2100873,"MA",825.47581,"2019",0,1520.3
"Araguanã",1702158,"TO",842.29325,"2020",0.2,1520.5
"Araguanã",2100873,"MA",825.47581,"2020",0.2,1520.7
"Araguanã",1702158,"TO",842.29325,"2021",0,1520.7
"Araguanã",2100873,"MA",825.47581,"2021",0,1520.7
"Araguanã",1702158,"TO",842.29325,"2022",0.4,1521.1
"Araguanã",2100873,"MA",825.47581,"2022",0,1521.1
"Araguatins",1702208,"TO",1272.99919,"2000",NA,939.1
"Araguatins",1702208,"TO",1392.40751,"2000",NA,1742.9
"Araguatins",1702208,"TO",1272.99919,"2001",19.9,1762.8
"Araguatins",1702208,"TO",1392.40751,"2001",9.2,1772
"Araguatins",1702208,"TO",1272.99919,"2002",5,1777
"Araguatins",1702208,"TO",1392.40751,"2002",9.2,1786.2
"Araguatins",1702208,"TO",1272.99919,"2003",14.5,1800.7
"Araguatins",1702208,"TO",1392.40751,"2003",20.5,1821.2
"Araguatins",1702208,"TO",1272.99919,"2004",14.3,1835.5
"Araguatins",1702208,"TO",1392.40751,"2004",20.5,1856
"Araguatins",1702208,"TO",1272.99919,"2005",7.9,1863.9
"Araguatins",1702208,"TO",1392.40751,"2005",15.5,1879.4
"Araguatins",1702208,"TO",1272.99919,"2006",0.3,1879.7
"Araguatins",1702208,"TO",1392.40751,"2006",15.5,1895.2
"Araguatins",1702208,"TO",1272.99919,"2007",4.5,1899.7
"Araguatins",1702208,"TO",1392.40751,"2007",9.2,1908.9
"Araguatins",1702208,"TO",1272.99919,"2008",11.9,1920.8
"Araguatins",1702208,"TO",1392.40751,"2008",9.2,1930
"Araguatins",1702208,"TO",1272.99919,"2009",4.5,1934.5
"Araguatins",1702208,"TO",1392.40751,"2009",13.8,1948.3
"Araguatins",1702208,"TO",1272.99919,"2010",7.7,1956
"Araguatins",1702208,"TO",1392.40751,"2010",13.8,1969.8
"Araguatins",1702208,"TO",1272.99919,"2011",1,1970.8
"Araguatins",1702208,"TO",1392.40751,"2011",3.1,1973.9
"Araguatins",1702208,"TO",1272.99919,"2012",1.1,1975
"Araguatins",1702208,"TO",1392.40751,"2012",3.1,1978.1
"Araguatins",1702208,"TO",1272.99919,"2013",0.8,1978.9
"Araguatins",1702208,"TO",1392.40751,"2013",10.1,1989
"Araguatins",1702208,"TO",1272.99919,"2014",1.6,1990.6
"Araguatins",1702208,"TO",1392.40751,"2014",6.3,1996.9
"Araguatins",1702208,"TO",1272.99919,"2015",0.6,1997.5
"Araguatins",1702208,"TO",1392.40751,"2015",5.5,2003
"Araguatins",1702208,"TO",1272.99919,"2016",1,2004
"Araguatins",1702208,"TO",1392.40751,"2016",11.8,2015.8
"Araguatins",1702208,"TO",1272.99919,"2017",2.2,2018
"Araguatins",1702208,"TO",1392.40751,"2017",7.8,2025.8
"Araguatins",1702208,"TO",1272.99919,"2018",0.9,2026.7
"Araguatins",1702208,"TO",1392.40751,"2018",9.1,2035.8
"Araguatins",1702208,"TO",1272.99919,"2019",1.6,2037.4
"Araguatins",1702208,"TO",1392.40751,"2019",3.8,2041.2
"Araguatins",1702208,"TO",1272.99919,"2020",1.5,2042.7
"Araguatins",1702208,"TO",1392.40751,"2020",6,2048.7
"Araguatins",1702208,"TO",1272.99919,"2021",1.6,2050.3
"Araguatins",1702208,"TO",1392.40751,"2021",9.4,2059.7
"Araguatins",1702208,"TO",1272.99919,"2022",2.5,2062.2
"Araguatins",1702208,"TO",1392.40751,"2022",7.4,2069.6
"Araguaçu",1702000,"TO",5150.70314,"2000",NA,2148.7
"Araguaçu",1702000,"TO",5150.70314,"2001",137.9,2286.6
"Araguaçu",1702000,"TO",5150.70314,"2002",137.9,2424.5
"Araguaçu",1702000,"TO",5150.70314,"2003",122.4,2546.9
"Araguaçu",1702000,"TO",5150.70314,"2004",122.4,2669.3
"Araguaçu",1702000,"TO",5150.70314,"2005",53,2722.3
"Araguaçu",1702000,"TO",5150.70314,"2006",53,2775.3
"Araguaçu",1702000,"TO",5150.70314,"2007",51.8,2827.1
"Araguaçu",1702000,"TO",5150.70314,"2008",51.8,2878.9
"Araguaçu",1702000,"TO",5150.70314,"2009",53.7,2932.6
"Araguaçu",1702000,"TO",5150.70314,"2010",53.7,2986.3
"Araguaçu",1702000,"TO",5150.70314,"2011",26.8,3013.1
"Araguaçu",1702000,"TO",5150.70314,"2012",26.8,3039.9
"Araguaçu",1702000,"TO",5150.70314,"2013",65.7,3105.6
"Araguaçu",1702000,"TO",5150.70314,"2014",66.3,3171.9
"Araguaçu",1702000,"TO",5150.70314,"2015",75,3246.9
"Araguaçu",1702000,"TO",5150.70314,"2016",18.5,3265.4
"Araguaçu",1702000,"TO",5150.70314,"2017",29.9,3295.3
"Araguaçu",1702000,"TO",5150.70314,"2018",30.1,3325.4
"Araguaçu",1702000,"TO",5150.70314,"2019",21.1,3346.5
"Araguaçu",1702000,"TO",5150.70314,"2020",10.8,3357.3
"Araguaçu",1702000,"TO",5150.70314,"2021",17,3374.3
"Araguaçu",1702000,"TO",5150.70314,"2022",19.5,3393.8
"Araguaína",1702109,"TO",2856.75121,"2000",NA,2315.3
"Araguaína",1702109,"TO",1144.80991,"2000",NA,2701.7
"Araguaína",1702109,"TO",2856.75121,"2001",12.2,2713.9
"Araguaína",1702109,"TO",1144.80991,"2001",11.2,2725.1
"Araguaína",1702109,"TO",2856.75121,"2002",8.6,2733.7
"Araguaína",1702109,"TO",1144.80991,"2002",11.2,2744.9
"Araguaína",1702109,"TO",2856.75121,"2003",2.3,2747.2
"Araguaína",1702109,"TO",1144.80991,"2003",13.1,2760.3
"Araguaína",1702109,"TO",2856.75121,"2004",8.1,2768.4
"Araguaína",1702109,"TO",1144.80991,"2004",13.1,2781.5
"Araguaína",1702109,"TO",2856.75121,"2005",26.3,2807.8
"Araguaína",1702109,"TO",1144.80991,"2005",16.6,2824.4
"Araguaína",1702109,"TO",2856.75121,"2006",1.5,2825.9
"Araguaína",1702109,"TO",1144.80991,"2006",16.6,2842.5
"Araguaína",1702109,"TO",2856.75121,"2007",2.7,2845.2
"Araguaína",1702109,"TO",1144.80991,"2007",7.1,2852.3
"Araguaína",1702109,"TO",2856.75121,"2008",2.2,2854.5
"Araguaína",1702109,"TO",1144.80991,"2008",7.1,2861.6
"Araguaína",1702109,"TO",2856.75121,"2009",1.5,2863.1
"Araguaína",1702109,"TO",1144.80991,"2009",6,2869.1
"Araguaína",1702109,"TO",2856.75121,"2010",1.2,2870.3
"Araguaína",1702109,"TO",1144.80991,"2010",6,2876.3
"Araguaína",1702109,"TO",2856.75121,"2011",0.7,2877
"Araguaína",1702109,"TO",1144.80991,"2011",6.8,2883.8
"Araguaína",1702109,"TO",2856.75121,"2012",1,2884.8
"Araguaína",1702109,"TO",1144.80991,"2012",6.8,2891.6
"Araguaína",1702109,"TO",2856.75121,"2013",9.8,2901.4
"Araguaína",1702109,"TO",1144.80991,"2013",17.6,2919
"Araguaína",1702109,"TO",2856.75121,"2014",0.1,2919.1
"Araguaína",1702109,"TO",1144.80991,"2014",64.8,2983.9
"Araguaína",1702109,"TO",2856.75121,"2015",0.8,2984.7
"Araguaína",1702109,"TO",1144.80991,"2015",10.4,2995.1
"Araguaína",1702109,"TO",2856.75121,"2016",1,2996.1
"Araguaína",1702109,"TO",1144.80991,"2016",6.4,3002.5
"Araguaína",1702109,"TO",2856.75121,"2017",0.9,3003.4
"Araguaína",1702109,"TO",1144.80991,"2017",4.1,3007.5
"Araguaína",1702109,"TO",2856.75121,"2018",0.2,3007.7
"Araguaína",1702109,"TO",1144.80991,"2018",7.2,3014.9
"Araguaína",1702109,"TO",2856.75121,"2019",0.8,3015.7
"Araguaína",1702109,"TO",1144.80991,"2019",7.4,3023.1
"Araguaína",1702109,"TO",2856.75121,"2020",0.2,3023.3
"Araguaína",1702109,"TO",1144.80991,"2020",4.6,3027.9
"Araguaína",1702109,"TO",2856.75121,"2021",1,3028.9
"Araguaína",1702109,"TO",1144.80991,"2021",5.9,3034.8
"Araguaína",1702109,"TO",2856.75121,"2022",1.7,3036.5
"Araguaína",1702109,"TO",1144.80991,"2022",8.2,3044.7
"Arame",2100956,"MA",2839.56229,"2000",NA,1550.3
"Arame",2100956,"MA",140.48427,"2000",NA,1581
"Arame",2100956,"MA",2839.56229,"2001",11.9,1592.9
"Arame",2100956,"MA",140.48427,"2001",1.3,1594.2
"Arame",2100956,"MA",2839.56229,"2002",56.2,1650.4
"Arame",2100956,"MA",140.48427,"2002",1.3,1651.7
"Arame",2100956,"MA",2839.56229,"2003",6.9,1658.6
"Arame",2100956,"MA",140.48427,"2003",0.3,1658.9
"Arame",2100956,"MA",2839.56229,"2004",5.8,1664.7
"Arame",2100956,"MA",140.48427,"2004",0.3,1665
"Arame",2100956,"MA",2839.56229,"2005",2.7,1667.7
"Arame",2100956,"MA",140.48427,"2005",0.1,1667.8
"Arame",2100956,"MA",2839.56229,"2006",5.4,1673.2
"Arame",2100956,"MA",140.48427,"2006",0.1,1673.3
"Arame",2100956,"MA",2839.56229,"2007",43.6,1716.9
"Arame",2100956,"MA",140.48427,"2007",0.6,1717.5
"Arame",2100956,"MA",2839.56229,"2008",36,1753.5
"Arame",2100956,"MA",140.48427,"2008",0.6,1754.1
"Arame",2100956,"MA",2839.56229,"2009",27.6,1781.7
"Arame",2100956,"MA",140.48427,"2009",0.5,1782.2
"Arame",2100956,"MA",2839.56229,"2010",24.1,1806.3
"Arame",2100956,"MA",140.48427,"2010",0.5,1806.8
"Arame",2100956,"MA",2839.56229,"2011",11.8,1818.6
"Arame",2100956,"MA",140.48427,"2011",0.1,1818.7
"Arame",2100956,"MA",2839.56229,"2012",29.7,1848.4
"Arame",2100956,"MA",140.48427,"2012",0.1,1848.5
"Arame",2100956,"MA",2839.56229,"2013",6.5,1855
"Arame",2100956,"MA",140.48427,"2013",0.4,1855.4
"Arame",2100956,"MA",2839.56229,"2014",29,1884.4
"Arame",2100956,"MA",140.48427,"2014",0.3,1884.7
"Arame",2100956,"MA",2839.56229,"2015",6.9,1891.6
"Arame",2100956,"MA",140.48427,"2015",0,1891.6
"Arame",2100956,"MA",2839.56229,"2016",12,1903.6
"Arame",2100956,"MA",140.48427,"2016",0,1903.6
"Arame",2100956,"MA",2839.56229,"2017",25.3,1928.9
"Arame",2100956,"MA",140.48427,"2017",0,1928.9
"Arame",2100956,"MA",2839.56229,"2018",6.7,1935.6
"Arame",2100956,"MA",140.48427,"2018",0.1,1935.7
"Arame",2100956,"MA",2839.56229,"2019",28.6,1964.3
"Arame",2100956,"MA",140.48427,"2019",0,1964.3
"Arame",2100956,"MA",2839.56229,"2020",22.1,1986.4
"Arame",2100956,"MA",140.48427,"2020",0.4,1986.8
"Arame",2100956,"MA",2839.56229,"2021",15.9,2002.7
"Arame",2100956,"MA",140.48427,"2021",0.2,2002.9
"Arame",2100956,"MA",2839.56229,"2022",18.7,2021.6
"Arame",2100956,"MA",140.48427,"2022",0.1,2021.7
"Arapoema",1702307,"TO",1558.62233,"2000",NA,1459
"Arapoema",1702307,"TO",1558.62233,"2001",0.8,1459.8
"Arapoema",1702307,"TO",1558.62233,"2002",0,1459.8
"Arapoema",1702307,"TO",1558.62233,"2003",0,1459.8
"Arapoema",1702307,"TO",1558.62233,"2004",0.4,1460.2
"Arapoema",1702307,"TO",1558.62233,"2005",1.1,1461.3
"Arapoema",1702307,"TO",1558.62233,"2006",0,1461.3
"Arapoema",1702307,"TO",1558.62233,"2007",0.2,1461.5
"Arapoema",1702307,"TO",1558.62233,"2008",0,1461.5
"Arapoema",1702307,"TO",1558.62233,"2009",0.1,1461.6
"Arapoema",1702307,"TO",1558.62233,"2010",0.3,1461.9
"Arapoema",1702307,"TO",1558.62233,"2011",0.2,1462.1
"Arapoema",1702307,"TO",1558.62233,"2012",0.5,1462.6
"Arapoema",1702307,"TO",1558.62233,"2013",0,1462.6
"Arapoema",1702307,"TO",1558.62233,"2014",1.3,1463.9
"Arapoema",1702307,"TO",1558.62233,"2015",0,1463.9
"Arapoema",1702307,"TO",1558.62233,"2016",2.1,1466
"Arapoema",1702307,"TO",1558.62233,"2017",0.4,1466.4
"Arapoema",1702307,"TO",1558.62233,"2018",0.2,1466.6
"Arapoema",1702307,"TO",1558.62233,"2019",0.3,1466.9
"Arapoema",1702307,"TO",1558.62233,"2020",0.1,1467
"Arapoema",1702307,"TO",1558.62233,"2021",0.1,1467.1
"Arapoema",1702307,"TO",1558.62233,"2022",0.3,1467.4
"Araputanga",5101258,"MT",1262.69227,"2000",NA,1166.8
"Araputanga",5101258,"MT",331.85917,"2000",NA,1206.1
"Araputanga",5101258,"MT",1262.69227,"2001",0.7,1206.8
"Araputanga",5101258,"MT",331.85917,"2001",0.1,1206.9
"Araputanga",5101258,"MT",1262.69227,"2002",1.4,1208.3
"Araputanga",5101258,"MT",331.85917,"2002",0.1,1208.4
"Araputanga",5101258,"MT",1262.69227,"2003",1.5,1209.9
"Araputanga",5101258,"MT",331.85917,"2003",3.2,1213.1
"Araputanga",5101258,"MT",1262.69227,"2004",0.2,1213.3
"Araputanga",5101258,"MT",331.85917,"2004",3.2,1216.5
"Araputanga",5101258,"MT",1262.69227,"2005",0.1,1216.6
"Araputanga",5101258,"MT",331.85917,"2005",0.1,1216.7
"Araputanga",5101258,"MT",1262.69227,"2006",0.4,1217.1
"Araputanga",5101258,"MT",331.85917,"2006",0.1,1217.2
"Araputanga",5101258,"MT",1262.69227,"2007",0,1217.2
"Araputanga",5101258,"MT",331.85917,"2007",0.6,1217.8
"Araputanga",5101258,"MT",1262.69227,"2008",0.2,1218
"Araputanga",5101258,"MT",331.85917,"2008",0.6,1218.6
"Araputanga",5101258,"MT",1262.69227,"2009",0,1218.6
"Araputanga",5101258,"MT",331.85917,"2009",0.8,1219.4
"Araputanga",5101258,"MT",1262.69227,"2010",0.1,1219.5
"Araputanga",5101258,"MT",331.85917,"2010",0.8,1220.3
"Araputanga",5101258,"MT",1262.69227,"2011",0,1220.3
"Araputanga",5101258,"MT",331.85917,"2011",0.1,1220.4
"Araputanga",5101258,"MT",1262.69227,"2012",0,1220.4
"Araputanga",5101258,"MT",331.85917,"2012",0.1,1220.5
"Araputanga",5101258,"MT",1262.69227,"2013",0,1220.5
"Araputanga",5101258,"MT",331.85917,"2013",0.7,1221.2
"Araputanga",5101258,"MT",1262.69227,"2014",0,1221.2
"Araputanga",5101258,"MT",331.85917,"2014",0.8,1222
"Araputanga",5101258,"MT",1262.69227,"2015",0,1222
"Araputanga",5101258,"MT",331.85917,"2015",0,1222
"Araputanga",5101258,"MT",1262.69227,"2016",0,1222
"Araputanga",5101258,"MT",331.85917,"2016",0,1222
"Araputanga",5101258,"MT",1262.69227,"2017",0,1222
"Araputanga",5101258,"MT",331.85917,"2017",0,1222
"Araputanga",5101258,"MT",1262.69227,"2018",0.1,1222.1
"Araputanga",5101258,"MT",331.85917,"2018",0,1222.1
"Araputanga",5101258,"MT",1262.69227,"2019",0,1222.1
"Araputanga",5101258,"MT",331.85917,"2019",0.1,1222.2
"Araputanga",5101258,"MT",1262.69227,"2020",0,1222.2
"Araputanga",5101258,"MT",331.85917,"2020",5.9,1228.1
"Araputanga",5101258,"MT",1262.69227,"2021",0.1,1228.2
"Araputanga",5101258,"MT",331.85917,"2021",1.8,1230
"Araputanga",5101258,"MT",1262.69227,"2022",0,1230
"Araputanga",5101258,"MT",331.85917,"2022",0.8,1230.8
"Arari",2101004,"MA",1011.94665,"2000",NA,46.3
"Arari",2101004,"MA",80.33249,"2000",NA,57.9
"Arari",2101004,"MA",1011.94665,"2001",283.1,341
"Arari",2101004,"MA",80.33249,"2001",9.4,350.4
"Arari",2101004,"MA",1011.94665,"2002",5.4,355.8
"Arari",2101004,"MA",80.33249,"2002",9.4,365.2
"Arari",2101004,"MA",1011.94665,"2003",3.3,368.5
"Arari",2101004,"MA",80.33249,"2003",0.9,369.4
"Arari",2101004,"MA",1011.94665,"2004",2.5,371.9
"Arari",2101004,"MA",80.33249,"2004",0.9,372.8
"Arari",2101004,"MA",1011.94665,"2005",0.6,373.4
"Arari",2101004,"MA",80.33249,"2005",2.9,376.3
"Arari",2101004,"MA",1011.94665,"2006",3.9,380.2
