"codigo_ibge","municipio","areas_protegidas_percent_area_total_do_municipio","desmatamento_acumulado_percent_area_total_do_municipio","desmatamento_recente_percent_area_total_do_municipio","estado","ips_amazonia","ranking_ips","necessidades_humanas_basicas","fundamentos_para_o_bem_estar","oportunidades","nutricao_e_cuidados_medicos_basicos","agua_e_saneamento","moradia","moradias_com_iluminacao_adequada_percent_de_domicilios","moradias_com_parede_adequada_percent_de_domicilios","moradias_com_piso_adequado_percent_de_domicilios","seguranca_pessoal","acesso_ao_conhecimento_basico","acesso_a_informacao_e_comunicacao","saude_e_bem_estar","qualidade_do_meio_ambiente","direitos_individuais","liberdade_individual_e_de_escolha","tolerancia_e_inclusao","acesso_a_educacao_superior","mortalidade_infantil_ate_5_anos_obitos_1_000_nasc_vivos","mortalidade_materna_obitos_maternos_100_000_nascidos_vivos","mortalidade_por_desnutricao_obitos_100_000_habitantes","mortalidade_por_doencas_infecciosas_obitos_100_000_habitantes","subnutricao_percent_da_populacao","abastecimento_de_agua_adequado_percent_da_populacao","esgoto_adequado_percent_da_populacao","indice_atendimento_de_agua_percent_da_populacao","coleta_de_lixo_adequada_percent_de_domicilios","assassinatos_de_jovens_obitos_100_000_habitantes_de_15_a_29_anos","assassinatos_de_jovens_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","homicidios_obitos_100_000_habitantes","homicidios_categorico_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","mortes_por_acidente_no_transito_obitos_100_000_habitantes","abandono_escolar_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_medio_percent_de_alunos","qualidade_da_educacao_ideb_ensino_fundamental","reprovacao_escolar_ensino_fundamental_percent_de_alunos","densidade_internet_banda_larga_no_de_acessos_100_domicilios","densidade_telefonia_fixa_no_de_acessos_100_domicilios","densidade_telefonia_movel_no_de_acessos_100_habitantes","densidade_tv_por_assinatura_no_de_acessos_100_domicilios","mortalidade_por_diabetes_mellitus_obitos_100_000_habitantes","mortalidade_por_cancer_obitos_100_000_habitantes","mortalidade_por_doencas_circulatorias_obitos_100_000_habitantes","mortalidade_por_doencas_respiratorias_obitos_100_000_habitantes","mortalidade_por_suicidios_obitos_100_000_habitantes","emissoes_co2_ton_co2e_habitante","focos_de_calor_na_de_focos_1_000_habitantes","diversidade_partidaria_percent_vereadores_eleitos_partidos_diferentes","transporte_publico_no_de_onibus_e_micro_onibus_1_000_habitantes","acesso_a_programas_de_direitos_humanos_categorico_0_15_0_nenhum_programa_15_todos_os_programas_de_direitos_humanos_implantados","existencia_de_acoes_para_direitos_de_minorias_categorico_0_15_0_nenhum_programa_11_todos_os_programas_de_direitos_humanos_implantados","acesso_a_cultura_esporte_e_lazer_categorica_1_10","gravidez_na_infancia_e_adolescencia_percent_de_filhos_de_maes_com_ate_19_anos","trabalho_infantil_no_de_familias_com_ao_menos_1_membro_em_trabalho_infantil_1_000_familias","vulnerabilidade_familiar_percent_de_filhos_de_maes_solteiras","violencia_contra_indigenas_no_de_casos_1_000_indigenas","violencia_contra_indigenas_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_0_1_2_7_3_2_7_8_8_4_8_8_20_8_5_20_8","violencia_contra_mulheres_no_de_casos_100_000_mulheres","violencia_infantil_no_de_casos_100_000_pessoas_de_0_14_anos","violencia_infantil_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_1_1_40_1_3_40_1_133_1_4_133_1_496_0_5_496_0","empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","mulheres_com_empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","ano"
1200393,"Porto Walter",52.103248889,3.75879809351901,11.9022668180497,"AC",55.233856899218,279,69.7725874111731,59.2421395274061,36.6868437590748,86.226919900087,46.3214492867305,69.928471257348,56.9430051813471,92.5906735751295,82.9667758540009,76.6135092005268,61.5676797060944,4.42231061275436,93.4789055767962,77.4996622139797,24.1122842570271,25.1972333672518,84.3733490950561,13.0645083169644,20.9059233449477,86.9565217391304,16.6917042230012,8.34585211150058,4.32862190812721,50.9844559585492,62.6692456479691,34.44,41.5544041450777,12.7469687117552,4,5.04482548623847,2,8.16926721673066,2.6,29.8,48.9,4.15,1.5,0.979568429756468,0.396095062815075,32.015683764103,0.182710517190792,8.16926721673066,33.3834084460023,8.16926721673066,8.16926721673066,1.80848177954607,33.3265116744994,17.8442826278307,55.5555555555556,0.408463360836533,2,6,3,32.0557491289199,79.5507721104352,13.9372822299652,0,1,84.047739116,36.87995574,2,20.324877970713,13.2831879651116,2023
1200401,"Rio Branco (Acre)",19.623899093,34.763068179379,8.8436127570077,"AC",63.7016354490778,15,69.0577209570639,68.1088541080374,53.9383312821322,89.0186504964135,65.6065637033652,83.2906713006101,81.8764580586266,82.0590323562228,78.7817099906044,38.3149983278669,78.8230047717173,45.7656478016166,83.5794201329517,64.2673437258639,41.5840378917118,72.6662309329432,45.7350523734174,55.7680039304563,17.7545691906005,17.4064403829417,14.2712702398057,1.69320155387525,4.63196157341296,62.8258444061264,87.734693877551,60.73,92.5103965919465,103.14159142403,6,50.3122747437219,6,15.964471793681,1.4,13.6,23.2,5.25,3.3,19.5253568942334,16.7636781642078,116.05809484756,2.57665557282677,23.7048217542536,75.2265261793149,73.7752105617075,63.1322293659202,8.94977964191206,10.9317133640823,2.70114339662226,52.9411764705882,2.91472553202812,7,9,7,16.6579634464752,1.17444409646101,33.124456048738,110.375275938,5,246.515067652,93.79671516,3,90.9925331146353,54.0657810667252,2023
1200427,"Rodrigues Alves",32.171976733,18.1171206099716,9.15592149707857,"AC",54.6674102388088,326,65.5018813037483,59.2380592059196,39.2622902067584,88.243064921296,32.7655803367335,82.0753399157192,83.9607201309329,98.417894162575,96.4546684709066,58.9235400412446,69.9222054784853,7.38247874760325,89.8231050173826,69.8244475802074,19.5348171524534,43.0967464272714,82.1301392090793,12.2874580382293,17.2910662824208,0,5.16769159216578,5.16769159216578,6.64103460328556,45.1172940534643,3.69928400954654,28.45,39.9072558647026,34.299434059338,5,10.3353831843316,4,3.19389545619297,2.6,18.7,39.1,4.45,0.5,1.91396435136,1.0665924689297,46.633277685031,0.368037638488391,15.5030747764973,31.0061495529947,87.8507570668183,36.1738411451605,5.28262017960909,39.0072096611115,13.355592654424,54.5454545454545,0.516769159216578,2,3,2,28.8184438040346,2.95683027794205,26.5129682997118,0,1,10.406910188,99.10802775,3,19.2745484899074,12.3943946982344,2023
1200435,"Santa Rosa do Purus",66.493801265,1.86180396976539,11.1508549751123,"AC",46.1489675662975,764,51.8307433091559,57.5844825682522,29.0316768214845,49.3042043586129,36.3013293252452,41.8065072526281,32.8481012658228,50.126582278481,45.5836936380482,79.9109323001371,54.4838627178563,4.74038650625493,88.5401764858341,82.5735045630636,15.217726859703,30.7467651753761,69.8340831535907,0.328132097268208,60.4026845637584,234.343434343434,119.100789042728,29.7751972606819,6.66666666666667,36.0126582278481,29.0718038528897,39.37,38.4177215189873,0,1,14.8875986303409,4,0,1.1,31.8,65.2,3.1,0.3,0.610522752550896,0.29014942695488,38.06760481648,0.542821219594759,9.79687176642264,14.8875986303409,15.2905198776758,45.8715596330275,14.8875986303409,52.4629208727642,19.0047874655448,55.5555555555556,0.446627958910228,2,0,1,31.5436241610738,28.1859070464768,22.8187919463087,3.883495146,3,58.927519151,71.58196135,3,0.580298853909764,0.290149426954882,2023
1200450,"Senador Guiomard",0,74.7964248270601,2.70196417251009,"AC",54.1746962312334,371,60.8489007634986,58.6247460656021,43.0504418645994,80.8466234223312,40.7946241590032,69.5444586811968,87.1651339464214,64.6141543382647,53.7651069104431,52.2098967914631,75.0357534943621,18.4211213679417,88.8533024342166,52.1888069658882,25.484520646636,44.0455890879104,90.7825313777018,11.8891263461493,17.4563591022444,87.1635335849914,25.8220003442933,8.68658790826963,8.57719475277498,40.1239504198321,70.4045058883768,30.51,71.5913634546182,47.8927203065134,6,12.9110001721467,4,12.9110001721467,3.9,19.1,21,5.2,2.2,9.82790241405783,2.54840911029599,90.881173760983,1.43308026955557,8.60733344809778,30.1256670683422,111.895334825271,51.6440006885867,12.9110001721467,44.0727273947403,3.75330546788365,54.5454545454545,1.89361335858151,6,0,2,27.431421446384,3.09885342423303,32.4189526184539,0,1,8.532423208,16.00256041,2,19.2783417214024,11.6011259916404,2023
1200500,"Sena Madureira",53.57099788,9.74356437047818,12.531624138604,"AC",54.881011552686,312,68.6027506548685,57.6068730599288,38.4334109432607,86.8835255672052,40.0487642813426,77.9860214034474,70.3296703296703,94.8651348651349,90.7067278897984,69.492691367479,59.2032064536014,12.4646841897888,84.206305724018,74.5532958723069,23.9736375537044,48.9696916374147,71.462095548604,9.32821903331954,23.9520958083832,149.700598802395,8.60011610156737,2.15002902539184,6.45797387231945,35.984015984016,71.0101227654534,33.44,50.3096903096903,14.6017376067752,4,8.60011610156737,3,10.7501451269592,7.8,28.2,43.6,4.75,3.7,2.08262663952961,2.13403861374943,79.723541383989,1.38547320217096,21.5002902539184,66.6508997871471,131.151770548902,51.6006966094042,4.30005805078369,99.5879147085079,27.688263229308,38.4615384615385,0.322504353808776,7,0,3,24.7005988023952,10.458371381312,15.4191616766467,2.469135802,2,87.923682244,44.32296668,3,14.0137381275441,9.79477611940299,2023
1200609,"Tarauacá",52.587302268,9.31676476377825,14.2362768129814,"AC",48.3764845579094,738,59.6985996916202,58.3998491503416,27.0310048317663,88.2867571579451,32.9949946380741,71.4002547851527,61.3573131955485,85.0854531001589,83.5074921135647,46.1123921853089,61.6324580241574,11.4789358346496,85.8368076652779,74.6511950772813,20.1384051878294,43.0945281765125,34.9354993728363,9.95558658988697,21.5331610680448,87.4890638670166,11.5872169822252,2.31744339644504,4.8972238145934,40.0536565977743,10.9980705139449,32.55,51.9872813990461,39.9520575309628,6,27.8093207573405,5,9.26977358578017,5.3,33.8,40.8,4.7,1.5,3.45434103209086,1.63350865157404,70.07317630917,0.85448586020276,16.2221037751153,27.8093207573405,83.4279622720215,67.2058584969062,4.63488679289008,79.5391800002053,36.9311685341871,54.5454545454545,0.973326226506918,4,0,3,32.2997416020672,3.94321766561514,39.0180878552972,43.936731107,5,273.68818422,191.02785309,4,15.9158472444546,9.85593414132175,2023
1200708,"Xapuri",55.936640439,30.3641704151748,10.3935447725225,"AC",52.1472444065121,543,71.8084168577616,58.9766660371355,25.6566503246392,88.1021183016128,49.2006003159384,78.7679639563516,75.664217071792,92.1141888072357,90.0451212633954,71.1629848571435,69.1033464499795,11.8197807550683,84.0486418872955,70.9348950561988,15.2878748209823,45.9278034833734,33.8942921797672,7.516630814434,28.4810126582278,65.5737704918032,5.10308226168606,5.10308226168606,4.50387051372273,44.2057659694743,58.038513210927,52.04,51.3001695873375,30.3527383602016,5,5.10308226168606,2,10.2061645233721,2.1,27.3,36.2,5.05,3.3,1.40315111245345,2.21316151548711,76.296184435719,1.11916507265345,25.5154113084303,45.9277403551745,102.061645233721,61.2369871402327,10.2061645233721,131.626037283429,33.4239404006846,55.5555555555556,0.561339048785467,2,0,3,28.1645569620253,8.58463506578046,28.4810126582279,0,1,478.66805411,280.05974608,4,11.2755461592671,7.90294976341488,2023
1200807,"Porto Acre",0.005633894,53.644024613868,5.26656451516399,"AC",48.6931986275412,726,55.7046386431974,51.6836008914421,38.6913563479842,84.8289406052585,21.0841468406605,70.1422233992304,82.1837882892269,71.1189831214836,75.1248959200666,46.7632437276402,64.989014574528,8.66624522979102,79.7896219455984,53.289521815851,20.6334162677057,42.4756076834685,82.4271465540897,9.22925488667294,19.3905817174515,56.1797752808988,31.8742031449214,3.45992072215048,4.21322863183328,14.8364242550532,41.3481178873651,21.18,46.0512606793082,76.6592915607632,6,31.8742031449214,5,5.31236719082023,2.8,26.1,38.9,4.6,5,0.988715323128368,0.589920415164656,69.562718771224,0.906431220939344,26.5618359541011,69.060773480663,84.9978750531237,37.1865703357416,31.8742031449214,78.364204688736,11.441408494854,77.7777777777778,2.65618359541012,2,0,2,25.207756232687,16.9722468120857,32.6869806094183,0,1,6.907461663,77.95751316,3,14.1580899639517,9.50838514184212,2023
1300029,"Alvarães",52.412917641,6.06853412409639,3.55526187223354,"AM",52.4830377578876,515,65.6339907677288,57.2970603455157,34.5180621604183,90.7748872073652,21.5540997597953,85.0757579099844,86.6743916570104,94.9594438006952,91.5693534605526,65.1312181937702,53.9925552530662,5.4503284511764,88.8217922542354,80.9235654235847,23.0352265085232,35.818911409477,64.4685817811169,14.749528942556,17.632241813602,0,6.1652281134402,6.1652281134402,3.36082474226804,15.7879490150637,53.6672629695886,16.61,61.7033603707996,21.8579234972678,5,6.1652281134402,3,6.1652281134402,9.3,27.1,54.2,4.1,1.2,0.472168008457347,0.167215581036023,43.455720907538,4.73489468976173,6.1652281134402,18.4956843403206,55.4870530209618,24.6609124537608,24.6609124537608,18.7680983056171,9.14857282263967,66.6666666666667,0.184956843403206,2,4,2,34.2569269521411,4.46799858593413,83.375314861461,29.527559055,5,25.789813024,46.23208507,3,25.6769943888753,13.2959258355697,2023
1300060,"Amaturá",43.420906142,2.38238516078088,0.609211214403666,"AM",55.6495770828992,257,70.8051337554736,59.8401208526647,36.3034766405592,83.7252391940409,47.3452692115597,76.9956951782093,90.0821917808219,99.1780821917808,65.5743740795287,75.1543314380844,66.0940253777947,5.79293503714293,85.5208417041478,81.9526812915734,19.8321607958016,40.5940654957882,69.2424382113305,15.5452420593163,30.188679245283,377.358490566038,8.52079072937969,17.0415814587594,3.63417930620213,53.2054794520548,15.6516789982926,52.016,44.054794520548,11.8185911729493,4,5.2323198992653,2,17.0415814587594,2.7,21.8,41.3,4.4,3.5,0.338668230825093,0.106837606837608,50.092173621585,2.66814703089213,8.52079072937969,51.1247443762781,68.1663258350375,17.0415814587594,34.0831629175188,6.98398086646465,1.00553041729512,55.5555555555556,0.170415814587594,4,0,2,26.0377358490566,15.8090386410314,70.9433962264151,26.978417266,5,69.613644274,23.64625207,2,28.5738226914698,13.0718954248366,2023
1300086,"Anamã",0.071846632,8.2794857346001,1.17515684971461,"AM",56.1389661200649,223,72.8143754563617,61.1837613222903,34.4187615815427,93.4732282618289,37.334601708806,79.4474140619525,92.2505800464038,98.1438515081207,72.0140105078809,81.0022577928592,77.9547337412635,6.09738527378026,93.271731805446,67.4111944686713,29.2681686188981,31.2684271150061,71.3487615064305,5.78968908583615,8.7719298245614,109.89010989011,7.16537689882488,0,3.35493160547156,44.5939675174014,4.09792442788717,40.86,46.4965197215777,5.12952038984354,2,7.16537689882488,3,2.97634854147462,0.4,15.2,27.6,4.85,0.8,0.718933669185558,0.167343035730946,46.221662468514,7.13511055135741,7.16537689882488,21.4961306964746,85.9845227858985,14.3307537976498,7.16537689882488,27.2468271850268,1.67926112510495,44.4444444444444,0.429922613929493,5,6,1,35.5263157894737,7.00525394045534,58.3333333333333,384.615384615,5,44.796177393,22.45677072,2,10.1455359641758,5.17772180240694,2023
1300102,"Anori",61.519962593,1.39291110724971,0.91577915134028,"AM",60.6224341047861,48,79.6841708881887,65.9469125455204,36.2362188806491,91.1369646901161,69.6461902916957,80.4697395963501,93.7480751462889,90.9454881429011,57.8680203045685,77.4837889745931,77.9666018034102,5.963927937406,92.0048811027027,87.8522393385628,11.605190257924,35.1479440794113,88.3401072388336,9.85163394642755,15.5038759689922,237.131289762869,4.65614378171998,4.65614378171998,3.38765432098765,79.4579611949492,46.551724137931,66.22,76.7169695103172,16.0384923817161,4,4.65614378171998,2,2.87765996178292,1.9,14.4,22.5,4.9,0.9,0.253377095014513,0.137894880795007,49.382322104208,5.33459452067283,13.9684313451599,13.9684313451599,51.2175815989198,18.6245751268799,9.31228756343996,3.90703778439253,0.136755253680996,36.3636363636364,0.279368626903199,2,0,1,31.7829457364341,7.96900624558775,35.6589147286822,0,1,37.30995243,13.75137514,2,15.4533436659525,9.93754843415235,2023
1300144,"Apuí",67.319104282,7.77093630248938,31.3459179545227,"AM",49.4917706300857,704,55.6567753426804,53.7020211338834,39.1165154136934,88.3602388440281,16.7538392504035,73.5538923433265,85.8974358974359,67.9220085470086,79.5532194480946,43.9591309329635,64.4761893476482,6.60756419547914,91.7275721423784,51.9967588500277,37.757199498491,45.5516418450482,67.1762291764781,5.98099113475615,11.3207547169811,377.358490566038,8.94494387047722,9.10207982524007,4.4428983202465,23.1837606837607,5.37304267731041,13.1,56.4903846153847,45.5580865603645,6,35.7797754819088,5,22.362359676193,9.5,24.3,27.3,4.9,1.7,1.04226219270856,0.203395048155152,51.994370904613,3.75273025785363,17.8898877409544,40.2522474171475,84.9769667695335,13.4174158057158,4.47247193523861,568.693076470027,170.763885834909,63.6363636363636,1.69953933539067,8,4,2,23.0188679245283,6.57993680910914,70.9433962264151,46.948356808,5,93.958470356,37.24394786,2,8.9713707726813,6.28875500241875,2023
1300201,"Atalaia do Norte",84.413076679,0.317444878588224,1.38065032943077,"AM",53.5916553284075,424,65.4571206503986,62.0490515766139,33.26879375821,79.5286699508869,40.6363102827067,59.6062290787721,63.4032634032634,75.1048951048952,49.3408662900188,82.0572732892286,57.612179914425,4.05897218590863,92.146533399807,94.3785208063149,34.6821044840714,37.9733845753459,46.0270718325127,14.39261414091,53.5714285714286,357.142857142857,19.6097656633003,9.80488283165016,3.37667378226276,48.3916083916084,13.7433561123766,41.17,46.8065268065268,9.89602314469932,3,4.01586265749712,2,6.17347463730837,3.4,32.2,53.2,3.75,0.4,0.315874385023322,0.1685195834132,30.94690435116,4.67142674589483,4.15858458967656,9.80488283165016,19.6097656633003,19.6097656633003,14.7073242474752,11.4609569812276,0.862564692351926,45.4545454545455,0.0980488283165016,11,0,3,26.7857142857143,40.8035153797866,55.7142857142857,11.334196891,4,291.252385257,107.93308149,3,24.3434924285988,13.4176729921411,2023
1300300,"Autazes",11.925162337,19.4761040787654,7.7022320782501,"AM",51.6075733973954,597,57.4971040318244,54.7823503196274,42.5432658407346,89.046763785263,23.8594809888884,67.1871125659598,65.0459558823529,87.4172794117647,62.9635816906114,49.8950587871862,62.3903185540767,9.59821249479524,90.3632328143832,56.7776374152542,47.609199519885,36.5576948761116,85.6752120768353,0.330956890106537,14.3487858719647,110.37527593819,14.8920327624721,2.52748641476052,4.56459915763707,18.0055147058824,36.1023310944291,26.48,48.7408088235294,37.3587372746801,5,22.3380491437081,5,17.3740382228841,6.1,23.1,37.5,4.6,5.7,3.36910132910622,0.162175344470187,62.467991708328,11.0992561882698,22.3380491437081,39.7120873665922,89.3521965748325,19.8560436832961,9.92802184164805,51.2594118882318,11.9253749542739,61.5384615384615,0.893521965748325,10,8,1,30.0220750551876,7.9833582818868,38.8520971302428,1.360914535,2,20.530719088,29.16514765,2,0.58529447628338,0.29264723814169,2023
1300409,"Barcelos",48.471680013,0.181357473998231,1.3237737092682,"AM",58.191253257949,111,76.2904912319521,61.3362738521023,36.9469946897925,91.5738052428954,74.2403521062297,80.3779957674517,77.6048714479026,85.1375732972486,82.7478879502001,58.9698118112315,67.1079833631603,6.19486723937052,89.2509622855421,82.7912825203364,29.6377408244601,34.6036868839446,80.6071307634778,2.93942028728763,12.0724346076459,40.3225806451612,3.61820681670164,7.27219838557196,3.67758993670379,74.8534055029319,3.58078602620087,100,74.9436175011277,34.0560790101033,5,14.4728272668066,4,2.91254681285036,4.9,23.1,33.8,4.7,2.3,0.884583993470649,0.894786115512013,38.434394354026,5.3018027749772,18.0910340835082,21.7092409002099,50.654895433823,39.8002749837181,7.23641363340329,59.3883676326053,0.432089874693936,81.8181818181818,0.108546204501049,3,5,1,31.7907444668008,2.38606537819136,86.9215291750503,3.818251241,3,32.066698733,26.56042497,2,4.57295117384416,2.98862163329973,2023
1300508,"Barreirinha",28.027619974,14.2654455011014,1.16877726982948,"AM",54.5334669102937,340,71.0408764288723,58.8395837147406,33.7199405872684,87.9379435385592,68.6216129830295,64.0522169255121,77.3068669527897,85.9799713876967,52.6536657615404,63.5517322683883,66.7883526685465,7.387331325775,86.6110561983716,74.5715946662692,16.5543880519411,37.563208127466,67.8340578928741,12.9281082767923,18.9125295508274,233.372228704784,9.23560016008374,6.24200243438095,4.6873207114171,56.2947067238913,25.4875717017209,100,31.1874105865522,11.101243339254,4,12.3141335467783,4,6.15706677338916,3.8,14.5,48.8,4.25,0.8,0.788551697601183,0.138724343590834,58.926455846168,6.79875856901283,30.7853338669458,33.8638672536404,86.1989348274482,61.5706677338916,3.07853338669458,11.3703697788918,2.15680913758012,63.6363636363636,0.215497337068621,2,0,1,30.7328605200946,3.70278943470748,24.468085106383,3.603603604,3,82.492543943,56.06728074,3,21.6592241562623,12.1814149883046,2023
1300607,"Benjamin Constant",81.222722591,2.05819438660141,1.02252900225972,"AM",53.1769610261864,443,65.8835183275508,64.3832509714705,29.264113779538,84.748415055558,43.1665775978299,76.9189296443426,84.1476327333232,95.3259718650733,70.3030303030303,58.7001510124726,71.8441388249609,6.54671320426798,85.6773287848974,93.4648230717558,41.5017405488049,52.0217793787791,9.99445794192251,13.5384772486453,18.2926829268293,304.878048780488,27.3130761351997,4.55217935586662,4.41363700664875,46.9974285282106,21.2487411883182,46.67,50.9907729541673,33.0551194116189,5,15.9326277455332,4,4.55217935586662,3.7,14.2,29.3,4.4,1.4,0.323134178682059,0.177723798275132,53.493191897132,6.00565299103396,15.9326277455332,38.6935245248663,79.6631387276659,43.2457038807329,18.2087174234665,2.7378322297537,0.601698125821764,69.2307692307692,0.227608967793331,12,0,4,25.5081300813008,1.21212121212121,76.8292682926829,73.876462138,5,567.552602436,202.94561058,4,22.1959753080917,13.0590778419094,2023
1300631,"Beruri",36.232196659,1.49014935188676,4.99672547552699,"AM",54.9999227053149,294,68.6208044583925,59.3772853225363,37.0016783350158,90.3879184878064,50.9459154439093,74.2020031280638,75.5921384176045,91.2649084495213,75.0287356321839,58.9473807737906,59.4719046276219,8.08490350174464,91.8703869089974,78.0819462517814,33.788605748917,38.0903067934013,72.5360470658509,3.59175373189397,13.7254901960784,190.47619047619,4.97685761210372,4.97685761210372,4.50824913671825,54.5943221904922,38.2596951572449,51.21,48.7485301528641,36.8799557440531,5,14.9305728363112,4,3.04893541338483,4.6,26.8,44.4,4.65,8.7,1.91679266448813,0.13981693735876,57.86470272643,8.84016973125884,4.97685761210372,29.8611456726223,34.838003284726,25.4077951115402,5.08155902230804,10.3756415969002,5.02365507486709,44.4444444444444,0,7,6,2,34.5098039215686,1.4367816091954,37.843137254902,43.196544276,5,30.807147258,25.39360081,2,6.04789542993708,3.36536116665854,2023
1300680,"Boa Vista do Ramos",0,8.3375647342522,1.90834625204962,"AM",56.2612742419028,217,67.0327121281416,57.2823607232758,44.468749874291,80.3932484455357,54.0454520499154,81.7776737900477,86.2409831685813,97.6222281592306,82.4165265433582,51.9144742270678,65.8716594502743,7.56804925769631,87.8710192767653,67.8187149083674,39.3705854144269,40.2088500687817,76.5787826635976,21.7167813503576,26.7558528428094,303.030303030303,5.09528176908183,35.6669723835728,3.46138845553822,69.8103125834892,14.7550111358575,49.36,53.9406892866684,34.1413451689997,5,30.571690614491,5,5.09528176908183,4.9,17.1,39.2,4.25,2.4,0.735196274118432,0.138888888888893,62.709580838323,4.82867598137058,50.9528176908183,25.4764088454092,76.4292265362275,25.4764088454092,10.1905635381637,9.28882162221065,2.09580838323353,66.6666666666667,0.0509528176908183,7,7,2,31.7725752508361,2.40211386019697,38.4615384615385,0,1,75.815011372,102.77492292,3,33.1836327345309,22.4550898203593,2023
1300706,"Boca do Acre",31.288962744,14.796023001754,16.0965492623611,"AM",51.3247413370402,616,65.9935023599954,58.7078328084191,29.2728888427061,87.0424176656717,67.8722497147973,70.018158673704,77.3400191021967,93.3381088825215,47.3729863692689,39.0411833858085,75.2942735438823,8.12634503327345,87.9541448477655,63.4565678087551,12.6506813316765,38.0532666576912,56.7477647670576,9.63984261439894,25.0696378830084,139.275766016713,2.8872527789808,11.5490111159232,4.67483336335795,57.0200573065903,17.8978471929084,100,57.5692454632283,75.0428816466552,6,43.308791684712,6,11.5490111159232,2.5,17.8,29.2,5.05,0.8,2.09131910673762,0.21907241070237,63.258767664054,1.10465892404219,5.7745055579616,37.5342861267504,60.6323083585968,63.5195611375776,2.8872527789808,199.36191442023,63.1329023399508,54.5454545454545,0.461960444636928,1,0,2,33.7047353760446,6.10023729603387,26.3231197771588,10.905125409,4,64.866139875,169.3639443,4,15.9906173122032,9.1824475084387,2023
1300805,"Borba",59.359671943,1.4110361075337,10.4776045845909,"AM",57.0274379844246,165,71.6246790022454,61.983603768718,37.4740311823102,90.4809132538422,67.5602626388194,71.7663338468694,71.5129429504901,94.0939934656948,58.4326018808777,56.6912062694509,69.9431757623665,6.56178949348436,89.7687017559021,81.6607480631189,45.3025299217187,38.5373625789079,61.4462413220085,4.60999090660586,7.75193798449612,52.9347493553604,4.79064865382773,9.58129730765546,4.68804583246,61.3847700427243,8.13688212927757,97.47,59.3742146267907,33.9991500212495,5,19.1625946153109,4,16.767270288397,1.1,20.9,39.4,4.45,1.7,1.89925502425501,0.13485950985951,46.305046305046,5.59066496566497,35.929864903708,21.5579189422248,95.8129730765546,28.7438919229664,4.79064865382773,22.8251455586207,7.39463239463239,88.8888888888889,0.143719459614832,9,5,2,32.9457364341085,2.73485573635991,53.359173126615,9.874105159,4,109.578124222,55.83083258,3,7.11113211113211,4.72500472500473,2023
1300839,"Caapiranga",0,2.73631276560408,1.75083866666182,"AM",52.9923871062511,469,64.7585546412922,56.3265015172281,37.892105160233,87.025122687336,43.6583986185393,69.4047859366482,88.6093972472711,75.8424299952539,57.286432160804,58.9459113226452,63.6601140024347,5.97999709624041,89.7943509223155,65.8715440479218,13.0133110227177,45.5546284467985,77.7212659297946,15.2792152416212,29.4117647058824,490.196078431373,7.52841978468719,0,5.04422663160411,21.9743711438063,61.1681643132221,63.81214972,49.6915045087803,26.8691564486565,5,15.0568395693744,4,3.05787019341028,6.3,22.4,39.2,4.45,1.9,0.757182416060919,0.135983780843593,46.973742768135,5.27431637244722,37.642098923436,30.1136791387488,60.2273582774976,15.0568395693744,3.10631358235614,17.5225941813125,5.04376205310785,55.5555555555556,0.75284197846872,1,0,3,30.3921568627451,0.896860986547085,38.2352941176471,0,1,62.353858145,44.73272199,3,24.18038866637,15.279632102062,2023
1300904,"Canutama",73.401795864,4.64081476598837,22.0745987616853,"AM",52.9031942057075,476,76.2351161835133,55.9736282633347,26.5008381702743,87.684910337111,69.1447907269637,89.7023937598084,90.3993855606759,94.6492575524833,96.1882834484523,58.4083699101702,57.2007120876205,4.96364006019986,88.5266768975443,73.2034840079742,11.4730377227273,37.9002880312934,48.514032802786,8.11599412429062,25.3807106598985,181.414291003332,12.6526222559625,1.30616509926855,4.56575682382134,78.2130056323605,11.2870716959401,79.68,74.0911418330773,23.7981913374584,5,18.9789333839438,4,6.32631112798127,8.5,32.2,28.9,3.95,2.7,0.258119016331895,0.165821913522311,40.810963018585,3.74298646309159,18.9789333839438,56.9368001518315,56.9368001518315,12.6526222559625,12.7967240386461,258.349672010725,68.5814404605469,36.3636363636364,0.0632631112798127,2,0,2,30.9644670050761,7.76488802134304,82.2335025380711,27.777777778,5,113.700966458,166.86531585,4,13.0154558538264,8.00951129466241,2023
