"codigo_ibge","municipio","areas_protegidas_percent_area_total_do_municipio","desmatamento_acumulado_percent_area_total_do_municipio","desmatamento_recente_percent_area_total_do_municipio","estado","ips_amazonia","ranking_ips","necessidades_humanas_basicas","fundamentos_para_o_bem_estar","oportunidades","nutricao_e_cuidados_medicos_basicos","agua_e_saneamento","moradia","moradias_com_iluminacao_adequada_percent_de_domicilios","moradias_com_parede_adequada_percent_de_domicilios","moradias_com_piso_adequado_percent_de_domicilios","seguranca_pessoal","acesso_ao_conhecimento_basico","acesso_a_informacao_e_comunicacao","saude_e_bem_estar","qualidade_do_meio_ambiente","direitos_individuais","liberdade_individual_e_de_escolha","tolerancia_e_inclusao","acesso_a_educacao_superior","mortalidade_infantil_ate_5_anos_obitos_1_000_nasc_vivos","mortalidade_materna_obitos_maternos_100_000_nascidos_vivos","mortalidade_por_desnutricao_obitos_100_000_habitantes","mortalidade_por_doencas_infecciosas_obitos_100_000_habitantes","subnutricao_percent_da_populacao","abastecimento_de_agua_adequado_percent_da_populacao","esgoto_adequado_percent_da_populacao","indice_atendimento_de_agua_percent_da_populacao","coleta_de_lixo_adequada_percent_de_domicilios","assassinatos_de_jovens_obitos_100_000_habitantes_de_15_a_29_anos","assassinatos_de_jovens_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","homicidios_obitos_100_000_habitantes","homicidios_categorico_taxa_pontuada_em_uma_escala_de_1_6_1_0_2_1_6_3_6_10_4_10_20_5_20_40_6_40","mortes_por_acidente_no_transito_obitos_100_000_habitantes","abandono_escolar_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_fundamental_percent_de_alunos","distorcao_idade_serie_ensino_medio_percent_de_alunos","qualidade_da_educacao_ideb_ensino_fundamental","reprovacao_escolar_ensino_fundamental_percent_de_alunos","densidade_internet_banda_larga_no_de_acessos_100_domicilios","densidade_telefonia_fixa_no_de_acessos_100_domicilios","densidade_telefonia_movel_no_de_acessos_100_habitantes","densidade_tv_por_assinatura_no_de_acessos_100_domicilios","mortalidade_por_diabetes_mellitus_obitos_100_000_habitantes","mortalidade_por_cancer_obitos_100_000_habitantes","mortalidade_por_doencas_circulatorias_obitos_100_000_habitantes","mortalidade_por_doencas_respiratorias_obitos_100_000_habitantes","mortalidade_por_suicidios_obitos_100_000_habitantes","emissoes_co2_ton_co2_habitante","focos_de_calor_na_de_focos_1_000_habitantes","diversidade_partidaria_percent_vereadores_eleitos_partidos_diferentes","transporte_publico_no_de_onibus_e_micro_onibus_1_000_habitantes","acesso_a_programas_de_direitos_humanos_categorico_0_15_0_nenhum_programa_15_todos_os_programas_de_direitos_humanos_implantados","existencia_de_acoes_para_direitos_de_minorias_categorico_0_15_0_nenhum_programa_11_todos_os_programas_de_direitos_humanos_implantados","acesso_a_cultura_esporte_e_lazer_categorica_1_10","gravidez_na_infancia_e_adolescencia_percent_de_filhos_de_maes_com_ate_19_anos","trabalho_infantil_no_de_familias_com_ao_menos_1_membro_em_trabalho_infantil_1_000_familias","vulnerabilidade_familiar_percent_de_filhos_de_maes_solteiras","violencia_contra_indigenas_no_de_casos_1_000_indigenas","violencia_contra_indigenas_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_0_1_2_7_3_2_7_8_8_4_8_8_20_8_5_20_8","violencia_contra_mulheres_no_de_casos_100_000_mulheres","violencia_infantil_no_de_casos_100_000_pessoas_de_0_14_anos","violencia_infantil_taxa_pontuada_em_uma_escala_de_1_5_1_0_2_1_1_40_1_3_40_1_133_1_4_133_1_496_0_5_496_0","empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","mulheres_com_empregos_ensino_superior_percent_de_empregos_em_relacao_ao_total","ano"
1100015,"Alta Floresta D'Oeste",27.846604555,32.5590600690591,1.73717071734935,"RO",54.7899275373581,301,62.9331323671976,55.9093554037943,45.5272948410825,91.3332893649643,27.3992495239597,86.7879590780725,92.9304446978335,95.5815279361459,95.6385404789054,46.2120315017938,75.1528324750833,11.5958947612252,67.5433328923142,69.3453614865545,33.8167532308859,71.7025173605949,66.5920354521604,9.99787332068882,16.9491525423729,2.68096514745308,4.35824798431031,8.71649596862061,4.8238200494,22.006841505131,5.64024390243902,41.97,53.363740022805,11.0870890847608,4,24.515764150301,5,23.0908570418064,1.4,19.9,25.1,5.5,5.6,11.7549875928419,10.0595357716,43.0109029818,2.904820347424,30.5077358901722,78.4484637175855,143.82218348224,104.597951623447,13.0747439529309,98.3840549978629,9.971079552812,90,4.79129796693573,12,0,3,17.5141242937853,43.0401595853503,30.225988700565,0,1,128.820741132772,69.0007112769671,3,14.7423045170421,9.74957738727051,2018
1100023,"Ariquemes",0,73.0714508839937,1.91659081753008,"RO",55.7673898853247,230,64.9255391654562,57.7520873905288,44.624543099989,91.8347393949884,50.0693798312686,92.9960763545147,97.9530232996887,87.4257145552306,96.9814168474672,24.8019610810531,72.1700179887767,28.0444778911264,76.3884506875096,54.4054029947025,16.1559884370606,80.7650315059559,68.2416625250264,13.335489931913,15.0812064965197,0.580046403712297,0.927101971945894,13.9065295791884,5.4919908467,37.741722479011,8.27067669172932,80.3,88.2463918498255,94.3525416380844,6,51.2390948623413,6,30.326597518701,1.1,18.4,30.3,5.2,7.1,28.4314555396952,28.1481490547,92.9238338713,6.881452848288,33.3756709900522,74.1681577556715,114.033542549345,40.7924867656194,9.27101971945894,29.9103685114285,2.025092306533,69.2307692307692,2.54313917564615,5,0,8,19.7215777262181,53.9716717259022,26.6821345707657,0,1,114.265253253671,103.66875751418,3,19.4606176347291,13.1259024640179,2018
1100031,"Cabixi",0,75.0160732054704,1.61462113776223,"RO",54.2864186337778,341,58.9644849740845,52.8676455917669,51.027125335482,80.0107857000088,40.1134819134597,91.0406160790573,98.6622073578596,99.4983277591973,95.9866220735786,24.6930562038121,76.2028046862888,13.299112455446,69.704459661081,52.2642055642518,18.6059429410805,73.0352998141431,97.2457305654564,15.221528021248,34.8837209302326,0,18.3891136447223,37.6506024096386,6.1616161616,39.632107023411,50.5902192242833,36.6,62.2073578595318,135.611608353675,6,49.7646156527545,6,30.9393144479352,0.4,11.8,27.8,5.6,4.6,6.10870191583116,10.6380799135,72.1783822953,2.861292853533,56.4759036144578,94.1265060240964,37.6506024096386,56.4759036144578,24.5188181929631,146.272444409424,1.838911364472,66.6666666666667,5.5167340934167,5,0,3,11.9402985074627,23.9787610808353,49.2537313432836,0,1,24.3023020352281,71.3266761768902,1,22.0115681233933,15.1028277634961,2018
1100049,"Cacoal",25.52951486,65.8279611942895,0.531778237156479,"RO",62.0971566841575,21,72.759064332305,60.2700970953743,53.2623086247933,92.5265062719579,74.8223200485213,94.1600589086384,99.3322770484382,92.779538252603,98.5174287007696,29.5273721001023,80.9232478902043,28.26072754373,67.7236037679449,64.1728091796182,37.0868134071413,83.913902271535,73.2617708389786,18.7867479815182,11.7079889807163,0.756247548271181,3.53719359060521,12.8867489075552,4.7795507827,78.938433680398,52.4527867342239,78.81,82.8202806699864,36.9052681193906,5,38.0652652259995,5,82.2906622749578,0.6,12,25.5,5.7,3.3,31.1507875517608,25.1609451659,96.6578240646,6.893542184037,29.288065698989,126.524443819632,185.10057521761,52.7185182581802,5.8576131397978,17.5988153716199,0.506997747987,83.3333333333333,4.89311780033721,6,8,7,13.7052341597796,15.5214273111906,16.5977961432507,1.36332651670075,2,90.3372685866448,37.791316942298,2,28.0881738167603,18.0889647146553,2018
1100056,"Cerejeiras",41.021685631,29.220471937416,1.34411998082994,"RO",59.883729930263,65,67.0127316874843,63.2274088784035,49.4110492249013,93.5440224357682,39.5685089728531,96.9256511801618,98.1247274313127,99.7383340601832,98.7788922808548,38.012744161154,79.0314644366625,24.7777293992432,73.6016314014528,75.4988102762556,27.2111662980279,70.151022924753,89.249416601669,11.0325910751553,3.6101083032491,3.80228136882129,7.55712949361459,6.12632481774184,4.5129748026,36.32795464457,9.29824561403509,54.99,88.7047535979067,23.47807822509,5,22.3580057814762,5,34.5505495787254,0.8,15.1,26.9,5.85,5.9,21.4054840787727,23.3600450837,96.861972665,5.776612301014,24.5052992709673,98.0211970838694,128.652821172579,55.1369233596765,6.12632481774184,42.1402959712215,3.405497445877,66.6666666666667,3.64874726343955,7,3,3,16.6064981949458,90.710155314946,42.5992779783394,0,1,11.8805433112258,27.3287965452833,2,16.4492026318724,10.6501617040259,2018
1100064,"Colorado do Oeste",0,82.197741651255,0.721317251544028,"RO",59.2653584955994,88,70.4076296348481,57.1486454023402,50.2398004496099,88.5710615196743,66.0948603144542,78.6866137122681,98.9874925550923,45.8606313281715,89.1602144133413,48.2779829929957,82.6050831318706,23.226124944905,70.0249147139614,52.7384588186238,21.0961948063918,69.9935101244517,100,9.86949686759601,20.5761316872428,4.11522633744856,6.16256855857521,14.3793266366755,5.1693404635,73.317450863609,7.26832222895215,80.68,81.9535437760572,24.3537695088437,5,10.3601927033093,4,20.6757628537766,0.4,12.3,18.6,5.7,5,15.4641797098691,21.5708707097,105.2302985667,4.617520722988,6.29643621710112,100.742979473618,132.225160559124,94.4465432565168,12.5928724342022,46.5230417873217,0.308128427929,81.8181818181818,5.48468601713194,2,4,2,12.7572016460905,95.1883097603195,45.2674897119342,0,1,0,0,1,15.1621811880652,9.25976065413982,2018
1100072,"Corumbiara",9.07812796,70.4508225048066,0.356016741173276,"RO",52.0335114207531,532,54.2956285617875,56.0860362417927,45.7188694586789,86.5581199944959,19.4878285071979,76.2957110326632,89.4915254237288,73.1073446327684,93.6723163841808,34.8408547127932,71.5958298831529,14.0928401776475,82.4478039362188,56.2076709701515,23.333410781422,64.5045459997386,87.5127897460208,7.52473130753444,34.4827586206897,0,13.5299688810716,13.5299688810716,4.0352504638,14.689265536723,25.9579728059332,22.44,37.2881355932203,78.8814140614694,6,22.025461433417,5,17.7252664870741,1.8,21.3,31.5,5.05,6.8,8.31624646057636,12.1740396225,69.5497183623,2.69668955236,27.0599377621431,54.1198755242863,94.709782167501,13.5299688810716,11.7233294255569,119.18460943819,7.400555041628,55.5555555555556,4.36104136381657,8,0,2,20.6896551724138,162.605733820627,44.8275862068966,0,1,27.2036739531062,20.3128173877717,2,12.3570851137545,6.58274627555145,2018
1100080,"Costa Marques",33.75326821,35.7214614439884,4.17706797505364,"RO",54.8654901958846,297,61.1069744271163,54.9782770545134,48.5112191060242,88.3473593947495,22.1195476144039,84.6368122125881,87.426431246656,98.501872659176,88.0684858212948,49.3241784867238,60.3089531350682,8.53019815487214,82.2948760772442,68.7790808508692,26.9228908006236,65.2382234604151,94.9249391091304,6.95882305392769,32.4074074074074,0,11.2013441612994,5.45523975778735,4.7463489623,13.269127875869,62.363834422658,16.59,56.8218298555377,35.0883922604515,5,18.5719520535907,4,14.7896932255368,2.4,26.4,37.2,4.9,11.8,3.68015807253491,7.7745233101,41.7288938783,3.204501996187,27.2761987889368,27.2761987889368,54.5523975778735,60.0076373356609,11.7159045131503,139.028162404731,13.27359283114,88.8888888888889,2.12825539064688,6,4,1,20.8333333333333,24.1960406737293,37.037037037037,0,1,44.7798102357852,0,1,10.1724137931034,6.83908045977012,2018
1100098,"Espigão D'Oeste",30.961886782,46.3372034881741,0.385031568431953,"RO",57.4810048828881,143,63.9620686150264,58.0689467214396,50.4119993121982,92.9240683308404,32.7168084492647,81.5766380574655,97.2170189991972,59.2186245651592,95.049504950495,48.6307596225351,77.5488036752024,11.7816093774554,73.4638710802087,69.481502752892,14.0206601209283,77.3452444815726,99.7600794177868,10.5220132285052,7.5046904315197,0,9.3612506630886,12.3555939951813,4.0880503145,33.101418249933,4.18326693227092,43.34,71.7687985014718,28.3225542405359,5,16.5791866232447,4,18.6909829372763,1,15,31.1,5.65,4.5,9.30173717696802,11.7442443234,45.8238324347,3.119551889617,37.066781985544,74.1335639710879,120.467041453018,61.7779699759066,9.26669549638599,36.4257952344269,1.716229288233,72.7272727272727,4.71182950042126,3,0,5,18.5741088180113,12.6711880139544,14.4465290806754,0,1,2.11693975189466,0,1,15.7129881925522,10.1422948834393,2018
1100106,"Guajará-Mirim",90.48747042,6.01094703623826,2.56537963569526,"RO",58.403612294465,109,66.3738638956994,64.1057154764497,44.7312575112457,89.1279189621712,40.5338009066581,85.9491636618449,86.3821138211382,95.2882483370288,84.9963045084996,49.8845720521234,64.3358241664952,19.6277502799771,77.8051216392822,94.6541658200444,35.7157009833791,59.9214856320862,74.6671587305998,8.62068469891794,23.7529691211401,1.18764845605701,2.16572096851042,23.8229306536146,3.7619127236,31.393200295639,65.8531583264971,41.12,74.0576496674058,32.7571690879504,5,17.4429083248263,4,11.6368259412346,1.9,26.2,36.9,4.65,7.4,15.4921799036663,22.949262801,61.3338926637,8.071099955186,25.988651622125,58.4744661497813,108.286048425521,56.3087451812708,8.66288387404167,33.0739426243304,3.953432496778,81.8181818181818,0.982897582071948,7,8,2,24.4655581947743,51.0022461823938,79.8099762470309,0.524226765520857,2,77.9368256268991,17.8530178013685,2,12.602474131209,8.47189732566226,2018
1100114,"Jaru",5.398754004,88.4434960149451,0.216709288950017,"RO",55.8530039594919,222,60.8832183561952,56.7596193040467,49.9161742182338,92.5969995590809,30.4826467246562,94.4886921313936,99.5294117647059,96.1008403361345,98.6386554621849,25.96453500965,77.5478774800594,24.8020077504406,71.2425748947357,53.4460170909512,17.3610977664242,79.0089121747418,88.8804366927112,14.4142502390582,9.45626477541371,2.36406619385343,3.85111586082067,9.65717044905842,5.2380329584,29.411764705882,2.93465278962634,42.38,79.5294117647059,43.0253971278661,6,44.98257047752,6,23.7857634846027,0.6,18.1,27.2,5.65,3.4,20.732475826473,24.4199338672,97.9837782576,4.462385177029,67.600193143409,63.7373249637856,156.446161274747,38.6286817962337,9.65717044905842,28.0616601654721,0.539156220515,53.3333333333333,4.85240598463405,5,0,5,14.4208037825059,29.1288116180399,18.9125295508274,0,1,15.136238298782,21.7109402286226,2,20.7263159778776,14.3723935494264,2018
1100122,"Ji-Paraná",56.575287602,37.541288066135,0.21265451010687,"RO",59.9892551578571,60,66.6332065636189,64.3280613833168,49.0064975266357,89.6058705526631,51.6862621930701,90.2980854989038,98.1161451035342,74.2098707768955,97.6879962634283,34.9426080098385,78.0112124245331,25.9922468102059,73.9037525712959,79.4050337272323,12.9621427976315,82.098881601261,85.5168860411517,15.4480796664985,13.6585365853659,1.95121951219512,7.75380130108786,21.710643643046,4.4093757252,49.953292853807,30.296,61.95,91.1256422232602,50.8301449990133,6,25.7227403943638,5,17.1527855359497,0.8,15.5,23.3,5.5,4.8,26.1058214016835,32.3184296272,65.3181067408,8.084222431004,44.1966674162008,74.4364924904434,133.365382378711,54.276609107615,3.87690065054393,11.3642429471549,0.633272612132,64.7058823529412,6.371817023306,2,0,7,16.8780487804878,10.2438317717112,17.0731707317073,0,1,44.8145344087378,25.0660595227337,2,23.012504993706,14.9245856166191,2018
1100130,"Machadinho D'Oeste",36.857384124,39.3218917123455,8.61561852011357,"RO",53.1452116462791,429,60.2042889619096,56.4823658372642,42.7489801396636,93.9429034390092,27.5712473801953,85.8171458655431,93.5463917525773,97.0309278350515,94.5979381443299,33.4858591628908,61.6348980675714,11.0830084959937,87.1424177268653,66.0691390586263,22.0759266916985,73.5553866422005,61.1533987607072,14.2112084640484,6.6815144766147,0,0,12.5028131329549,5.7630556025,30.041237113402,3.11745334796926,34.24,47.1752577319588,47.4789323124097,6,33.9507377044669,5,25.3486965252401,1.8,29,37.3,5,10.1,17.5922223366976,7.7794582387,30.52805618,2.389001933201,25.0056262659098,27.5061888925008,90.0202545572754,20.0045010127279,2.50056262659098,219.51737476504,16.676471340512,72.7272727272727,2.40427654295726,3,5,4,20.2672605790646,11.2244876549944,21.6035634743875,21.2765957446809,5,9.34461434914383,6.52244379834507,2,19.3996218498278,14.7892978321117,2018
1100148,"Nova Brasilândia D'Oeste",0.008653324,76.2333880960711,0.521158308748462,"RO",55.0538614579634,280,59.7881746648603,56.7403220551704,48.6330876538594,92.0490037589726,26.3470613704182,86.2392784908478,93.5585456627541,98.912109934154,98.4254222731177,34.5173550392025,84.1238260390173,10.06056800811,78.61152243824,54.1653717353144,25.4220175287759,72.9055946994084,88.3280747541717,7.87666363308157,7.2463768115942,0,9.03079890229291,9.76848686138517,6.2662217278,24.506155167478,2.95398009950249,37.51,40.8817635270541,42.8596446543116,6,32.5795278645535,5,19.5453293862961,0.2,16,36,6.6,0.4,11.416140263809,5.5578134198,45.0200808598,1.658462930157,34.1897040148481,78.1478948910814,112.337598905929,24.4212171534629,4.88424343069259,35.7490368830161,0.879808397282,88.8888888888889,5.42548511657461,2,6,2,14.2857142857143,28.6419402598184,20.0892857142857,0,1,20.0100050025012,29.8618887644644,2,12.0016554007449,7.44930335218651,2018
1100155,"Ouro Preto do Oeste",0,89.8205498986725,2.39367633291503,"RO",58.6195070662203,104,69.3356450700876,54.6672381135405,51.8556380150328,93.6151701366413,50.6953485795183,95.7505859694541,99.0407673860911,98.4303466317855,98.3431436668847,37.2814755947367,70.5167994204489,29.417163747136,68.365010985905,50.3699783006719,19.7356910278485,73.5552620947909,99.8023238193957,14.3292751180962,5.19031141868512,3.46020761245675,2.77507978354378,11.1003191341751,4.3780505842,53.455417484194,14.8238965670976,61.46,83.9328537170264,24.407269892567,5,22.0608915428718,5,38.6647880023084,0.5,18.7,34.8,5.4,10.1,31.1689627666228,27.7304816875,101.7088366411,5.806902192911,36.0760371860691,105.453031774664,169.27986679617,61.0517552379631,8.32523935063133,43.4994210877149,4.155200880572,66.6666666666667,4.40286186020914,6,0,3,17.3010380622837,20.2602593201734,17.8200692041523,0,1,1.74419618718713,0,1,20.9009280917528,14.1100128272844,2018
1100189,"Pimenta Bueno",0.934241686,39.0825592842724,1.54519065551729,"RO",59.4704161707492,81,71.9858614518763,56.591998677781,49.8333883825904,93.0004870179447,63.4036453478893,95.49519674938,98.9640660407899,97.5072839106507,98.0899967627064,36.0441166922911,73.0254435534305,21.3743610925109,70.7090093232764,61.2591807419062,14.843151953166,75.9848718819436,89.9642041675477,18.5413255277041,14.6341463414634,0,0,13.6388434260775,4.5186640472,69.796050501781,4.14746543778802,79.1,84.3638718031725,26.8858129388884,5,25.5776167859691,5,45.6263747215968,1.4,17.5,33.2,5.5,6,13.0158500340081,20.6439828907,94.9004797546,5.855760387595,49.0998363338789,73.6497545008183,160.938352427714,46.3720676486634,13.6388434260775,63.7584401647329,3.046604819674,60,3.97979908876324,4,0,5,17.7235772357724,2.44271054042064,32.0325203252032,0,1,5.57361374974317,7.89638701948263,2,27.6471052009146,17.8970329294894,2018
1100205,"Porto Velho",40.410035233,28.3861509266281,9.68638279724016,"RO",62.6840310733963,15,60.1062905323718,66.7815549469682,61.164247740849,90.74161257774,34.7096631849934,89.7616677012973,83.5054617676266,93.4280039721946,91.3187686196624,25.2122186654564,67.1937182094562,47.9130686190986,79.4724064282273,72.5470265310908,27.6837601157183,79.2766377290995,47.7330638819289,89.9635292366491,16.25,0.795454545454545,0.944208602118049,23.9828984937984,4.1147458129,33.541211519365,45.6971928209848,31.78,90.2482621648461,62.4165066292007,6,42.677051003206,6,28.0184202021404,1.7,22.3,35.4,4.9,7.3,44.1902783449504,48.0934280023,154.0645693402,21.122263947286,14.7296541930416,75.5366881694439,89.3221337603674,50.9872645143746,6.04293505355551,55.258458577159,6.696424274971,61.9047619047619,4.66382179311725,5,5,7,17.8295454545455,23.0948541547807,35.4886363636364,1.82731841023298,2,149.635364119399,173.19272564194,4,145.403861110897,80.098414434117,2018
1100254,"Presidente Médici (Rondônia)",0,90.8140836121401,0.0994230587728653,"RO",57.0789162451938,154,68.3220071832237,53.7871705834794,49.1275709688782,84.6378014464841,45.7270654969426,92.1883503805921,98.2127288578902,94.8343504795118,98.8230165649521,50.7348114088758,78.9236455372724,23.4084575705954,61.6460630283948,51.1705161976551,12.1581457269035,79.1565873665782,100,5.19555078203117,38.0622837370242,3.46020761245675,5.26703887074687,21.0681554829875,4.8266226343,41.91368788143,40.4033687943262,52.13,70.7497820401046,14.1452719428531,4,10.3427612180316,4,41.5240980908961,0.4,16.5,26.8,5.85,4.3,24.3404880119266,20.5855344874,86.5088618194,4.64112948936,36.8692720952281,126.408932897925,252.81786579585,73.7385441904561,5.26703887074687,43.521003591278,0.3091349374,77.7777777777778,4.68854655056932,2,0,5,14.5328719723183,32.6068705058929,16.6089965397924,0,1,0,0,1,8.04556138130537,4.83637678539143,2018
1100262,"Rio Crespo",0,63.3309693191065,2.37633109043507,"RO",57.9699878796645,124,68.5949249251205,51.2226025955428,54.0924361183302,82.4635848326977,16.0706752139582,75.8454396538261,85.472972972973,86.8243243243243,91.2162162162162,100,59.7664944711801,14.0128725781396,81.3887456289301,49.7222977039214,30.2015626677692,67.4646044103486,100,18.7035773952032,28.5714285714286,0,26.86005909213,26.86005909213,4.347826087,5.743243243243,44.7368421052632,16.71,25,0,1,0,1,0,1.2,30,32,4.8,10.8,12.3332508165373,14.0367227107,53.0760339719,2.48902863417,26.567481402763,106.269925611052,26.567481402763,26.86005909213,0,306.815534022361,27.397260273973,88.8888888888889,5.9092130002686,6,4,1,16.3265306122449,53.6483397921111,36.734693877551,0,1,0,0,1,27.944633063463,18.0203708540089,2018
