cod_ibge,id_mun,ano,casos
1504455,150445,2017,45
1504505,150450,2017,0
1504604,150460,2017,3
1504703,150470,2017,1
1504752,150475,2017,13
1504802,150480,2017,5
1504901,150490,2017,2
1504950,150495,2017,64
1504976,150497,2017,6
1505007,150500,2017,6
1505031,150503,2017,64
1505064,150506,2017,145
1505106,150510,2017,3
1505205,150520,2017,4
1505304,150530,2017,35
1505403,150540,2017,1
1505437,150543,2017,77
1505486,150548,2017,290
1505494,150549,2017,68
1505502,150550,2017,44
1505536,150553,2017,1119
1505551,150555,2017,44
1505601,150560,2017,0
1505635,150563,2017,0
1505650,150565,2017,1
1505700,150570,2017,0
1505809,150580,2017,0
1505908,150590,2017,0
1506005,150600,2017,1
1506104,150610,2017,6
1506112,150611,2017,6
1506138,150613,2017,119
1506161,150616,2017,39
1506187,150618,2017,79
1506195,150619,2017,27
1506203,150620,2017,2
1506302,150630,2017,3
1506351,150635,2017,0
1506401,150640,2017,1
1506500,150650,2017,2
1506559,150655,2017,13
1506583,150658,2017,97
1506609,150660,2017,3
1506708,150670,2017,22
1506807,150680,2017,4
1506906,150690,2017,9
1507003,150700,2017,7
1507102,150710,2017,5
1507151,150715,2017,12
1507201,150720,2017,2
1507300,150730,2017,50
1507409,150740,2017,20
1507458,150745,2017,225
1507466,150746,2017,1
1507474,150747,2017,31
1507508,150750,2017,97
1507607,150760,2017,2
1507706,150770,2017,0
1507755,150775,2017,4
1507805,150780,2017,8
1507904,150790,2017,102
1507953,150795,2017,7
1507961,150796,2017,2
1507979,150797,2017,0
1508001,150800,2017,4
1508035,150803,2017,2
1508050,150805,2017,1
1508084,150808,2017,5
1508100,150810,2017,421
1508126,150812,2017,1
1508159,150815,2017,0
1508209,150820,2017,183
1508308,150830,2017,2
1508357,150835,2017,22
1508407,150840,2017,880
1600055,160005,2017,39
1600105,160010,2017,4
1600154,160015,2017,44
1600204,160020,2017,13
1600212,160021,2017,2
1600238,160023,2017,72
1600253,160025,2017,2
1600279,160027,2017,29
1600303,160030,2017,351
1600402,160040,2017,7
1600501,160050,2017,231
1600535,160053,2017,34
1600550,160055,2017,1
1600600,160060,2017,70
1600709,160070,2017,22
1600808,160080,2017,0
1700251,170025,2017,4
1700301,170030,2017,61
1700350,170035,2017,12
1700400,170040,2017,12
1700707,170070,2017,1
1701002,170100,2017,17
1701051,170105,2017,3
1701101,170110,2017,34
1701309,170130,2017,3
1701903,170190,2017,4
1702000,170200,2017,3
1702109,170210,2017,1360
1702158,170215,2017,30
1702208,170220,2017,89
1702307,170230,2017,9
1702406,170240,2017,72
1702554,170255,2017,37
1702703,170270,2017,74
1702901,170290,2017,17
1703008,170300,2017,14
1703057,170305,2017,3
1703073,170307,2017,4
1703107,170310,2017,5
1703206,170320,2017,4
1703305,170330,2017,8
1703602,170360,2017,1
1703701,170370,2017,4
1703800,170380,2017,15
1703826,170382,2017,2
1703842,170384,2017,1
1703867,170386,2017,6
1703883,170388,2017,5
1703891,170389,2017,2
1703909,170390,2017,0
1704105,170410,2017,2
1704600,170460,2017,1
1705102,170510,2017,4
1705508,170550,2017,26
1705557,170555,2017,98
1705607,170560,2017,27
1706001,170600,2017,18
1706100,170610,2017,6
1706258,170625,2017,4
1706506,170650,2017,5
1707009,170700,2017,133
1707108,170710,2017,17
1707207,170720,2017,11
1707306,170730,2017,10
1707405,170740,2017,17
1707553,170755,2017,1
1707652,170765,2017,1
1707702,170770,2017,6
1708205,170820,2017,6
1708254,170825,2017,10
1708304,170830,2017,3
1709005,170900,2017,1
1709302,170930,2017,83
1709500,170950,2017,116
1709807,170980,2017,0
1710508,171050,2017,2
1710706,171070,2017,7
1710904,171090,2017,1
1711100,171110,2017,2
1711506,171150,2017,1
1711803,171180,2017,3
1711902,171190,2017,58
1711951,171195,2017,1
1712009,171200,2017,20
1712157,171215,2017,13
1712405,171240,2017,1
1712454,171245,2017,0
1712504,171250,2017,16
1712702,171270,2017,2
1712801,171280,2017,7
1713205,171320,2017,20
1713304,171330,2017,53
1713601,171360,2017,2
1713700,171370,2017,1
1713809,171380,2017,4
1713957,171395,2017,2
1714203,171420,2017,7
1714302,171430,2017,52
1714880,171488,2017,65
1715002,171500,2017,3
1715101,171510,2017,12
1715150,171515,2017,27
1715259,171525,2017,13
1715507,171550,2017,0
1715705,171570,2017,9
1715754,171575,2017,2
1716109,171610,2017,76
1716208,171620,2017,88
1716307,171630,2017,3
1716505,171650,2017,34
1716604,171660,2017,3
1716653,171665,2017,14
1716703,171670,2017,9
1717008,171700,2017,5
1717206,171720,2017,4
1717503,171750,2017,43
1717800,171780,2017,6
1717909,171790,2017,3
1718006,171800,2017,2
1718204,171820,2017,54
1718303,171830,2017,56
1718402,171840,2017,27
1718451,171845,2017,5
1718501,171850,2017,0
1718550,171855,2017,3
1718659,171865,2017,54
1718709,171870,2017,14
1718758,171875,2017,8
1718808,171880,2017,12
1718840,171884,2017,3
1718865,171886,2017,6
1718881,171888,2017,6
1718899,171889,2017,0
1718907,171890,2017,2
1719004,171900,2017,2
1720002,172000,2017,10
1720101,172010,2017,3
1720150,172015,2017,1
1720200,172020,2017,12
1720259,172025,2017,8
1720309,172030,2017,3
1720499,172049,2017,17
1720655,172065,2017,6
1720804,172080,2017,10
1720853,172085,2017,1
1720903,172090,2017,7
1720937,172093,2017,0
1720978,172097,2017,4
1721000,172100,2017,1188
1721109,172110,2017,24
1721208,172120,2017,140
1721257,172125,2017,0
1721307,172130,2017,1
1722081,172208,2017,8
1722107,172210,2017,1
2100055,210005,2017,2
2100204,210020,2017,14
2100402,210040,2017,0
2100436,210043,2017,1
2100477,210047,2017,13
2100501,210050,2017,28
2100550,210055,2017,0
2100600,210060,2017,86
2100709,210070,2017,0
2100832,210083,2017,0
2100873,210087,2017,0
2100956,210095,2017,8
2101004,210100,2017,0
2101103,210110,2017,1
2101202,210120,2017,40
2101251,210125,2017,7
2101301,210130,2017,0
2101350,210135,2017,0
2101400,210140,2017,1133
2101608,210160,2017,2077
2101772,210177,2017,1
2101806,210180,2017,7
2101905,210190,2017,69
2101939,210193,2017,1
2101970,210197,2017,0
2102002,210200,2017,21
2102036,210203,2017,2
2102077,210207,2017,4
2102150,210215,2017,3
2102309,210230,2017,1
2102325,210232,2017,0
2102358,210235,2017,6
2102374,210237,2017,0
2102408,210240,2017,0
2102507,210250,2017,0
2102556,210255,2017,155
2102606,210260,2017,0
2102705,210270,2017,0
2102754,210275,2017,0
2102804,210280,2017,25
2102903,210290,2017,0
2103109,210310,2017,0
2103125,210312,2017,0
2103158,210315,2017,1
2103174,210317,2017,0
2103257,210325,2017,18
2103307,210330,2017,7
2103505,210350,2017,5
2103554,210355,2017,0
2103604,210360,2017,14
2103703,210370,2017,22
2103752,210375,2017,6
2103802,210380,2017,6
2104008,210400,2017,3
2104057,210405,2017,71
2104073,210407,2017,26
2104081,210408,2017,8
2104099,210409,2017,17
2104107,210410,2017,161
2104206,210420,2017,47
2104305,210430,2017,1
2104404,210440,2017,0
2104503,210450,2017,2
2104552,210455,2017,33
2104602,210460,2017,0
2104628,210462,2017,15
2104651,210465,2017,0
2104677,210467,2017,6
2104701,210470,2017,3
2104800,210480,2017,8
2104909,210490,2017,0
2105104,210510,2017,0
2105153,210515,2017,20
2105203,210520,2017,1
2105302,210530,2017,213
2105351,210535,2017,1
2105401,210540,2017,7
2105427,210542,2017,42
2105450,210545,2017,0
2105476,210547,2017,41
2105500,210550,2017,14
2105609,210560,2017,0
2105658,210565,2017,0
2105708,210570,2017,27
2105807,210580,2017,0
2105906,210590,2017,2
2105948,210594,2017,0
2105963,210596,2017,3
2105989,210598,2017,0
2106003,210600,2017,0
2106102,210610,2017,41
2106201,210620,2017,0
2106326,210632,2017,1
2106359,210635,2017,0
2106375,210637,2017,1
2106508,210650,2017,0
2106631,210663,2017,0
2106706,210670,2017,0
2106755,210675,2017,1
2106805,210680,2017,0
2106904,210690,2017,0
2107001,210700,2017,17
2107100,210710,2017,8
2107258,210725,2017,10
2107308,210730,2017,7
2107357,210735,2017,0
2107407,210740,2017,0
2107456,210745,2017,0
2107506,210750,2017,30
2107605,210760,2017,0
2107704,210770,2017,62
2108009,210800,2017,5
2108108,210810,2017,1
2108207,210820,2017,3
2108256,210825,2017,0
2108306,210830,2017,0
2108405,210840,2017,0
2108454,210845,2017,5
2108504,210850,2017,63
2108603,210860,2017,3
2108702,210870,2017,6
2108801,210880,2017,0
2108900,210890,2017,2
2109007,210900,2017,4
2109056,210905,2017,1
2109106,210910,2017,3
2109205,210920,2017,0
2109239,210923,2017,0
2109270,210927,2017,0
2109304,210930,2017,2
2109452,210945,2017,5
2109502,210950,2017,32
2109551,210955,2017,0
2109601,210960,2017,8
2109700,210970,2017,13
2109759,210975,2017,0
2109809,210980,2017,0
2109908,210990,2017,29
2110005,211000,2017,0
2110039,211003,2017,5
2110203,211020,2017,3
2110302,211030,2017,0
2110500,211050,2017,0
2110658,211065,2017,12
2110708,211070,2017,1
2110807,211080,2017,71
2110856,211085,2017,30
2111003,211100,2017,0
2111029,211102,2017,0
2111052,211105,2017,8
2111078,211107,2017,2
2111201,211120,2017,225
2111250,211125,2017,14
2111300,211130,2017,1018
2111409,211140,2017,11
2111508,211150,2017,0
2111532,211153,2017,1
2111573,211157,2017,10
2111607,211160,2017,81
2111631,211163,2017,0
2111672,211167,2017,1
2111706,211170,2017,0
2111722,211172,2017,1
2111748,211174,2017,0
2111763,211176,2017,4
2111789,211178,2017,0
2111805,211180,2017,1
2111904,211190,2017,1
2112001,211200,2017,25
2112100,211210,2017,0
2112233,211223,2017,2
2112274,211227,2017,0
2112308,211230,2017,4
2112407,211240,2017,29
2112456,211245,2017,8
2112704,211270,2017,11
2112803,211280,2017,4
2112852,211285,2017,17
2112902,211290,2017,1
2113009,211300,2017,2
2114007,211400,2017,5
5100102,510010,2017,23
5100201,510020,2017,11
5100250,510025,2017,442
5100300,510030,2017,35
5100359,510035,2017,2
5100409,510040,2017,9
5100508,510050,2017,3
5100607,510060,2017,12
5100805,510080,2017,0
5101001,510100,2017,9
5101209,510120,2017,4
5101258,510125,2017,33
5101308,510130,2017,19
5101407,510140,2017,75
5101605,510160,2017,0
5101704,510170,2017,13
5101803,510180,2017,18
5101852,510185,2017,0
5101902,510190,2017,16
5102504,510250,2017,76
5102603,510260,2017,2
5102637,510263,2017,22
5102678,510267,2017,49
5102686,510268,2017,9
5102694,510269,2017,2
5102702,510270,2017,22
5102793,510279,2017,17
5102850,510285,2017,12
5103007,510300,2017,4
5103056,510305,2017,12
5103106,510310,2017,64
5103205,510320,2017,43
5103254,510325,2017,186
5103304,510330,2017,34
5103353,510335,2017,9
5103361,510336,2017,0
5103379,510337,2017,19
5103403,510340,2017,3581
5103437,510343,2017,0
5103452,510345,2017,0
5103502,510350,2017,12
5103601,510360,2017,4
5103700,510370,2017,8
5103809,510380,2017,2
5103858,510385,2017,11
5103908,510390,2017,14
5103957,510395,2017,0
5104104,510410,2017,41
5104203,510420,2017,7
5104500,510450,2017,1
5104526,510452,2017,3
5104542,510454,2017,17
5104559,510455,2017,7
5104609,510460,2017,2
5104807,510480,2017,29
5104906,510490,2017,35
5105002,510500,2017,3
5105101,510510,2017,56
5105150,510515,2017,92
5105176,510517,2017,1
5105200,510520,2017,77
5105234,510523,2017,1
5105259,510525,2017,27
5105309,510530,2017,0
5105507,510550,2017,17
5105580,510558,2017,16
5105606,510560,2017,95
5105622,510562,2017,8
5105903,510590,2017,4
5106000,510600,2017,4
5106109,510610,2017,9
5106158,510615,2017,9
5106174,510617,2017,71
5106182,510618,2017,12
5106190,510619,2017,2
5106208,510620,2017,7
5106216,510621,2017,5
5106224,510622,2017,26
5106232,510623,2017,4
5106240,510624,2017,11
5106257,510625,2017,13
5106265,510626,2017,4
5106273,510627,2017,3
5106281,510628,2017,6
5106299,510629,2017,100
5106307,510630,2017,28
5106315,510631,2017,0
5106372,510637,2017,8
5106422,510642,2017,58
5106455,510645,2017,0
5106505,510650,2017,43
5106653,510665,2017,9
5106703,510670,2017,1
5106752,510675,2017,85
5106778,510677,2017,16
5106802,510680,2017,10
5106828,510682,2017,0
5106851,510685,2017,0
5107008,510700,2017,2
5107040,510704,2017,69
5107065,510706,2017,11
5107107,510710,2017,7
5107156,510715,2017,11
5107180,510718,2017,1
5107198,510719,2017,6
5107206,510720,2017,0
5107248,510724,2017,10
5107263,510726,2017,1
5107297,510729,2017,6
5107305,510730,2017,10
5107354,510735,2017,6
5107404,510740,2017,0
5107578,510757,2017,4
5107602,510760,2017,65
5107701,510770,2017,40
5107743,510774,2017,2
5107750,510775,2017,1
5107768,510776,2017,3
5107776,510777,2017,0
5107792,510779,2017,14
5107800,510780,2017,13
5107859,510785,2017,1
5107875,510787,2017,5
5107883,510788,2017,0
5107909,510790,2017,410
5107925,510792,2017,37
5107941,510794,2017,20
5107958,510795,2017,134
5108006,510800,2017,0
5108055,510805,2017,8
5108105,510810,2017,3
5108204,510820,2017,37
5108303,510830,2017,1
5108352,510835,2017,3
5108402,510840,2017,2346
5108501,510850,2017,10
5108600,510860,2017,44
5108808,510880,2017,5
5108857,510885,2017,2
5108907,510890,2017,2
5108956,510895,2017,62
1100015,110001,2018,4
1100023,110002,2018,11
1100031,110003,2018,4
1100049,110004,2018,21
1100056,110005,2018,10
1100064,110006,2018,17
1100072,110007,2018,1
1100080,110008,2018,0
1100098,110009,2018,39
1100106,110010,2018,48
1100114,110011,2018,1
1100122,110012,2018,31
1100130,110013,2018,7
1100148,110014,2018,4
1100155,110015,2018,8
1100189,110018,2018,5
1100205,110020,2018,107
1100254,110025,2018,13
1100262,110026,2018,3
1100288,110028,2018,15
1100296,110029,2018,3
1100304,110030,2018,12
1100320,110032,2018,2
1100338,110033,2018,4
1100346,110034,2018,1
1100379,110037,2018,2
1100403,110040,2018,5
1100452,110045,2018,102
1100502,110050,2018,0
1100601,110060,2018,0
1100700,110070,2018,6
1100809,110080,2018,8
1100908,110090,2018,0
1100924,110092,2018,0
1100940,110094,2018,3
1101005,110100,2018,1
1101104,110110,2018,2
1101203,110120,2018,0
1101302,110130,2018,0
1101401,110140,2018,6
1101435,110143,2018,2
1101450,110145,2018,2
1101468,110146,2018,5
1101476,110147,2018,3
1101484,110148,2018,6
1101492,110149,2018,4
1101500,110150,2018,6
1101559,110155,2018,1
1101609,110160,2018,0
1101708,110170,2018,1
1101757,110175,2018,3
1101807,110180,2018,1
1200013,120001,2018,65
1200054,120005,2018,5
1200104,120010,2018,64
1200138,120013,2018,105
1200179,120017,2018,49
1200203,120020,2018,1034
1200252,120025,2018,131
1200302,120030,2018,1219
1200328,120032,2018,0
1200336,120033,2018,602
1200344,120034,2018,192
1200351,120035,2018,3
1200385,120038,2018,481
1200393,120039,2018,8
1200401,120040,2018,1479
1200427,120042,2018,112
1200435,120043,2018,0
1200450,120045,2018,23
1200500,120050,2018,1138
1200609,120060,2018,283
1200708,120070,2018,146
1200807,120080,2018,174
1300029,130002,2018,2
1300060,130006,2018,0
1300086,130008,2018,0
1300102,130010,2018,2
1300144,130014,2018,0
1300201,130020,2018,0
1300300,130030,2018,2
1300409,130040,2018,1
1300508,130050,2018,0
1300607,130060,2018,1
1300631,130063,2018,0
1300680,130068,2018,2
1300706,130070,2018,23
1300805,130080,2018,6
1300839,130083,2018,1
1300904,130090,2018,1
1301001,130100,2018,4
1301100,130110,2018,2
1301159,130115,2018,2
1301209,130120,2018,15
1301308,130130,2018,2
1301407,130140,2018,1
1301506,130150,2018,1
1301605,130160,2018,0
1301654,130165,2018,106
1301704,130170,2018,19
1301803,130180,2018,4
1301852,130185,2018,20
1301902,130190,2018,355
1301951,130195,2018,0
1302009,130200,2018,1
1302108,130210,2018,1
1302207,130220,2018,0
1302306,130230,2018,0
1302405,130240,2018,4
1302504,130250,2018,4
1302553,130255,2018,0
1302603,130260,2018,1269
1302702,130270,2018,1
1302801,130280,2018,2
1302900,130290,2018,15
1303007,130300,2018,0
1303106,130310,2018,1
1303205,130320,2018,1
1303304,130330,2018,16
1303403,130340,2018,8
1303502,130350,2018,1
1303536,130353,2018,4
1303569,130356,2018,5
1303601,130360,2018,0
1303700,130370,2018,0
1303809,130380,2018,114
1303908,130390,2018,0
1303957,130395,2018,0
1304005,130400,2018,0
1304062,130406,2018,17
1304104,130410,2018,37
1304203,130420,2018,278
1304237,130423,2018,0
1304260,130426,2018,1
1304302,130430,2018,0
1304401,130440,2018,7
1400027,140002,2018,0
1400050,140005,2018,1
1400100,140010,2018,71
1400159,140015,2018,1
1400175,140017,2018,0
1400209,140020,2018,2
1400233,140023,2018,0
1400282,140028,2018,1
1400308,140030,2018,3
1400407,140040,2018,3
1400456,140045,2018,1
1400472,140047,2018,24
1400506,140050,2018,3
1400605,140060,2018,0
1400704,140070,2018,1
1500107,150010,2018,37
1500131,150013,2018,2
1500206,150020,2018,14
1500305,150030,2018,10
1500347,150034,2018,5
1500404,150040,2018,15
1500503,150050,2018,79
1500602,150060,2018,17
1500701,150070,2018,0
1500800,150080,2018,90
1500859,150085,2018,6
1500909,150090,2018,65
1500958,150095,2018,15
1501006,150100,2018,0
1501105,150110,2018,0
1501204,150120,2018,33
1501253,150125,2018,2
1501303,150130,2018,31
1501402,150140,2018,223
1501451,150145,2018,20
1501501,150150,2018,15
1501576,150157,2018,0
1501600,150160,2018,3
1501709,150170,2018,24
1501725,150172,2018,9
1501758,150175,2018,16
1501782,150178,2018,149
1501808,150180,2018,3
1501907,150190,2018,2
1501956,150195,2018,3
1502004,150200,2018,0
1502103,150210,2018,6
1502152,150215,2018,33
1502202,150220,2018,41
1502301,150230,2018,41
1502400,150240,2018,95
1502509,150250,2018,3
1502608,150260,2018,0
1502707,150270,2018,102
1502756,150275,2018,4
1502764,150276,2018,12
1502772,150277,2018,0
1502806,150280,2018,1
1502855,150285,2018,0
1502905,150290,2018,24
1502939,150293,2018,9
1502954,150295,2018,1
1503002,150300,2018,0
1503044,150304,2018,83
1503077,150307,2018,4
1503093,150309,2018,229
1503101,150310,2018,1
1503200,150320,2018,9
1503309,150330,2018,12
1503408,150340,2018,71
1503457,150345,2018,9
1503507,150350,2018,13
1503606,150360,2018,32
1503705,150370,2018,11
1503754,150375,2018,0
1503804,150380,2018,3
1503903,150390,2018,4
1504000,150400,2018,4
1504059,150405,2018,156
1504109,150410,2018,2
1504208,150420,2018,22
1504307,150430,2018,31
1504406,150440,2018,176
1504422,150442,2018,56
1504455,150445,2018,28
1504505,150450,2018,0
1504604,150460,2018,4
1504703,150470,2018,62
1504752,150475,2018,10
1504802,150480,2018,0
1504901,150490,2018,3
1504950,150495,2018,13
1504976,150497,2018,8
1505007,150500,2018,85
1505031,150503,2018,72
1505064,150506,2018,92
1505106,150510,2018,3
1505205,150520,2018,1
1505304,150530,2018,9
1505403,150540,2018,0
1505437,150543,2018,16
1505486,150548,2018,57
1505494,150549,2018,27
1505502,150550,2018,1
1505536,150553,2018,266
1505551,150555,2018,55
1505601,150560,2018,2
1505635,150563,2018,1
1505650,150565,2018,0
1505700,150570,2018,6
1505809,150580,2018,2
1505908,150590,2018,0
1506005,150600,2018,1
1506104,150610,2018,3
1506112,150611,2018,23
1506138,150613,2018,69
1506161,150616,2018,6
1506187,150618,2018,60
1506195,150619,2018,0
1506203,150620,2018,7
1506302,150630,2018,0
1506351,150635,2018,7
1506401,150640,2018,0
1506500,150650,2018,8
1506559,150655,2018,12
1506583,150658,2018,35
1506609,150660,2018,33
1506708,150670,2018,3
1506807,150680,2018,32
1506906,150690,2018,15
1507003,150700,2018,24
1507102,150710,2018,9
1507151,150715,2018,0
1507201,150720,2018,3
1507300,150730,2018,67
1507409,150740,2018,23
1507458,150745,2018,4
1507466,150746,2018,5
1507474,150747,2018,7
1507508,150750,2018,83
1507607,150760,2018,10
1507706,150770,2018,1
1507755,150775,2018,0
1507805,150780,2018,4
1507904,150790,2018,4
1507953,150795,2018,3
1507961,150796,2018,22
1507979,150797,2018,0
1508001,150800,2018,2
1508035,150803,2018,14
1508050,150805,2018,0
1508084,150808,2018,1
1508100,150810,2018,81
1508126,150812,2018,2
1508159,150815,2018,0
1508209,150820,2018,23
1508308,150830,2018,71
1508357,150835,2018,19
1508407,150840,2018,12
1600055,160005,2018,12
1600105,160010,2018,3
1600154,160015,2018,84
1600204,160020,2018,1
1600212,160021,2018,0
1600238,160023,2018,65
1600253,160025,2018,2
1600279,160027,2018,159
1600303,160030,2018,338
1600402,160040,2018,20
1600501,160050,2018,2
1600535,160053,2018,5
1600550,160055,2018,1
1600600,160060,2018,44
1600709,160070,2018,24
1600808,160080,2018,4
1700251,170025,2018,5
1700301,170030,2018,2
1700350,170035,2018,0
1700400,170040,2018,4
1700707,170070,2018,9
1701002,170100,2018,23
1701051,170105,2018,0
1701101,170110,2018,12
1701309,170130,2018,0
1701903,170190,2018,0
1702000,170200,2018,15
1702109,170210,2018,414
1702158,170215,2018,10
1702208,170220,2018,36
1702307,170230,2018,5
1702406,170240,2018,19
1702554,170255,2018,1
1702703,170270,2018,0
1702901,170290,2018,5
1703008,170300,2018,1
1703057,170305,2018,1
1703073,170307,2018,2
1703107,170310,2018,6
1703206,170320,2018,6
1703305,170330,2018,2
1703602,170360,2018,0
1703701,170370,2018,3
1703800,170380,2018,1
1703826,170382,2018,0
1703842,170384,2018,18
1703867,170386,2018,44
1703883,170388,2018,1
1703891,170389,2018,1
1703909,170390,2018,3
1704105,170410,2018,0
1704600,170460,2018,0
1705102,170510,2018,15
1705508,170550,2018,10
1705557,170555,2018,26
1705607,170560,2018,2
1706001,170600,2018,3
1706100,170610,2018,1
1706258,170625,2018,0
1706506,170650,2018,1
1707009,170700,2018,45
1707108,170710,2018,14
1707207,170720,2018,4
1707306,170730,2018,0
1707405,170740,2018,11
1707553,170755,2018,1
1707652,170765,2018,6
1707702,170770,2018,3
1708205,170820,2018,32
1708254,170825,2018,4
1708304,170830,2018,1
1709005,170900,2018,1
1709302,170930,2018,15
1709500,170950,2018,47
1709807,170980,2018,5
1710508,171050,2018,58
1710706,171070,2018,3
1710904,171090,2018,3
1711100,171110,2018,2
1711506,171150,2018,2
1711803,171180,2018,0
1711902,171190,2018,3
1711951,171195,2018,1
1712009,171200,2018,13
1712157,171215,2018,3
1712405,171240,2018,0
1712454,171245,2018,4
1712504,171250,2018,10
1712702,171270,2018,2
1712801,171280,2018,1
1713205,171320,2018,13
1713304,171330,2018,9
1713601,171360,2018,14
1713700,171370,2018,2
1713809,171380,2018,1
1713957,171395,2018,4
1714203,171420,2018,155
1714302,171430,2018,7
1714880,171488,2018,11
1715002,171500,2018,0
1715101,171510,2018,6
1715150,171515,2018,0
1715259,171525,2018,0
1715507,171550,2018,6
1715705,171570,2018,3
1715754,171575,2018,14
1716109,171610,2018,63
1716208,171620,2018,7
1716307,171630,2018,0
1716505,171650,2018,10
1716604,171660,2018,1
1716653,171665,2018,4
1716703,171670,2018,9
1717008,171700,2018,48
1717206,171720,2018,0
1717503,171750,2018,6
1717800,171780,2018,5
1717909,171790,2018,2
1718006,171800,2018,8
1718204,171820,2018,112
1718303,171830,2018,9
1718402,171840,2018,0
1718451,171845,2018,4
1718501,171850,2018,2
1718550,171855,2018,0
1718659,171865,2018,0
1718709,171870,2018,15
1718758,171875,2018,1
1718808,171880,2018,2
1718840,171884,2018,4
1718865,171886,2018,2
1718881,171888,2018,5
1718899,171889,2018,0
1718907,171890,2018,5
1719004,171900,2018,4
1720002,172000,2018,10
1720101,172010,2018,0
1720150,172015,2018,1
1720200,172020,2018,0
1720259,172025,2018,2
1720309,172030,2018,2
1720499,172049,2018,1
1720655,172065,2018,3
1720804,172080,2018,2
1720853,172085,2018,0
1720903,172090,2018,13
1720937,172093,2018,1
1720978,172097,2018,36
1721000,172100,2018,1189
1721109,172110,2018,10
1721208,172120,2018,26
1721257,172125,2018,0
1721307,172130,2018,0
1722081,172208,2018,2
1722107,172210,2018,1
2100055,210005,2018,0
2100204,210020,2018,3
2100402,210040,2018,0
2100436,210043,2018,0
2100477,210047,2018,35
2100501,210050,2018,27
2100550,210055,2018,0
2100600,210060,2018,1
2100709,210070,2018,5
2100832,210083,2018,2
2100873,210087,2018,0
2100956,210095,2018,14
2101004,210100,2018,2
2101103,210110,2018,0
2101202,210120,2018,1
2101251,210125,2018,4
2101301,210130,2018,2
2101350,210135,2018,0
2101400,210140,2018,14
2101608,210160,2018,400
2101772,210177,2018,0
2101806,210180,2018,1
2101905,210190,2018,1
2101939,210193,2018,0
2101970,210197,2018,1
2102002,210200,2018,6
2102036,210203,2018,0
2102077,210207,2018,0
2102150,210215,2018,0
2102309,210230,2018,2
2102325,210232,2018,4
2102358,210235,2018,3
2102374,210237,2018,0
2102408,210240,2018,0
2102507,210250,2018,0
2102556,210255,2018,8
2102606,210260,2018,0
2102705,210270,2018,1
2102754,210275,2018,2
2102804,210280,2018,16
2102903,210290,2018,1
2103109,210310,2018,0
2103125,210312,2018,0
2103158,210315,2018,1
2103174,210317,2018,0
2103257,210325,2018,2
2103307,210330,2018,1
2103505,210350,2018,0
2103554,210355,2018,0
2103604,210360,2018,9
2103703,210370,2018,2
2103752,210375,2018,0
2103802,210380,2018,0
2104008,210400,2018,3
2104057,210405,2018,11
2104073,210407,2018,3
2104081,210408,2018,0
2104099,210409,2018,5
2104107,210410,2018,8
2104206,210420,2018,1
2104305,210430,2018,0
2104404,210440,2018,1
2104503,210450,2018,2
2104552,210455,2018,35
2104602,210460,2018,0
2104628,210462,2018,5
2104651,210465,2018,4
2104677,210467,2018,3
2104701,210470,2018,0
2104800,210480,2018,3
2104909,210490,2018,0
2105104,210510,2018,0
2105153,210515,2018,2
2105203,210520,2018,3
2105302,210530,2018,43
2105351,210535,2018,0
2105401,210540,2018,32
2105427,210542,2018,5
2105450,210545,2018,0
2105476,210547,2018,1
2105500,210550,2018,2
2105609,210560,2018,0
2105658,210565,2018,0
2105708,210570,2018,3
2105807,210580,2018,0
2105906,210590,2018,0
2105948,210594,2018,0
2105963,210596,2018,16
2105989,210598,2018,1
2106003,210600,2018,0
2106102,210610,2018,0
2106201,210620,2018,0
2106326,210632,2018,91
2106359,210635,2018,0
2106375,210637,2018,0
2106508,210650,2018,0
2106631,210663,2018,4
2106706,210670,2018,0
2106755,210675,2018,17
2106805,210680,2018,0
2106904,210690,2018,0
2107001,210700,2018,5
2107100,210710,2018,0
2107258,210725,2018,1
2107308,210730,2018,6
2107357,210735,2018,0
2107407,210740,2018,0
2107456,210745,2018,0
2107506,210750,2018,26
2107605,210760,2018,0
2107704,210770,2018,3
2108009,210800,2018,0
2108108,210810,2018,1
2108207,210820,2018,4
2108256,210825,2018,0
2108306,210830,2018,0
2108405,210840,2018,0
2108454,210845,2018,0
2108504,210850,2018,1
2108603,210860,2018,4
2108702,210870,2018,2
2108801,210880,2018,1
2108900,210890,2018,1
2109007,210900,2018,3
2109056,210905,2018,0
2109106,210910,2018,2
2109205,210920,2018,1
2109239,210923,2018,0
2109270,210927,2018,79
2109304,210930,2018,3
2109452,210945,2018,6
2109502,210950,2018,9
2109551,210955,2018,0
2109601,210960,2018,3
2109700,210970,2018,1
2109759,210975,2018,0
2109809,210980,2018,11
2109908,210990,2018,15
2110005,211000,2018,6
2110039,211003,2018,1
2110203,211020,2018,7
2110302,211030,2018,0
2110500,211050,2018,0
2110658,211065,2018,0
2110708,211070,2018,0
2110807,211080,2018,1
2110856,211085,2018,4
2111003,211100,2018,0
2111029,211102,2018,0
2111052,211105,2018,5
2111078,211107,2018,3
2111201,211120,2018,117
2111250,211125,2018,0
2111300,211130,2018,572
2111409,211140,2018,9
2111508,211150,2018,0
2111532,211153,2018,2
2111573,211157,2018,2
2111607,211160,2018,2
2111631,211163,2018,0
2111672,211167,2018,1
2111706,211170,2018,0
