cod_ibge,id_mun,nome_mun,sigla_uf,id_uf,sigla_regiao,area_total,area_amazonia,pctg_amazonia
1713304,171330,Miranorte,TO,17,N,1033.301,1033.301,100.0
1713601,171360,Monte do Carmo,TO,17,N,3601.205,3601.205,100.0
1713700,171370,Monte Santo do Tocantins,TO,17,N,1072.92,1072.92,100.0
1713809,171380,Palmeiras do Tocantins,TO,17,N,743.407,743.407,100.0
1713957,171395,Muricilândia,TO,17,N,1194.368,1194.368,100.0
1714203,171420,Natividade,TO,17,N,3241.672,3241.672,100.0
1714302,171430,Nazaré,TO,17,N,395.997,395.997,100.0
1714880,171488,Nova Olinda,TO,17,N,1567.834,1567.834,100.0
1715002,171500,Nova Rosalândia,TO,17,N,514.791,514.791,100.0
1715101,171510,Novo Acordo,TO,17,N,2678.262,2678.262,100.0
1715150,171515,Novo Alegre,TO,17,N,200.412,200.412,100.0
1715259,171525,Novo Jardim,TO,17,N,1213.893,1213.893,100.0
1715507,171550,Oliveira de Fátima,TO,17,N,209.292,209.292,100.0
1715705,171570,Palmeirante,TO,17,N,2638.465,2638.465,100.0
1715754,171575,Palmeirópolis,TO,17,N,1708.981,1708.981,100.0
1716109,171610,Paraíso do Tocantins,TO,17,N,1292.267,1292.267,100.0
1716208,171620,Paranã,TO,17,N,11217.373,11217.373,100.0
1716307,171630,Pau D'Arco,TO,17,N,1375.551,1375.551,100.0
1716505,171650,Pedro Afonso,TO,17,N,2019.556,2019.556,100.0
1716604,171660,Peixe,TO,17,N,5303.612,5303.612,100.0
1716653,171665,Pequizeiro,TO,17,N,1206.118,1206.118,100.0
1716703,171670,Colméia,TO,17,N,1161.03,1161.03,100.0
1717008,171700,Pindorama do Tocantins,TO,17,N,1560.551,1560.551,100.0
1717206,171720,Piraquê,TO,17,N,1363.412,1363.412,100.0
1717503,171750,Pium,TO,17,N,10003.549,10003.549,100.0
1717800,171780,Ponte Alta do Bom Jesus,TO,17,N,1718.791,1718.791,100.0
1717909,171790,Ponte Alta do Tocantins,TO,17,N,6542.838,6542.838,100.0
1718006,171800,Porto Alegre do Tocantins,TO,17,N,506.717,506.717,100.0
1718204,171820,Porto Nacional,TO,17,N,4434.68,4434.68,100.0
1718303,171830,Praia Norte,TO,17,N,300.999,300.999,100.0
1718402,171840,Presidente Kennedy,TO,17,N,771.716,771.716,100.0
1718451,171845,Pugmil,TO,17,N,401.174,401.174,100.0
1718501,171850,Recursolândia,TO,17,N,2215.669,2215.669,100.0
1718550,171855,Riachinho,TO,17,N,512.156,512.156,100.0
1718659,171865,Rio da Conceição,TO,17,N,845.823,845.823,100.0
1718709,171870,Rio dos Bois,TO,17,N,847.255,847.255,100.0
1718758,171875,Rio Sono,TO,17,N,6346.279,6346.279,100.0
1718808,171880,Sampaio,TO,17,N,222.435,222.435,100.0
1718840,171884,Sandolândia,TO,17,N,3535.135,3535.135,100.0
1718865,171886,Santa Fé do Araguaia,TO,17,N,1671.239,1671.239,100.0
1718881,171888,Santa Maria do Tocantins,TO,17,N,1412.318,1412.318,100.0
1718899,171889,Santa Rita do Tocantins,TO,17,N,3281.219,3281.219,100.0
1718907,171890,Santa Rosa do Tocantins,TO,17,N,1804.687,1804.687,100.0
1719004,171900,Santa Tereza do Tocantins,TO,17,N,539.511,539.511,100.0
1720002,172000,Santa Terezinha do Tocantins,TO,17,N,274.104,274.104,100.0
1720101,172010,São Bento do Tocantins,TO,17,N,1099.58,1099.58,100.0
1720150,172015,São Félix do Tocantins,TO,17,N,1913.11,1913.11,100.0
1720200,172020,São Miguel do Tocantins,TO,17,N,406.957,406.957,100.0
1720259,172025,São Salvador do Tocantins,TO,17,N,1424.753,1424.753,100.0
1720309,172030,São Sebastião do Tocantins,TO,17,N,289.597,289.597,100.0
1720499,172049,São Valério,TO,17,N,2520.465,2520.465,100.0
1720655,172065,Silvanópolis,TO,17,N,1258.771,1258.771,100.0
1720804,172080,Sítio Novo do Tocantins,TO,17,N,307.095,307.095,100.0
1720853,172085,Sucupira,TO,17,N,1018.222,1018.222,100.0
1720903,172090,Taguatinga,TO,17,N,2341.919,2341.919,100.0
1720937,172093,Taipas do Tocantins,TO,17,N,1105.303,1105.303,100.0
1720978,172097,Talismã,TO,17,N,2155.503,2155.503,100.0
1721000,172100,Palmas,TO,17,N,2227.329,2227.329,100.0
1721109,172110,Tocantínia,TO,17,N,2609.775,2609.775,100.0
1721208,172120,Tocantinópolis,TO,17,N,1083.6,1083.6,100.0
1721257,172125,Tupirama,TO,17,N,706.883,706.883,100.0
1721307,172130,Tupiratins,TO,17,N,889.126,889.126,100.0
1722081,172208,Wanderlândia,TO,17,N,1365.431,1365.431,100.0
1722107,172210,Xambioá,TO,17,N,1190.489,1190.489,100.0
2100055,210005,Açailândia,MA,21,NE,5805.159,5805.159,100.0
2100204,210020,Alcântara,MA,21,NE,1167.964,1167.964,100.0
2100402,210040,Altamira do Maranhão,MA,21,NE,524.374,524.374,100.0
2100436,210043,Alto Alegre do Maranhão,MA,21,NE,392.75,392.75,100.0
2100477,210047,Alto Alegre do Pindaré,MA,21,NE,1875.901,1875.901,100.0
2100501,210050,Alto Parnaíba,MA,21,NE,11127.384,11127.384,100.0
2100550,210055,Amapá do Maranhão,MA,21,NE,502.402,502.402,100.0
2100600,210060,Amarante do Maranhão,MA,21,NE,7439.615,7439.615,100.0
2100709,210070,Anajatuba,MA,21,NE,940.489,940.489,100.0
2100832,210083,Apicum-Açu,MA,21,NE,341.12,341.12,100.0
2100873,210087,Araguanã,MA,21,NE,805.194,805.194,100.0
2100956,210095,Arame,MA,21,NE,2976.039,2976.039,100.0
2101004,210100,Arari,MA,21,NE,1100.275,1100.275,100.0
2101103,210110,Axixá,MA,21,NE,160.462,160.462,100.0
2101202,210120,Bacabal,MA,21,NE,1656.736,1656.736,100.0
2101251,210125,Bacabeira,MA,21,NE,542.962,542.962,100.0
2101301,210130,Bacuri,MA,21,NE,850.491,850.491,100.0
2101350,210135,Bacurituba,MA,21,NE,413.651,413.651,100.0
2101400,210140,Balsas,MA,21,NE,13141.162,13141.162,100.0
2101608,210160,Barra do Corda,MA,21,NE,5187.673,5187.673,100.0
2101772,210177,Bela Vista do Maranhão,MA,21,NE,147.954,147.954,100.0
2101806,210180,Benedito Leite,MA,21,NE,1784.64,1784.64,100.0
2101905,210190,Bequimão,MA,21,NE,790.222,790.222,100.0
2101939,210193,Bernardo do Mearim,MA,21,NE,247.186,247.186,100.0
2101970,210197,Boa Vista do Gurupi,MA,21,NE,400.35,400.35,100.0
2102002,210200,Bom Jardim,MA,21,NE,6588.38,6588.38,100.0
2102036,210203,Bom Jesus das Selvas,MA,21,NE,2676.98,2676.98,100.0
2102077,210207,Bom Lugar,MA,21,NE,445.171,445.171,100.0
2102150,210215,Brejo de Areia,MA,21,NE,986.036,986.036,100.0
2102309,210230,Buriti Bravo,MA,21,NE,1582.552,95.689,6.04649957789697
2102325,210232,Buriticupu,MA,21,NE,2544.857,2544.857,100.0
2102358,210235,Buritirana,MA,21,NE,820.968,820.968,100.0
2102374,210237,Cachoeira Grande,MA,21,NE,707.236,161.916,22.8941965623922
2102408,210240,Cajapió,MA,21,NE,545.244,545.244,100.0
2102507,210250,Cajari,MA,21,NE,662.066,662.066,100.0
2102556,210255,Campestre do Maranhão,MA,21,NE,613.529,613.529,100.0
2102606,210260,Cândido Mendes,MA,21,NE,1634.861,1634.861,100.0
2102705,210270,Cantanhede,MA,21,NE,773.01,773.01,100.0
2102754,210275,Capinzal do Norte,MA,21,NE,590.267,590.267,100.0
2102804,210280,Carolina,MA,21,NE,6267.675,6267.675,100.0
2102903,210290,Carutapera,MA,21,NE,1260.977,1260.977,100.0
2103109,210310,Cedral,MA,21,NE,285.211,285.211,100.0
2103125,210312,Central do Maranhão,MA,21,NE,319.538,319.538,100.0
2103158,210315,Centro do Guilherme,MA,21,NE,1167.848,1167.848,100.0
2103174,210317,Centro Novo do Maranhão,MA,21,NE,8401.003,8401.003,100.0
2103257,210325,Cidelândia,MA,21,NE,1462.809,1462.809,100.0
2103307,210330,Codó,MA,21,NE,4361.606,1367.377,31.350309954636
2103505,210350,Colinas,MA,21,NE,1978.695,1723.434,87.0995277190269
2103554,210355,Conceição do Lago-Açu,MA,21,NE,725.664,725.664,100.0
2103604,210360,Coroatá,MA,21,NE,2263.692,2033.255,89.8203024086316
2103703,210370,Cururupu,MA,21,NE,1257.608,1257.608,100.0
2103752,210375,Davinópolis,MA,21,NE,332.249,332.249,100.0
2103802,210380,Dom Pedro,MA,21,NE,358.493,358.493,100.0
2104008,210400,Esperantinópolis,MA,21,NE,452.411,452.411,100.0
2104057,210405,Estreito,MA,21,NE,2720.266,2720.266,100.0
2104073,210407,Feira Nova do Maranhão,MA,21,NE,1625.822,1625.822,100.0
2104081,210408,Fernando Falcão,MA,21,NE,5086.589,5086.589,100.0
2104099,210409,Formosa da Serra Negra,MA,21,NE,3690.61,3690.61,100.0
2104107,210410,Fortaleza dos Nogueiras,MA,21,NE,1853.406,1853.406,100.0
2104206,210420,Fortuna,MA,21,NE,834.83,435.09,52.1171975132662
2104305,210430,Godofredo Viana,MA,21,NE,720.129,720.129,100.0
2104404,210440,Gonçalves Dias,MA,21,NE,883.588,846.103,95.7576381752581
2104503,210450,Governador Archer,MA,21,NE,445.856,445.856,100.0
2104552,210455,Governador Edison Lobão,MA,21,NE,615.957,615.957,100.0
2104602,210460,Governador Eugênio Barros,MA,21,NE,647.989,481.283,74.2733287139134
2104628,210462,Governador Luiz Rocha,MA,21,NE,401.587,379.471,94.4928496191361
2104651,210465,Governador Newton Bello,MA,21,NE,1144.146,1144.146,100.0
2104677,210467,Governador Nunes Freire,MA,21,NE,1037.13,1037.13,100.0
2104701,210470,Graça Aranha,MA,21,NE,271.445,271.445,100.0
2104800,210480,Grajaú,MA,21,NE,8861.717,8861.717,100.0
2104909,210490,Guimarães,MA,21,NE,478.857,478.857,100.0
2105104,210510,Icatu,MA,21,NE,1124.445,114.302,10.1651926061301
2105153,210515,Igarapé do Meio,MA,21,NE,368.685,368.685,100.0
2105203,210520,Igarapé Grande,MA,21,NE,346.218,346.218,100.0
2105302,210530,Imperatriz,MA,21,NE,1369.039,1369.039,100.0
2105351,210535,Itaipava do Grajaú,MA,21,NE,1244.398,1244.398,100.0
2105401,210540,Itapecuru Mirim,MA,21,NE,1480.641,1480.641,100.0
2105427,210542,Itinga do Maranhão,MA,21,NE,3583.423,3583.423,100.0
2105450,210545,Jatobá,MA,21,NE,591.616,591.616,100.0
2105476,210547,Jenipapo dos Vieiras,MA,21,NE,1962.362,1962.362,100.0
2105500,210550,João Lisboa,MA,21,NE,1137.104,1137.104,100.0
2105609,210560,Joselândia,MA,21,NE,703.081,703.081,100.0
2105658,210565,Junco do Maranhão,MA,21,NE,568.499,568.499,100.0
2105708,210570,Lago da Pedra,MA,21,NE,1240.444,1240.444,100.0
2105807,210580,Lago do Junco,MA,21,NE,328.525,328.525,100.0
2105906,210590,Lago Verde,MA,21,NE,631.455,631.455,100.0
2105948,210594,Lago dos Rodrigues,MA,21,NE,220.776,220.776,100.0
2105963,210596,Lagoa Grande do Maranhão,MA,21,NE,744.199,744.199,100.0
2105989,210598,Lajeado Novo,MA,21,NE,1063.619,1063.619,100.0
2106003,210600,Lima Campos,MA,21,NE,321.932,321.932,100.0
2106102,210610,Loreto,MA,21,NE,3597.231,3597.231,100.0
2106201,210620,Luís Domingues,MA,21,NE,472.296,472.296,100.0
2106326,210632,Maracaçumé,MA,21,NE,635.758,635.758,100.0
2106359,210635,Marajá do Sena,MA,21,NE,1402.593,1402.593,100.0
2106375,210637,Maranhãozinho,MA,21,NE,760.947,760.947,100.0
2106508,210650,Matinha,MA,21,NE,410.632,410.632,100.0
2106631,210663,Matões do Norte,MA,21,NE,794.454,794.454,100.0
2106706,210670,Mirador,MA,21,NE,8522.351,8522.351,100.0
2106755,210675,Miranda do Norte,MA,21,NE,341.107,341.107,100.0
2106805,210680,Mirinzal,MA,21,NE,686.942,686.942,100.0
2106904,210690,Monção,MA,21,NE,1245.548,1245.548,100.0
2107001,210700,Montes Altos,MA,21,NE,1488.513,1488.513,100.0
2107100,210710,Morros,MA,21,NE,1712.121,80.081,4.67729792462098
2107258,210725,Nova Colinas,MA,21,NE,743.085,743.085,100.0
2107308,210730,Nova Iorque,MA,21,NE,978.34,554.155,56.6423738168735
2107357,210735,Nova Olinda do Maranhão,MA,21,NE,2452.615,2452.615,100.0
2107407,210740,Olho d'Água das Cunhãs,MA,21,NE,695.333,695.333,100.0
2107456,210745,Olinda Nova do Maranhão,MA,21,NE,199.879,199.879,100.0
2107506,210750,Paço do Lumiar,MA,21,NE,127.193,127.193,100.0
2107605,210760,Palmeirândia,MA,21,NE,532.161,532.161,100.0
2107704,210770,Paraibano,MA,21,NE,530.517,70.63,13.3134282219043
2108009,210800,Pastos Bons,MA,21,NE,1635.181,1425.272,87.1629501565882
2108108,210810,Paulo Ramos,MA,21,NE,1168.609,1168.609,100.0
2108207,210820,Pedreiras,MA,21,NE,262.066,262.066,100.0
2108256,210825,Pedro do Rosário,MA,21,NE,1753.867,1753.867,100.0
2108306,210830,Penalva,MA,21,NE,800.916,800.916,100.0
2108405,210840,Peri Mirim,MA,21,NE,397.994,397.994,100.0
2108454,210845,Peritoró,MA,21,NE,824.725,824.725,100.0
2108504,210850,Pindaré-Mirim,MA,21,NE,268.285,268.285,100.0
2108603,210860,Pinheiro,MA,21,NE,1512.969,1512.969,100.0
2108702,210870,Pio XII,MA,21,NE,545.14,545.14,100.0
2108801,210880,Pirapemas,MA,21,NE,688.761,687.934,99.8799293223629
2108900,210890,Poção de Pedras,MA,21,NE,990.415,990.415,100.0
2109007,210900,Porto Franco,MA,21,NE,1420.51,1420.51,100.0
2109056,210905,Porto Rico do Maranhão,MA,21,NE,244.979,244.979,100.0
2109106,210910,Presidente Dutra,MA,21,NE,771.574,771.574,100.0
2109205,210920,Presidente Juscelino,MA,21,NE,355.568,351.526,98.863227287045
2109239,210923,Presidente Médici,MA,21,NE,437.687,437.687,100.0
2109270,210927,Presidente Sarney,MA,21,NE,726.172,726.172,100.0
2109304,210930,Presidente Vargas,MA,21,NE,460.004,149.416,32.4814566829854
2109452,210945,Raposa,MA,21,NE,79.213,79.213,100.0
2109502,210950,Riachão,MA,21,NE,6402.83,6402.83,100.0
2109551,210955,Ribamar Fiquene,MA,21,NE,733.458,733.458,100.0
2109601,210960,Rosário,MA,21,NE,647.998,647.998,100.0
2109700,210970,Sambaíba,MA,21,NE,2476.132,2476.132,100.0
2109759,210975,Santa Filomena do Maranhão,MA,21,NE,623.213,623.213,100.0
2109809,210980,Santa Helena,MA,21,NE,2191.168,2191.168,100.0
2109908,210990,Santa Inês,MA,21,NE,786.689,786.689,100.0
2110005,211000,Santa Luzia,MA,21,NE,4837.169,4837.169,100.0
2110039,211003,Santa Luzia do Paruá,MA,21,NE,1010.483,1010.483,100.0
2110203,211020,Santa Rita,MA,21,NE,756.797,756.797,100.0
2110302,211030,Santo Antônio dos Lopes,MA,21,NE,770.923,770.923,100.0
2110500,211050,São Bento,MA,21,NE,456.997,456.997,100.0
2110658,211065,São Domingos do Azeitão,MA,21,NE,961.249,961.249,100.0
2110708,211070,São Domingos do Maranhão,MA,21,NE,1151.978,1151.978,100.0
2110807,211080,São Félix de Balsas,MA,21,NE,2032.599,2032.599,100.0
2110856,211085,São Francisco do Brejão,MA,21,NE,745.357,745.357,100.0
2111003,211100,São João Batista,MA,21,NE,649.956,649.956,100.0
2111029,211102,São João do Carú,MA,21,NE,910.065,910.065,100.0
2111052,211105,São João do Paraíso,MA,21,NE,2052.328,2052.328,100.0
2111078,211107,São João do Soter,MA,21,NE,1438.067,1.207,0.08393211164709301
2111201,211120,São José de Ribamar,MA,21,NE,180.363,180.363,100.0
2111250,211125,São José dos Basílios,MA,21,NE,353.72,353.72,100.0
2111300,211130,São Luís,MA,21,NE,583.063,583.063,100.0
2111409,211140,São Luís Gonzaga do Maranhão,MA,21,NE,909.164,909.164,100.0
2111508,211150,São Mateus do Maranhão,MA,21,NE,800.045,800.045,100.0
2111532,211153,São Pedro da Água Branca,MA,21,NE,720.461,720.461,100.0
2111573,211157,São Pedro dos Crentes,MA,21,NE,979.915,979.915,100.0
2111607,211160,São Raimundo das Mangabeiras,MA,21,NE,3524.501,3524.501,100.0
2111631,211163,São Raimundo do Doca Bezerra,MA,21,NE,419.55,419.55,100.0
2111672,211167,São Roberto,MA,21,NE,226.811,226.811,100.0
2111706,211170,São Vicente Ferrer,MA,21,NE,393.928,393.928,100.0
2111722,211172,Satubinha,MA,21,NE,441.811,441.811,100.0
2111748,211174,Senador Alexandre Costa,MA,21,NE,426.437,195.992,45.9603646025087
2111763,211176,Senador La Rocque,MA,21,NE,738.187,738.187,100.0
2111789,211178,Serrano do Maranhão,MA,21,NE,1165.318,1165.318,100.0
2111805,211180,Sítio Novo,MA,21,NE,3114.683,3114.683,100.0
2111904,211190,Sucupira do Norte,MA,21,NE,1074.435,1074.435,100.0
2112001,211200,Tasso Fragoso,MA,21,NE,4369.159,4369.159,100.0
2112100,211210,Timbiras,MA,21,NE,1486.584,81.785,5.5015390990351
2112233,211223,Trizidela do Vale,MA,21,NE,291.61,291.61,100.0
2112274,211227,Tufilândia,MA,21,NE,270.934,270.934,100.0
2112308,211230,Tuntum,MA,21,NE,3369.121,3369.121,100.0
2112407,211240,Turiaçu,MA,21,NE,2622.281,2622.281,100.0
2112456,211245,Turilândia,MA,21,NE,1507.622,1507.622,100.0
2112704,211270,Vargem Grande,MA,21,NE,1958.702,180.862,9.23376807702244
2112803,211280,Viana,MA,21,NE,1166.745,1166.745,100.0
2112852,211285,Vila Nova dos Martírios,MA,21,NE,1190.008,1190.008,100.0
2112902,211290,Vitória do Mearim,MA,21,NE,716.719,716.719,100.0
2113009,211300,Vitorino Freire,MA,21,NE,1193.385,1193.385,100.0
2114007,211400,Zé Doca,MA,21,NE,2140.109,2140.109,100.0
5100102,510010,Acorizal,MT,51,CO,850.763,850.763,100.0
5100201,510020,Água Boa,MT,51,CO,7549.308,7549.308,100.0
5100250,510025,Alta Floresta,MT,51,CO,8955.41,8955.41,100.0
5100300,510030,Alto Araguaia,MT,51,CO,5402.308,5402.308,100.0
5100359,510035,Alto Boa Vista,MT,51,CO,2248.414,2248.414,100.0
5100409,510040,Alto Garças,MT,51,CO,3858.153,3858.153,100.0
5100508,510050,Alto Paraguai,MT,51,CO,1847.354,1847.354,100.0
5100607,510060,Alto Taquari,MT,51,CO,1436.582,1436.582,100.0
5100805,510080,Apiacás,MT,51,CO,20489.024,20489.024,100.0
5101001,510100,Araguaiana,MT,51,CO,6380.7,6380.7,100.0
5101209,510120,Araguainha,MT,51,CO,675.231,675.231,100.0
5101258,510125,Araputanga,MT,51,CO,1639.733,1639.733,100.0
5101308,510130,Arenápolis,MT,51,CO,417.337,417.337,100.0
5101407,510140,Aripuanã,MT,51,CO,24678.135,24678.135,100.0
5101605,510160,Barão de Melgaço,MT,51,CO,11374.872,11374.872,100.0
5101704,510170,Barra do Bugres,MT,51,CO,5976.864,5976.864,100.0
5101803,510180,Barra do Garças,MT,51,CO,8363.149,8363.149,100.0
5101852,510185,Bom Jesus do Araguaia,MT,51,CO,4266.636,4266.636,100.0
5101902,510190,Brasnorte,MT,51,CO,15968.355,15968.355,100.0
5102504,510250,Cáceres,MT,51,CO,24495.51,24495.51,100.0
5102603,510260,Campinápolis,MT,51,CO,5978.985,5978.985,100.0
5102637,510263,Campo Novo do Parecis,MT,51,CO,9428.586,9428.586,100.0
5102678,510267,Campo Verde,MT,51,CO,4770.631,4770.631,100.0
5102686,510268,Campos de Júlio,MT,51,CO,6792.808,6792.808,100.0
5102694,510269,Canabrava do Norte,MT,51,CO,3449.037,3449.037,100.0
5102702,510270,Canarana,MT,51,CO,10855.181,10855.181,100.0
5102793,510279,Carlinda,MT,51,CO,2421.788,2421.788,100.0
5102850,510285,Castanheira,MT,51,CO,3713.466,3713.466,100.0
5103007,510300,Chapada dos Guimarães,MT,51,CO,6603.252,6603.252,100.0
5103056,510305,Cláudia,MT,51,CO,3843.561,3843.561,100.0
5103106,510310,Cocalinho,MT,51,CO,16563.136,16563.136,100.0
5103205,510320,Colíder,MT,51,CO,3112.091,3112.091,100.0
5103254,510325,Colniza,MT,51,CO,27960.237,27960.237,100.0
5103304,510330,Comodoro,MT,51,CO,21485.018,21485.018,100.0
5103353,510335,Confresa,MT,51,CO,5802.314,5802.314,100.0
5103361,510336,Conquista D'Oeste,MT,51,CO,2684.676,2684.676,100.0
5103379,510337,Cotriguaçu,MT,51,CO,9469.957,9469.957,100.0
5103403,510340,Cuiabá,MT,51,CO,4327.448,4327.448,100.0
5103437,510343,Curvelândia,MT,51,CO,357.128,357.128,100.0
5103452,510345,Denise,MT,51,CO,1273.178,1273.178,100.0
5103502,510350,Diamantino,MT,51,CO,8263.397,8263.397,100.0
5103601,510360,Dom Aquino,MT,51,CO,2183.603,2183.603,100.0
5103700,510370,Feliz Natal,MT,51,CO,11661.514,11661.514,100.0
5103809,510380,Figueirópolis D'Oeste,MT,51,CO,891.448,891.448,100.0
5103858,510385,Gaúcha do Norte,MT,51,CO,16908.375,16908.375,100.0
5103908,510390,General Carneiro,MT,51,CO,4514.917,4514.917,100.0
5103957,510395,Glória D'Oeste,MT,51,CO,833.13,833.13,100.0
5104104,510410,Guarantã do Norte,MT,51,CO,4725.281,4725.281,100.0
5104203,510420,Guiratinga,MT,51,CO,5043.899,5043.899,100.0
5104500,510450,Indiavaí,MT,51,CO,592.495,592.495,100.0
5104526,510452,Ipiranga do Norte,MT,51,CO,3422.016,3422.016,100.0
5104542,510454,Itanhangá,MT,51,CO,2909.745,2909.745,100.0
5104559,510455,Itaúba,MT,51,CO,4521.79,4521.79,100.0
5104609,510460,Itiquira,MT,51,CO,8698.814,8698.814,100.0
5104807,510480,Jaciara,MT,51,CO,2429.678,2429.678,100.0
5104906,510490,Jangada,MT,51,CO,1114.302,1114.302,100.0
5105002,510500,Jauru,MT,51,CO,1345.411,1345.411,100.0
5105101,510510,Juara,MT,51,CO,22632.713,22632.713,100.0
5105150,510515,Juína,MT,51,CO,26397.173,26397.173,100.0
5105176,510517,Juruena,MT,51,CO,3207.837,3207.837,100.0
5105200,510520,Juscimeira,MT,51,CO,2291.307,2291.307,100.0
5105234,510523,Lambari D'Oeste,MT,51,CO,1810.547,1810.547,100.0
5105259,510525,Lucas do Rio Verde,MT,51,CO,3674.596,3674.596,100.0
5105309,510530,Luciara,MT,51,CO,4282.733,4282.733,100.0
5105507,510550,Vila Bela da Santíssima Trindade,MT,51,CO,13484.71,13484.71,100.0
5105580,510558,Marcelândia,MT,51,CO,12285.486,12285.486,100.0
5105606,510560,Matupá,MT,51,CO,5228.272,5228.272,100.0
5105622,510562,Mirassol d'Oeste,MT,51,CO,1085.486,1085.486,100.0
5105903,510590,Nobres,MT,51,CO,3908.739,3908.739,100.0
5106000,510600,Nortelândia,MT,51,CO,1336.754,1336.754,100.0
5106109,510610,Nossa Senhora do Livramento,MT,51,CO,5537.413,5537.413,100.0
5106158,510615,Nova Bandeirantes,MT,51,CO,9556.661,9556.661,100.0
5106174,510617,Nova Nazaré,MT,51,CO,4034.539,4034.539,100.0
5106182,510618,Nova Lacerda,MT,51,CO,4780.426,4780.426,100.0
5106190,510619,Nova Santa Helena,MT,51,CO,2385.611,2385.611,100.0
5106208,510620,Nova Brasilândia,MT,51,CO,3290.032,3290.032,100.0
5106216,510621,Nova Canaã do Norte,MT,51,CO,5953.099,5953.099,100.0
5106224,510622,Nova Mutum,MT,51,CO,9536.814,9536.814,100.0
5106232,510623,Nova Olímpia,MT,51,CO,1327.266,1327.266,100.0
5106240,510624,Nova Ubiratã,MT,51,CO,12460.736,12460.736,100.0
5106257,510625,Nova Xavantina,MT,51,CO,5491.972,5491.972,100.0
5106265,510626,Novo Mundo,MT,51,CO,5800.759,5800.759,100.0
5106273,510627,Novo Horizonte do Norte,MT,51,CO,920.048,920.048,100.0
5106281,510628,Novo São Joaquim,MT,51,CO,5225.595,5225.595,100.0
5106299,510629,Paranaíta,MT,51,CO,4814.149,4814.149,100.0
5106307,510630,Paranatinga,MT,51,CO,24166.632,24166.632,100.0
5106315,510631,Novo Santo Antônio,MT,51,CO,4394.78,4394.78,100.0
5106372,510637,Pedra Preta,MT,51,CO,3841.672,3841.672,100.0
5106422,510642,Peixoto de Azevedo,MT,51,CO,14433.775,14433.775,100.0
5106455,510645,Planalto da Serra,MT,51,CO,2437.59,2437.59,100.0
5106505,510650,Poconé,MT,51,CO,17156.759,17156.759,100.0
5106653,510665,Pontal do Araguaia,MT,51,CO,2742.482,2742.482,100.0
5106703,510670,Ponte Branca,MT,51,CO,701.138,701.138,100.0
5106752,510675,Pontes e Lacerda,MT,51,CO,8545.292,8545.292,100.0
5106778,510677,Porto Alegre do Norte,MT,51,CO,3971.721,3971.721,100.0
5106802,510680,Porto dos Gaúchos,MT,51,CO,6846.668,6846.668,100.0
5106828,510682,Porto Esperidião,MT,51,CO,5835.278,5835.278,100.0
5106851,510685,Porto Estrela,MT,51,CO,2045.467,2045.467,100.0
5107008,510700,Poxoréu,MT,51,CO,6915.298,6915.298,100.0
5107040,510704,Primavera do Leste,MT,51,CO,5470.383,5470.383,100.0
5107065,510706,Querência,MT,51,CO,17799.989,17799.989,100.0
5107107,510710,São José dos Quatro Marcos,MT,51,CO,1282.763,1282.763,100.0
5107156,510715,Reserva do Cabaçal,MT,51,CO,1331.677,1331.677,100.0
5107180,510718,Ribeirão Cascalheira,MT,51,CO,11354.555,11354.555,100.0
5107198,510719,Ribeirãozinho,MT,51,CO,624.997,624.997,100.0
5107206,510720,Rio Branco,MT,51,CO,539.287,539.287,100.0
5107248,510724,Santa Carmem,MT,51,CO,3812.09,3812.09,100.0
5107263,510726,Santo Afonso,MT,51,CO,1166.382,1166.382,100.0
5107297,510729,São José do Povo,MT,51,CO,489.737,489.737,100.0
5107305,510730,São José do Rio Claro,MT,51,CO,4525.304,4525.304,100.0
5107354,510735,São José do Xingu,MT,51,CO,7465.563,7465.563,100.0
5107404,510740,São Pedro da Cipa,MT,51,CO,344.33,344.33,100.0
5107578,510757,Rondolândia,MT,51,CO,12658.341,12658.341,100.0
5107602,510760,Rondonópolis,MT,51,CO,4824.02,4824.02,100.0
5107701,510770,Rosário Oeste,MT,51,CO,7339.443,7339.443,100.0
5107743,510774,Santa Cruz do Xingu,MT,51,CO,5623.39,5623.39,100.0
5107750,510775,Salto do Céu,MT,51,CO,1753.378,1753.378,100.0
5107768,510776,Santa Rita do Trivelato,MT,51,CO,4747.042,4747.042,100.0
5107776,510777,Santa Terezinha,MT,51,CO,6466.223,6466.223,100.0
5107792,510779,Santo Antônio do Leste,MT,51,CO,3403.593,3403.593,100.0
5107800,510780,Santo Antônio do Leverger,MT,51,CO,9469.139,9469.139,100.0
5107859,510785,São Félix do Araguaia,MT,51,CO,16682.473,16682.473,100.0
5107875,510787,Sapezal,MT,51,CO,13614.552,13614.552,100.0
5107883,510788,Serra Nova Dourada,MT,51,CO,1490.793,1490.793,100.0
5107909,510790,Sinop,MT,51,CO,3990.87,3990.87,100.0
5107925,510792,Sorriso,MT,51,CO,9293.629,9293.629,100.0
5107941,510794,Tabaporã,MT,51,CO,8439.05,8439.05,100.0
5107958,510795,Tangará da Serra,MT,51,CO,11636.825,11636.825,100.0
5108006,510800,Tapurah,MT,51,CO,4492.539,4492.539,100.0
5108055,510805,Terra Nova do Norte,MT,51,CO,2399.736,2399.736,100.0
5108105,510810,Tesouro,MT,51,CO,4244.073,4244.073,100.0
5108204,510820,Torixoréu,MT,51,CO,2398.383,2398.383,100.0
