cod_ibge,nome_mun,sigla_uf,pop_residente_2022,area_km2_2022,densidade_hab_km2_2022,area_km2_2010,densidade_hab_km2_2010
5107768,Santa Rita do Trivelato,MT,3276,4747.042,0.69,4728.2,0.53
5107776,Santa Terezinha,MT,7596,6466.223,1.17,6467.4,1.14
5107792,Santo Antônio do Leste,MT,4099,3403.593,1.2,3600.7,1.04
5107800,Santo Antônio de Leverger,MT,15246,9469.139,1.61,11753.6,1.57
5107859,São Félix do Araguaia,MT,13621,16682.473,0.82,16711.9,0.64
5107875,Sapezal,MT,28944,13614.552,2.13,13624.2,1.33
5107883,Serra Nova Dourada,MT,1800,1490.793,1.21,1500.4,0.91
5107909,Sinop,MT,196312,3990.87,49.19,3942.2,28.69
5107925,Sorriso,MT,110635,9293.629,11.9,9329.6,7.13
5107941,Tabaporã,MT,9818,8439.05,1.16,8317.1,1.19
5107958,Tangará da Serra,MT,106434,11636.825,9.15,11391.3,7.32
5108006,Tapurah,MT,14370,4492.539,3.2,4510.6,2.3
5108055,Terra Nova do Norte,MT,10616,2399.736,4.42,2717.0,4.16
5108105,Tesouro,MT,3025,4244.073,0.71,4169.6,0.82
5108204,Torixoréu,MT,4164,2398.383,1.74,2399.5,1.7
5108303,União do Sul,MT,3838,4590.628,0.84,4581.9,0.82
5108352,Vale de São Domingos,MT,2904,1901.545,1.53,1932.8,1.58
5108402,Várzea Grande,MT,300078,724.279,414.31,888.0,284.45
5108501,Vera,MT,12800,3058.364,4.19,2963.5,3.45
5108600,Vila Rica,MT,19888,7436.383,2.67,7431.1,2.88
5108808,Nova Guarita,MT,4590,1121.928,4.09,1114.1,4.43
5108857,Nova Marilândia,MT,3529,1905.744,1.85,1939.8,1.52
5108907,Nova Maringá,MT,5846,11553.479,0.51,11557.3,0.57
5108956,Nova Monte Verde,MT,8313,5139.307,1.62,5248.5,1.54
