ano,codigo_ibge,nome_mun,agropecuaria,industria,servicos,admin,bruto_total,impostos,pib,pib_pc
2012,1301159,Careiro da Várzea,106099.688,8197.529,14285.611,71514.033,200096.86,2860.885,202957.745,8138.82
2012,1301209,Coari,103278.495,3000995.824,673333.08,301389.812,4078997.211,128963.489,4207960.7,54433.23
2012,1301308,Codajás,338853.382,7943.968,22206.606,66794.218,435798.174,10619.271,446417.446,18548.94
2012,1301407,Eirunepé,155038.631,8616.315,27173.215,89478.767,280306.927,2667.65,282974.578,9022.27
2012,1301506,Envira,42151.704,5435.246,14005.044,51125.702,112717.695,992.343,113710.039,6719.26
2012,1301605,Fonte Boa,26277.941,5272.797,17109.042,70931.794,119591.573,2535.477,122127.05,5264.55
2012,1301654,Guajará,19103.566,3077.878,10460.861,43174.278,75816.582,1651.705,77468.287,5381.24
2012,1301704,Humaitá,62283.8,19167.477,79932.582,130374.988,291758.847,15826.589,307585.436,6693.33
2012,1301803,Ipixuna,9547.379,2527.248,9992.196,60862.06,82928.883,1681.271,84610.153,3606.57
2012,1301852,Iranduba,105063.031,52854.232,73155.612,136477.124,367549.998,15118.592,382668.59,9122.67
2012,1301902,Itacoatiara,336462.092,242797.126,362689.586,278166.744,1220115.548,90676.878,1310792.426,14717.42
2012,1301951,Itamarati,19447.299,2805.89,7184.19,27214.111,56651.49,999.661,57651.15,7221.74
2012,1302009,Itapiranga,14610.469,29125.346,15240.941,26073.225,85049.98,3851.568,88901.548,10649.44
2012,1302108,Japurá,9066.937,1860.868,6022.761,27829.67,44780.236,1068.955,45849.191,6155.91
2012,1302207,Juruá,28317.316,2736.73,7910.838,37803.976,76768.861,1813.133,78581.994,6869.66
2012,1302306,Jutaí,59410.986,6140.113,15348.009,55207.641,136106.75,1545.382,137652.132,7524.85
2012,1302405,Lábrea,156102.923,13013.591,35886.005,109268.937,314271.456,4016.184,318287.64,8156.62
2012,1302504,Manacapuru,355599.342,62179.736,168445.863,243209.539,829434.48,23730.46,853164.94,9808.18
2012,1302553,Manaquiri,64728.774,5768.196,14540.579,70097.195,155134.744,2304.824,157439.568,6472.34
2012,1302603,Manaus,184902.703,18721450.86,18841763.801,5653893.823,43402011.187,12149826.427,55551837.614,29837.1
2012,1302702,Manicoré,160147.802,19480.077,50857.322,138625.895,369111.095,5743.512,374854.607,7749.25
2012,1302801,Maraã,16089.4,3060.926,8619.396,56503.303,84273.025,1486.562,85759.587,4873.81
2012,1302900,Maués,69175.824,13827.112,45659.082,161735.48,290397.498,6921.981,297319.479,5497.87
2012,1303007,Nhamundá,22519.41,4870.036,18295.044,57149.288,102833.778,3877.589,106711.367,5700.39
2012,1303106,Nova Olinda do Norte,21965.121,7171.912,22061.538,97761.67,148960.242,3044.292,152004.534,4787.7
2012,1303205,Novo Airão,10569.458,4069.601,14649.16,46482.115,75770.333,1436.352,77206.686,4984.61
2012,1303304,Novo Aripuanã,30819.967,4938.277,12058.402,60062.39,107879.035,1711.016,109590.051,4957.48
2012,1303403,Parintins,249697.998,40736.37,173052.546,316649.032,780135.946,31731.179,811867.125,7819.35
2012,1303502,Pauini,25233.005,3618.261,10614.215,56674.547,96140.028,1379.615,97519.643,5320.51
2012,1303536,Presidente Figueiredo,94151.022,240086.28,97619.669,134219.856,566076.827,24495.589,590572.416,20611.91
2012,1303569,Rio Preto da Eva,160959.454,29051.958,43737.99,77148.624,310898.026,7402.041,318300.067,11811.64
2012,1303601,Santa Isabel do Rio Negro,19936.164,2880.51,9275.117,52865.215,84957.006,1307.614,86264.62,4471.52
2012,1303700,Santo Antônio do Içá,16815.734,3761.406,12299.614,73028.151,105904.904,1882.334,107787.238,4330.54
2012,1303809,São Gabriel da Cachoeira,14087.475,10342.282,38137.573,120164.144,182731.474,4920.651,187652.125,4799.66
2012,1303908,São Paulo de Olivença,20842.329,5394.833,16517.302,97377.216,140131.681,2847.13,142978.811,4375.52
2012,1303957,São Sebastião do Uatumã,14050.817,2860.608,8687.407,33183.219,58782.051,1725.574,60507.625,5382.76
2012,1304005,Silves,15608.832,2814.367,8163.505,29208.815,55795.519,6582.236,62377.755,7300.77
2012,1304062,Tabatinga,15262.967,28252.192,70284.715,149117.793,262917.667,12538.52,275456.187,5059.81
2012,1304104,Tapauá,44252.194,5087.34,14845.189,62588.915,126773.639,1825.71,128599.349,7183.12
2012,1304203,Tefé,98728.792,123422.196,124967.546,184003.109,531121.643,27169.563,558291.207,9152.31
2012,1304237,Tonantins,13583.284,3044.577,10402.951,53158.18,80188.992,1593.508,81782.499,4722.94
2012,1304260,Uarini,24623.41,4270.431,13542.355,42683.756,85119.951,2370.869,87490.82,7207.42
2012,1304302,Urucará,131841.756,9215.778,20866.527,56929.247,218853.308,8860.913,227714.22,13472.62
2012,1304401,Urucurituba,26600.624,4825.226,12988.308,53003.084,97417.242,1670.252,99087.495,5304.75
2012,1400027,Amajari,23296.056,2044.784,7060.439,70056.482,102457.76,1623.221,104080.982,10475.14
2012,1400050,Alto Alegre,18324.931,3600.677,12173.795,116646.099,150745.503,2599.432,153344.934,9449.4
2012,1400100,Boa Vista,15951.405,666417.588,2334553.064,2258118.432,5275040.489,560705.712,5835746.201,19651.69
2012,1400159,Bonfim,38534.419,5715.692,11449.635,81819.901,137519.648,2357.549,139877.197,12502.43
2012,1400175,Cantá,17118.559,9666.023,14457.204,101840.409,143082.195,10384.413,153466.608,10434.94
2012,1400209,Caracaraí,13036.008,12776.619,38980.174,143984.375,208777.175,13611.783,222388.958,11692.99
2012,1400233,Caroebe,14626.044,3201.474,10596.984,62636.765,91061.266,2065.961,93127.228,10981.98
2012,1400282,Iracema,7349.365,4597.897,10045.678,63835.235,85828.175,1673.954,87502.129,9420.99
2012,1400308,Mucajaí,14720.098,13181.489,29429.494,109137.139,166468.221,10462.22,176930.441,11542.96
2012,1400407,Normandia,10265.41,2050.875,6806.719,66892.878,86015.881,642.796,86658.677,9254.45
2012,1400456,Pacaraima,4205.864,4269.278,21196.499,82055.795,111727.436,3660.237,115387.673,10534.8
2012,1400472,Rorainópolis,18750.815,25330.622,55098.66,184251.102,283431.198,25102.514,308533.712,12185.86
2012,1400506,São João da Baliza,6683.216,5897.609,16052.943,54098.803,82732.571,7231.128,89963.699,12809.87
2012,1400605,São Luiz,8597.127,2792.346,10997.252,49163.912,71550.636,3026.015,74576.651,10702.73
2012,1400704,Uiramutã,2405.953,976.409,2978.564,63028.02,69388.948,493.078,69882.025,7973.76
2012,1500107,Abaetetuba,115890.035,36469.75,276895.196,316856.722,746111.702,51941.577,798053.279,5526.11
2012,1500131,Abel Figueiredo,11595.816,-409.973,11582.101,19214.498,41982.442,2345.207,44327.649,6419.65
2012,1500206,Acará,267160.635,18635.069,62985.36,145811.648,494592.712,12323.427,506916.139,9424.51
2012,1500305,Afuá,70605.269,23709.305,29479.328,100761.803,224555.705,7682.478,232238.184,6472.82
2012,1500347,Água Azul do Norte,86796.188,40411.648,25018.905,54835.745,207062.486,17929.441,224991.927,8821.14
2012,1500404,Alenquer,143240.261,16150.379,67404.419,129838.653,356633.712,7810.916,364444.628,6828.77
2012,1500503,Almeirim,48783.249,125472.338,119831.362,98599.196,392686.146,74884.731,467570.876,13931.14
2012,1500602,Altamira,158823.495,948874.451,701868.886,241783.148,2051349.98,155225.819,2206575.799,21560.59
2012,1500701,Anajás,33894.43,10597.388,18953.698,62002.687,125448.203,4909.191,130357.394,5066.16
2012,1500800,Ananindeua,13552.0,1046100.25,2505755.123,983618.861,4549026.234,565522.637,5114548.871,10571.16
2012,1500859,Anapu,51261.516,17659.704,42375.67,52352.844,163649.733,15417.749,179067.482,8057.03
2012,1500909,Augusto Corrêa,56335.352,4372.076,34906.239,102143.582,197757.249,5993.023,203750.271,4894.55
2012,1500958,Aurora do Pará,71986.29,9622.839,21959.091,70070.098,173638.318,2774.255,176412.573,6397.32
2012,1501006,Aveiro,17580.328,456.956,7862.731,40983.254,66883.27,1069.551,67952.821,4274.03
2012,1501105,Bagre,32463.379,557.727,14365.142,53346.446,100732.693,1773.053,102505.746,4035.98
2012,1501204,Baião,67084.912,5763.855,30994.368,93381.646,197224.78,5964.018,203188.798,5175.07
2012,1501253,Bannach,28070.921,-428.386,5937.316,12104.498,45684.349,1108.89,46793.238,13848.25
2012,1501303,Barcarena,64450.556,364437.744,677425.521,306159.104,1412472.925,593976.556,2006449.481,19039.23
2012,1501402,Belém,54547.884,4779420.957,14646876.103,2976996.08,22457841.024,3904174.155,26362015.179,18690.76
2012,1501451,Belterra,84954.901,-212.885,21783.953,41681.088,148207.056,2279.194,150486.25,9076.92
2012,1501501,Benevides,10556.288,286299.183,218289.881,116414.827,631560.179,162811.791,794371.97,14688.02
2012,1501576,Bom Jesus do Tocantins,29631.604,-2890.032,17340.539,36804.767,80886.878,3606.344,84493.222,5406.18
2012,1501600,Bonito,16089.653,-2638.625,10071.55,29346.339,52868.917,2072.535,54941.452,3867.21
2012,1501709,Bragança,172722.621,48582.443,250208.58,246675.721,718189.365,38224.534,756413.899,6511.6
2012,1501725,Brasil Novo,48564.92,-1426.974,31250.908,41941.134,120329.988,8967.06,129297.048,7199.17
2012,1501758,Brejo Grande do Araguaia,14292.1,-1251.599,9116.137,17385.994,39542.632,1679.907,41222.539,5650.79
2012,1501782,Breu Branco,57571.263,95250.462,100086.839,133361.717,386270.281,23491.036,409761.317,7380.29
2012,1501808,Breves,37491.125,35896.663,146295.277,252206.915,471889.98,31133.559,503023.539,5307.33
2012,1501907,Bujaru,172260.456,16964.546,34562.268,58356.691,282143.962,5492.064,287636.026,10895.3
2012,1501956,Cachoeira do Piriá,24031.499,-173.861,12965.293,61937.768,98760.699,1852.803,100613.502,3573.81
2012,1502004,Cachoeira do Arari,50360.956,4935.677,14021.459,49235.899,118553.99,1353.842,119907.832,5670.21
2012,1502103,Cametá,192209.894,505.743,128189.781,279198.142,600103.559,17212.159,617315.718,4961.91
2012,1502152,Canaã dos Carajás,33802.392,2501337.87,442874.949,105638.487,3083653.699,124173.217,3207826.915,110230.81
2012,1502202,Capanema,18875.059,106072.529,321127.884,130741.559,576817.032,94764.858,671581.89,10392.14
2012,1502301,Capitão Poço,74848.499,29642.316,74776.856,111069.274,290336.946,10492.598,300829.544,5761.47
2012,1502400,Castanhal,60307.045,373271.35,1213194.045,400879.0,2047651.441,302104.896,2349756.336,13128.16
2012,1502509,Chaves,49307.476,3291.292,7594.984,52041.756,112235.507,2046.713,114282.22,5301.4
2012,1502608,Colares,11529.292,-1831.832,10396.992,27373.669,47468.122,1396.381,48864.503,4250.94
2012,1502707,Conceição do Araguaia,61051.967,79945.604,144127.799,111113.662,396239.032,30493.85,426732.881,9300.05
2012,1502756,Concórdia do Pará,56747.942,9673.837,38231.981,80222.645,184876.405,9323.571,194199.977,6625.05
2012,1502764,Cumaru do Norte,111268.368,1628.785,9744.207,30357.173,152998.534,1776.57,154775.103,13888.65
2012,1502772,Curionópolis,44092.323,37057.697,46964.074,48500.46,176614.553,21152.671,197767.224,10921.54
2012,1502806,Curralinho,31527.568,-992.903,16324.804,72442.306,119301.774,1904.004,121205.778,4062.13
2012,1502855,Curuá,26634.357,-1182.327,9973.488,34930.258,70355.777,1306.462,71662.238,5637.37
2012,1502905,Curuçá,48365.492,-6272.569,35502.713,85195.713,162791.349,4008.606,166799.955,4695.55
2012,1502939,Dom Eliseu,77258.188,23885.155,118617.642,127196.971,346957.956,25268.355,372226.311,7009.91
2012,1502954,Eldorado do Carajás,41539.49,53849.667,50810.968,72121.181,218321.306,18935.682,237256.988,7387.73
2012,1503002,Faro,7352.023,6102.136,6950.889,19853.164,40258.212,751.472,41009.684,5193.07
2012,1503044,Floresta do Araguaia,91794.973,111899.418,51168.666,47106.004,301969.061,12673.217,314642.279,17198.27
2012,1503077,Garrafão do Norte,50298.979,689.042,24245.718,63511.677,138745.416,3035.332,141780.749,5635.84
2012,1503093,Goianésia do Pará,39800.483,15239.185,68712.736,85122.697,208875.101,17529.277,226404.378,6413.9
2012,1503101,Gurupá,37242.023,-155.361,20704.297,72634.802,130425.76,3472.086,133897.846,4468.77
2012,1503200,Igarapé-Açu,50850.857,19672.61,49335.419,79223.041,199081.927,12961.301,212043.228,5823.12
2012,1503309,Igarapé-Miri,99191.598,18444.213,49389.424,143903.328,310928.562,10503.127,321431.689,5456.87
2012,1503408,Inhangapi,27409.446,3437.765,8261.252,22459.54,61568.003,1898.847,63466.85,6106.69
2012,1503457,Ipixuna do Pará,149389.461,106376.235,60620.194,109932.319,426318.209,14344.124,440662.334,8545.1
2012,1503507,Irituia,23571.043,-3791.591,31999.925,65066.976,116846.353,4434.708,121281.06,3851.17
2012,1503606,Itaituba,123947.391,159990.001,313152.378,246002.251,843092.02,86582.688,929674.707,9495.39
2012,1503705,Itupiranga,94627.794,5351.997,65522.048,119597.654,285099.494,10001.374,295100.868,5734.9
2012,1503754,Jacareacanga,15298.918,2024.676,17187.892,88435.729,122947.215,18062.884,141010.099,3398.9
2012,1503804,Jacundá,40668.44,29356.721,124605.337,125382.408,320012.905,24949.319,344962.225,6509.58
2012,1503903,Juruti,80882.271,211113.605,121009.73,132805.761,545811.367,22204.01,568015.377,11478.3
2012,1504000,Limoeiro do Ajuru,189186.43,8015.109,16237.828,70183.193,283622.561,2859.515,286482.075,11084.19
2012,1504059,Mãe do Rio,16775.602,5647.78,80690.76,76676.761,179790.904,16884.851,196675.755,6952.13
2012,1504109,Magalhães Barata,14006.963,5949.549,9564.805,17992.918,47514.235,856.432,48370.668,5914.01
2012,1504208,Marabá,144399.143,625701.635,2010536.452,676799.011,3457436.24,713014.367,4170450.607,17121.27
2012,1504307,Maracanã,42755.531,-2608.466,24111.989,66736.11,130995.164,2497.654,133492.817,4684.29
2012,1504406,Marapanim,37797.57,12744.195,35917.033,57958.3,144417.099,3783.382,148200.48,5511.36
2012,1504422,Marituba,4116.875,118028.66,431278.029,257215.697,810639.262,112700.079,923339.341,8145.7
2012,1504455,Medicilândia,132719.591,4117.47,50138.332,64176.916,251152.309,4197.839,255350.148,9046.31
2012,1504505,Melgaço,17112.578,521.292,13368.282,69013.525,100015.677,2133.267,102148.943,4025.73
2012,1504604,Mocajuba,66089.538,14701.977,31997.401,68798.969,181587.885,4944.499,186532.383,6742.3
2012,1504703,Moju,154922.256,70628.915,119810.859,169926.802,515288.832,47188.366,562477.198,7747.94
2012,1504802,Monte Alegre,168404.211,22410.735,82781.825,130072.651,403669.422,11187.181,414856.603,7434.17
2012,1504901,Muaná,67765.79,2678.718,23291.627,94202.801,187938.936,3457.257,191396.193,5387.8
2012,1504950,Nova Esperança do Piriá,34770.388,1549.682,18424.321,49521.387,104265.778,2758.427,107024.206,5259.17
2012,1504976,Nova Ipixuna,29663.98,1379.412,21107.947,38816.021,90967.359,3814.914,94782.273,6291.55
2012,1505007,Nova Timboteua,15200.562,5840.771,18635.154,32781.397,72457.883,2693.395,75151.279,5363.35
2012,1505031,Novo Progresso,111807.963,47784.304,85393.772,64049.431,309035.47,22112.809,331148.279,13166.41
2012,1505064,Novo Repartimento,163876.571,23487.429,115977.276,177338.435,480679.712,25321.261,506000.973,7771.96
2012,1505106,Óbidos,147723.011,43382.336,68227.528,110364.806,369697.681,12679.895,382377.575,7683.97
2012,1505205,Oeiras do Pará,105864.953,8857.944,22655.932,72829.643,210208.472,2856.237,213064.709,7246.61
2012,1505304,Oriximiná,144854.974,419975.131,389182.665,189272.13,1143284.9,120957.106,1264242.006,19456.46
2012,1505403,Ourém,38999.152,11628.076,24059.322,35488.774,110175.324,3037.215,113212.539,6819.62
2012,1505437,Ourilândia do Norte,31641.28,166794.711,131638.927,80928.012,411002.93,68960.827,479963.757,16810.75
2012,1505486,Pacajá,119005.932,27684.482,61841.471,98735.033,307266.918,19252.094,326519.012,7838.84
2012,1505494,Palestina do Pará,11417.989,294.696,7758.27,18719.6,38190.555,1162.769,39353.324,5271.71
2012,1505502,Paragominas,199112.982,570368.491,529707.408,270288.143,1569477.024,139918.952,1709395.976,16917.01
2012,1505536,Parauapebas,77215.709,14665538.992,3156379.98,508250.177,18407384.859,673010.572,19080395.43,114705.82
2012,1505551,Pau D'Arco,22404.257,-237.8,6480.124,17532.788,46179.37,1185.199,47364.569,8070.3
2012,1505601,Peixe-Boi,7529.242,2504.354,6925.087,19567.14,36525.823,817.508,37343.332,4745.63
2012,1505635,Piçarra,58736.631,3021.003,15167.583,32901.266,109826.483,5726.767,115553.25,9097.96
2012,1505650,Placas,55541.053,1690.294,17799.28,53543.561,128574.188,2422.953,130997.141,5131.91
2012,1505700,Ponta de Pedras,53406.902,8852.645,18186.075,58651.229,139096.852,2018.819,141115.67,5206.64
2012,1505809,Portel,126615.052,38565.438,62150.272,134882.198,362212.96,16698.527,378911.487,6977.34
2012,1505908,Porto de Moz,48914.566,627.4,29800.313,94210.501,173552.781,5295.014,178847.795,5033.85
2012,1506005,Prainha,79299.687,13451.649,23821.147,76715.197,193287.68,3873.365,197161.045,6723.31
2012,1506104,Primavera,5712.302,-605.58,10965.443,26448.609,42520.775,1614.333,44135.108,4263.44
2012,1506112,Quatipuru,19828.646,-1963.58,9596.726,27482.212,54944.004,1022.759,55966.763,4428.1
2012,1506138,Redenção,65958.908,65730.946,538712.773,178924.066,849326.693,115880.903,965207.596,12467.97
2012,1506161,Rio Maria,51475.242,41180.505,66559.243,44893.836,204108.825,24182.564,228291.39,12877.45
2012,1506187,Rondon do Pará,91453.757,8060.272,108272.542,113129.071,320915.642,21660.811,342576.453,7131.66
2012,1506195,Rurópolis,44726.914,4869.191,35954.574,86748.552,172299.231,8125.996,180425.227,4253.61
2012,1506203,Salinópolis,13059.423,56193.293,124536.868,82163.254,275952.837,15910.074,291862.912,7676.36
2012,1506302,Salvaterra,18365.696,3609.814,27583.453,47683.425,97242.387,3126.801,100369.188,4791.35
2012,1506351,Santa Bárbara do Pará,6757.527,26098.9,29001.271,41658.526,103516.224,11014.942,114531.165,6358.6
2012,1506401,Santa Cruz do Arari,20449.088,6341.996,5294.894,19524.086,51610.064,555.112,52165.176,6070.66
2012,1506500,Santa Izabel do Pará,84274.656,11791.719,137437.22,144035.988,377539.582,36439.266,413978.848,6685.81
2012,1506559,Santa Luzia do Pará,22223.691,2524.876,22018.381,43850.256,90617.204,3304.135,93921.339,4834.33
2012,1506583,Santa Maria das Barreiras,82917.111,2562.641,21266.342,47341.298,154087.392,5356.891,159444.283,8784.81
2012,1506609,Santa Maria do Pará,77869.302,19297.962,47389.071,51187.155,195743.489,6133.026,201876.515,8643.82
2012,1506708,Santana do Araguaia,102341.936,58993.862,99404.276,127609.771,388349.845,35245.407,423595.251,7069.46
2012,1506807,Santarém,495703.94,416838.993,1373921.416,716277.041,3002741.389,252301.084,3255042.473,10871.2
2012,1506906,Santarém Novo,6472.98,957.071,5343.646,16795.426,29569.124,579.262,30148.385,4825.29
2012,1507003,Santo Antônio do Tauá,69811.417,4101.912,32814.927,49062.668,155790.923,6501.375,162292.299,5857.45
2012,1507102,São Caetano de Odivelas,25628.163,5068.858,15748.365,40344.507,86789.894,1664.225,88454.119,5176.69
2012,1507151,São Domingos do Araguaia,43969.292,-1749.594,40467.945,55529.503,138217.146,6252.43,144469.577,6121.07
2012,1507201,São Domingos do Capim,86721.173,3660.919,27447.396,66913.16,184742.648,3982.412,188725.059,6246.07
2012,1507300,São Félix do Xingu,312608.366,50016.135,120408.438,222217.489,705250.428,27143.958,732394.387,7330.91
2012,1507409,São Francisco do Pará,25471.63,9086.397,21969.045,33227.425,89754.497,3467.931,93222.428,6139.52
2012,1507458,São Geraldo do Araguaia,69928.658,38556.514,74737.157,60722.192,243944.521,14968.668,258913.19,10243.03
2012,1507466,São João da Ponta,10027.248,-319.274,4207.989,13940.608,27856.572,494.233,28350.805,5201.03
2012,1507474,São João de Pirabas,18898.089,-2052.672,22101.684,52266.497,91213.597,3664.527,94878.125,4491.27
2012,1507508,São João do Araguaia,28742.65,-456.062,11298.817,37291.37,76876.775,1352.177,78228.952,5884.97
2012,1507607,São Miguel do Guamá,144280.45,21958.809,86060.603,122631.244,374931.106,20648.054,395579.16,7448.58
2012,1507706,São Sebastião da Boa Vista,55449.296,1141.775,18699.427,52896.386,128186.884,3333.39,131520.274,5550.32
2012,1507755,Sapucaia,26153.795,99.075,10253.811,14417.716,50924.397,2000.665,52925.062,10107.92
2012,1507805,Senador José Porfírio,24587.625,-1265.081,14909.125,32460.989,70692.657,3334.302,74026.959,5856.1
2012,1507904,Soure,23881.135,27094.376,30729.08,52864.865,134569.456,3288.869,137858.325,5876.06
2012,1507953,Tailândia,49688.725,103485.123,117652.662,170547.353,441373.863,67186.751,508560.613,5950.3
2012,1507961,Terra Alta,9414.282,-1822.603,8321.594,23597.098,39510.371,1028.944,40539.315,3837.13
2012,1507979,Terra Santa,12422.882,230772.2,53097.544,43761.221,340053.848,5967.657,346021.505,19995.46
2012,1508001,Tomé-Açu,97482.318,33547.664,128952.712,140815.532,400798.225,34263.052,435061.276,7512.2
2012,1508035,Tracuateua,38771.358,4572.312,19882.847,68476.281,131702.798,2130.812,133833.609,4751.43
2012,1508050,Trairão,66603.805,15087.095,24950.943,40716.233,147358.076,7729.534,155087.609,8963.05
2012,1508084,Tucumã,50147.936,109678.642,177120.417,87348.561,424295.557,48838.318,473133.875,13535.13
2012,1508100,Tucuruí,66040.339,2069740.712,387225.661,314280.796,2837287.508,85437.133,2922724.641,29038.21
2012,1508126,Ulianópolis,492709.321,113675.691,92405.416,99962.28,798752.707,29331.582,828084.29,17626.69
2012,1508159,Uruará,92215.402,26112.941,94348.93,100885.532,313562.804,20788.791,334351.595,7475.39
2012,1508209,Vigia,53701.351,-5647.541,85453.193,105031.964,238538.967,13745.788,252284.755,5143.0
2012,1508308,Viseu,119252.528,7425.453,48537.809,141101.617,316317.407,6447.99,322765.396,5606.88
2012,1508357,Vitória do Xingu,53107.874,1906.956,48732.104,39768.597,143515.53,11079.595,154595.125,11221.25
2012,1508407,Xinguara,76157.102,127817.931,202319.793,101207.039,507501.865,62463.929,569965.794,13773.28
2012,1600055,Serra do Navio,3195.299,2777.136,8734.338,33121.451,47828.224,1622.64,49450.864,10880.28
2012,1600105,Amapá,19785.578,3279.764,24171.058,56477.488,103713.888,4472.296,108186.183,13172.55
2012,1600154,Pedra Branca do Amapari,5587.37,95525.308,55828.954,87634.32,244575.951,18799.269,263375.219,22331.29
2012,1600204,Calçoene,11919.752,24678.082,25204.342,64019.55,125821.727,4743.856,130565.583,13974.7
2012,1600212,Cutias,10706.286,1209.778,5151.334,33592.489,50659.888,1145.02,51804.908,10550.9
2012,1600238,Ferreira Gomes,5057.902,21868.305,19929.238,50629.31,97484.754,9335.904,106820.658,17394.67
2012,1600253,Itaubal,7601.383,1240.317,4771.79,29262.059,42875.549,733.035,43608.584,9749.29
2012,1600279,Laranjal do Jari,9371.135,32638.994,125622.586,278449.229,446081.944,22769.305,468851.249,11252.07
2012,1600303,Macapá,43164.422,792666.555,3167924.671,2771662.372,6775418.019,674932.902,7450350.922,17928.72
2012,1600402,Mazagão,20981.492,14181.105,20103.026,118721.833,173987.456,3390.423,177377.879,9968.41
2012,1600501,Oiapoque,15526.002,12033.792,61898.224,144606.859,234064.877,11584.995,245649.871,11340.65
2012,1600535,Porto Grande,57481.793,17183.175,39221.222,119643.417,233529.607,11343.493,244873.1,13850.29
2012,1600550,Pracuúba,15156.114,1120.595,4178.689,28764.534,49219.932,1004.295,50224.227,12490.48
2012,1600600,Santana,13465.484,192545.012,489348.885,672900.977,1368260.357,108508.857,1476769.213,14144.35
2012,1600709,Tartarugalzinho,29552.021,4621.207,12947.651,86509.486,133630.366,2539.323,136169.689,10173.31
2012,1600808,Vitória do Jari,5217.97,5365.293,18067.074,94774.686,123425.023,3364.63,126789.653,9743.31
2012,1700251,Abreulândia,5906.071,997.829,3037.049,10210.781,20151.729,594.301,20746.03,8565.66
2012,1700301,Aguiarnópolis,3546.16,14174.935,27203.334,23103.535,68027.964,12950.291,80978.255,14812.19
2012,1700350,Aliança do Tocantins,10644.709,3623.173,12976.525,22981.127,50225.534,2653.312,52878.846,9451.09
2012,1700400,Almas,33124.817,4650.838,12453.356,28536.354,78765.364,4934.049,83699.413,11231.81
2012,1700707,Alvorada,37076.072,47755.17,51406.918,34121.132,170359.291,27415.504,197774.796,23674.26
2012,1701002,Ananás,11211.174,3286.361,18903.308,39116.199,72517.042,3773.079,76290.122,7810.21
2012,1701051,Angico,3004.563,1285.844,3792.122,13779.553,21862.081,695.393,22557.475,7007.6
2012,1701101,Aparecida do Rio Negro,20782.971,4043.144,8481.422,17091.056,50398.592,1584.582,51983.174,12035.93
2012,1701309,Aragominas,12334.466,1841.393,5018.124,22576.305,41770.288,978.126,42748.414,7322.44
2012,1701903,Araguacema,13233.927,2788.251,9442.27,25003.438,50467.885,1881.998,52349.884,8111.23
2012,1702000,Araguaçu,38342.191,6565.117,27095.503,36174.157,108176.968,5358.191,113535.159,13047.02
2012,1702109,Araguaína,37497.784,333638.515,1176331.047,606167.837,2153635.183,280645.914,2434281.096,15592.07
2012,1702158,Araguanã,12409.869,2386.222,6919.624,22284.878,44000.592,860.425,44861.018,8699.05
2012,1702208,Araguatins,17844.449,12063.296,68507.065,119763.955,218178.764,12585.221,230763.985,7181.53
2012,1702307,Arapoema,19538.936,3824.02,16401.313,29609.275,69373.544,2951.744,72325.288,10794.82
2012,1702406,Arraias,36728.508,7642.086,22468.371,40912.088,107751.053,12551.576,120302.629,11355.73
2012,1702554,Augustinópolis,7977.196,13853.138,45891.289,60588.344,128309.967,9378.284,137688.251,8395.11
2012,1702703,Aurora do Tocantins,7182.497,1488.768,4205.122,13602.428,26478.816,733.59,27212.406,7777.2
2012,1702901,Axixá do Tocantins,5168.867,2985.603,14986.304,39088.194,62228.968,2684.024,64912.992,6947.77
2012,1703008,Babaçulândia,9143.186,2976.197,7738.531,39572.779,59430.694,1595.313,61026.007,5845.96
2012,1703057,Bandeirantes do Tocantins,18128.991,15806.591,7250.402,13644.842,54830.827,2063.598,56894.425,17779.51
2012,1703073,Barra do Ouro,12013.336,2111.837,5155.25,17320.766,36601.188,1943.184,38544.373,9164.14
2012,1703107,Barrolândia,9222.953,3189.966,11056.345,20587.098,44056.363,2612.679,46669.042,8658.45
2012,1703206,Bernardo Sayão,13101.472,3425.571,7651.409,19721.734,43900.186,2568.404,46468.59,10461.19
2012,1703305,Bom Jesus do Tocantins,18907.762,2358.548,5927.359,16713.493,43907.162,818.947,44726.109,11217.99
2012,1703602,Brasilândia do Tocantins,5808.831,1401.64,7063.93,10505.424,24779.825,1801.844,26581.67,12742.89
2012,1703701,Brejinho de Nazaré,26308.699,4234.393,11521.264,22370.183,64434.539,3639.507,68074.046,13011.09
2012,1703800,Buriti do Tocantins,3184.037,3281.262,11901.72,37196.343,55563.363,2413.398,57976.76,5763.67
2012,1703826,Cachoeirinha,1405.424,783.26,2395.842,10153.363,14737.888,373.637,15111.525,6973.48
2012,1703842,Campos Lindos,111531.541,34416.365,70968.226,33463.914,250380.046,26042.072,276422.117,32455.34
2012,1703867,Cariri do Tocantins,20015.541,11713.321,39117.584,16846.43,87692.875,15181.489,102874.364,26568.79
2012,1703883,Carmolândia,6613.849,1181.177,5044.631,10456.109,23295.766,1103.741,24399.507,10325.65
2012,1703891,Carrasco Bonito,2139.736,1286.457,3816.169,15659.503,22901.864,517.759,23419.624,6230.28
2012,1703909,Caseara,10417.485,5005.763,7690.587,18070.775,41184.61,1678.798,42863.408,9035.29
2012,1704105,Centenário,4297.067,1058.029,3027.449,11656.991,20039.536,515.485,20555.022,7824.52
2012,1704600,Chapada de Areia,4207.706,827.348,1585.912,6656.741,13277.708,331.422,13609.13,10118.31
